,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,76,32,1,0,111
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,2,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,1,0,0,3
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,2,0,0,0,3
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,1,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,16,1,0,0,18
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,0,2,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,7,0,0,0,7
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,1,1,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,9,0,0,0,10
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,1,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,7,2,0,0,9
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,4,2,1,0,7
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,0,0,4
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,4,1,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,12,63,15,0,0,90
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,7,2,0,0,10
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,2,3,0,0,6
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,1,0,0,3
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,0,0,4
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,0,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,9,0,0,0,10
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,0,0,0,3
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,4,0,0,7
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,1,1,0,2
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,0,1,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,32,1,0,0,34
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,40,11,1,0,54
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,3,2,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,1,0,0,4
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,4,0,0,0,5
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,7,2,0,0,11
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,2,0,0,5
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,3,2,1,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,26,2,0,0,30
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,3,2,1,0,0,6
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,3,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,25,11,0,0,38
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,5,0,0,0,5
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,10,35,12,4,0,61
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,4,0,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,4,1,0,0,5
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,3,0,0,0,4
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,0,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,3,4,2,1,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,2,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,3,0,0,6
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,4,0,1,0,6
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,12,3,1,0,16
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,6,3,0,0,10
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,5,2,0,0,7
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,1,2,4,3,0,0,10
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,1,0,0,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,5,59,97,21,1,183
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,0,0,0,0,1
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,1,0,0,4
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,1,0,1,1,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,5,3,0,0,8
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,4,0,0,7
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,11,1,0,0,13
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,4,1,0,0,6
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,3,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,6,110,23,1,0,140
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,1,0,0,1
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,1,0,0,1
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,1,0,0,3
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,6,1,0,0,7
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,7,68,21,0,0,96
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,0,0,4
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,3,0,0,0,4
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,18,4,0,0,22
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,0,1,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,2,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,3,0,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,3,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,8,9,0,0,17
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,13,3,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,0,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,2,0,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,8,4,0,0,12
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,3,0,7
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,15,1,1,0,18
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,10,3,0,0,15
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,1,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,4,1,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,3,13,8,0,0,24
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,1,2,2,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,3,12,3,0,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,12,1,0,0,13
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,0,0,4
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,10,4,1,0,15
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,2,28,3,0,0,33
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,2,0,0,4
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,2,0,0,0,2
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,1,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-03-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,2,0,0,6
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,14,4,0,0,18
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,1,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,4,1,1,0,7
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,0,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,10,1,0,0,12
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,10,0,0,0,10
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,3,6,1,0,12
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,1,0,3
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,3,0,0,5
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,1,0,1,0,0,0,2
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,1,1,0,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,3,13,2,0,0,18
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,5,0,0,0,5
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,5,3,0,0,8
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,1,0,1,0,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,1,0,0,5
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,12,1,0,0,14
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,1,0,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,5,1,0,0,6
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,7,0,0,0,7
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,2,1,0,6
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,5,0,0,0,6
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,0,1,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,5,1,0,0,7
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,3,0,0,5
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,2,0,0,4
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,2,0,0,6
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,17,35,4,35,0,91
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,2,1,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,8,123,38,0,0,169
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,11,0,0,0,11
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,2,0,0,5
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,0,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,0,0,0,4
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,1,0,0,5
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,1,1,0,0,3
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,2,0,0,4
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,3,2,0,0,7
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,8,82,25,3,0,118
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,1,2,0,0,5
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,4,5,1,0,0,10
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,8,2,0,0,11
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,6,3,0,0,9
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,2,1,0,0,5
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,4,2,0,10
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,1,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,5,0,0,0,6
