,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS < A 10,TOTALES
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,4,1,0,0,7
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,0,4,5,0,0,10
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,0,0,0,4
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,5,5,1,0,13
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,6,11,2,0,20
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,1,0,0,2
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,30,70,34,3,0,137
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,0,1,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,1,0,4
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,15,3,0,21
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,1,0,1,0,0,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,8,4,0,0,12
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,5,4,2,0,11
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,4,1,0,6
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,6,0,0,6
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,7,4,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,3,0,6,1,0,0,10
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,6,1,0,0,7
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,0,0,4
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
HUACHACALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,1,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,5,0,0,9
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,5,0,0,0,5
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,6,0,0,7
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,18,7,0,0,27
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,7,28,9,0,0,44
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,23,67,9,0,101
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,2,0,0,6
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,25,16,4,0,46
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,3,0,0,5
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,2,0,0,6
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,0,0,4
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,2,0,0,4
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,4,1,0,0,7
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,0,0,0,4
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,5,0,0,0,7
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,14,4,0,0,20
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,1,13,4,0,0,19
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,4,0,0,8
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,7,3,0,0,11
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,5,5,3,0,0,13
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,2,1,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,8,87,17,0,0,112
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,2,0,0,4
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,2,3,0,0,6
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,4,1,0,0,7
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,3,1,0,6
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,4,7,0,0,12
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,1,0,4
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,5,12,2,0,19
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,11,1,0,0,12
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,8,2,0,13
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,3,0,0,7
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,1,0,0,5
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,5,0,0,0,7
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,0,6,0,10
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,1,0,0,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,2,0,0,4
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,14,57,49,4,0,125
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,2,1,0,0,4
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,8,1,0,0,10
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,5,2,0,10
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,1,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,2,0,0,6
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,3,2,0,9
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,2,0,0,0,5
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,13,5,0,0,18
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,5,2,0,0,8
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,4,14,5,2,0,25
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,22,9,0,0,34
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,0,0,0,4
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,0,0,4
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,4,2,0,8
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,2,45,96,24,0,0,167
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,3,0,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,6,5,0,0,13
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,13,25,11,3,0,53
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,0,3,0,0,6
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,2,1,0,0,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,1,1,0,0,4
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,3,0,0,5
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,6,4,1,0,12
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,2,1,0,0,4
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,1,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,13,14,2,0,31
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,5,1,0,0,9
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,1,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,7,7,4,0,18
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,2,19,3,0,0,25
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,2,0,0,3
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,5,2,0,0,10
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,1,0,0,0,2
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,6,3,0,0,12
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,4,2,0,0,7
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,4,0,0,0,6
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,5,8,2,0,15
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,0,0,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,2,4,0,0,6
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,7,6,0,14
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,2,2,0,0,0,4
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,0,0,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,3,2,0,0,8
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,6,0,0,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,4,61,87,11,0,163
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,5,8,6,0,0,19
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,2,0,0,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,3,0,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,3,6,1,0,0,10
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,6,1,0,0,8
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,3,1,0,5
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,1,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,21,9,0,0,31
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,3,0,0,7
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,4,0,0,8
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,1,18,69,29,1,0,118
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,4,2,0,0,6
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,2,0,0,0,3
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,4,6,0,0,0,10
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,1,1,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,0,5,2,0,0,7
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,5,35,16,2,0,58
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-02-01,0,1,8,1,0,0,10
