,group,variable,month,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 10 A 14,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 15 A 19,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 20 A 34,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 35 A 49,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,N° DE MUJERES DESPUÉS DE ABORTO QUE EGRESARON CON MÉTODO MODERNO < A 10,TOTALES
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,0,3,1,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,0,8,2,0,0,10
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,1,2,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,1,12,3,0,0,16
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,5,19,3,0,0,27
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,5,15,3,0,0,23
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,1,0,2,0,0,0,3
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,4,17,2,0,0,23
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-06-01,0,2,12,3,0,0,17
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,4,2,0,0,6
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,0,3,3,0,6
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,1,1,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,2,18,4,0,0,24
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,2,18,15,0,0,35
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,10,5,0,0,15
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,1,4,15,2,0,0,22
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,3,0,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,11,2,0,0,13
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,2,10,6,0,0,18
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,8,1,0,0,9
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,2,7,15,7,0,0,31
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,1,0,1,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,3,9,0,0,0,12
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,3,11,2,0,0,16
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,1,2,11,1,0,0,15
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,4,1,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,2,0,0,0,2
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-07-01,0,1,10,1,0,0,12
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,5,2,0,0,7
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,2,0,0,0,2
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,1,0,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,1,1,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,10,13,0,0,23
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,5,0,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,4,14,7,0,0,25
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,11,4,0,0,15
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,1,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,4,1,0,0,5
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,2,4,5,0,0,11
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,1,0,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,1,4,8,4,0,0,17
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,4,19,5,0,0,28
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,1,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,4,9,4,0,0,17
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,2,10,1,0,0,13
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,4,21,4,0,0,29
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,1,5,0,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,4,2,0,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,4,0,0,0,4
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,2,22,2,0,0,26
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-08-01,0,10,12,0,0,0,22
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,4,0,0,0,5
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,15,4,0,0,20
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,2,4,0,0,7
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,6,3,0,0,9
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,0,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,7,0,0,0,7
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,2,2,12,2,0,0,18
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,11,2,0,0,13
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,1,3,17,6,0,0,27
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,5,10,1,0,0,16
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,1,1,1,4,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,1,9,17,8,0,0,35
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,2,20,4,0,0,26
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,2,0,0,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,3,0,0,0,4
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,2,2,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,4,19,3,0,0,26
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,1,8,3,0,0,12
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,8,10,3,0,0,21
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,2,1,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,0,7,2,0,0,9
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,1,1,8,2,0,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-09-01,0,2,14,6,0,0,22
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,1,1,3,2,0,0,7
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,6,29,14,1,0,50
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,4,3,0,0,7
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,6,4,0,0,10
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,20,0,0,0,20
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,1,3,13,5,0,0,22
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,2,15,3,0,0,20
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,1,2,0,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,1,4,11,8,0,0,24
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,2,8,25,0,0,0,35
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,5,22,12,0,0,39
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,1,0,2,0,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,3,2,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,1,1,1,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,2,1,3,6,0,0,12
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,4,21,9,0,0,34
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,3,2,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,1,2,1,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,1,1,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-10-01,0,4,18,11,0,0,33
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,2,5,3,0,0,10
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,1,5,3,0,0,9
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,1,0,0,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,12,26,6,0,0,44
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,3,9,3,0,0,15
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,1,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,4,0,0,0,4
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,11,2,0,0,13
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,2,8,2,0,0,12
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,2,2,6,4,0,0,14
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,12,7,0,0,19
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,1,0,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,1,1,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,11,24,12,0,0,47
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,5,9,1,0,0,15
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,2,8,12,6,0,0,28
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,1,1,0,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,1,28,5,0,0,34
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-11-01,0,2,17,0,0,0,19
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,1,0,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,1,2,1,0,0,4
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,6,2,0,0,8
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,6,5,1,0,12
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,3,0,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,8,0,0,0,8
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,4,15,4,0,0,23
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,1,1,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,0,2,0,0,2
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres despues de aborto que egresaron con metodo moderno,2024-12-01,0,0,0,1,0,0,1
