,group,variable,month,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 10 A 14,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 15 A 19,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 20 A 34,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 35 A 49,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO < A 10,TOTALES
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,3,3,0,0,6
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,2,2,1,0,0,5
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,6,26,8,0,0,40
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,3,1,0,0,4
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,5,0,0,0,0,0,5
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,3,2,0,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,8,1,0,0,9
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,9,1,0,0,10
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,2,11,0,0,0,13
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,4,3,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,4,18,19,8,0,0,49
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,4,15,1,0,0,20
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,3,2,0,0,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,3,1,0,0,4
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,4,10,2,0,0,16
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,2,4,3,0,0,9
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,1,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,4,0,0,0,5
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,6,2,0,0,9
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,22,53,5,0,0,80
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,1,30,63,5,0,0,99
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,10,2,0,0,13
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,1,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,6,1,0,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-06-01,0,1,14,1,0,0,16
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,3,18,5,0,0,26
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,0,5,1,0,6
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,4,1,0,0,5
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,1,5,1,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,9,2,0,0,11
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,1,9,1,0,0,11
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,3,39,6,0,0,48
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,1,3,0,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,1,9,23,2,0,0,35
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,2,4,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,8,27,6,0,0,41
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,1,30,26,5,0,0,62
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,1,7,9,0,0,0,17
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,3,8,0,0,0,11
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,11,3,0,0,14
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,17,0,0,0,17
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,6,0,0,0,6
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,1,5,1,0,0,7
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,3,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,1,2,2,0,0,5
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,1,14,42,2,0,0,59
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,1,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,3,25,51,4,0,0,83
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,2,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,3,16,3,0,0,22
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,2,1,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,2,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,3,19,5,0,0,27
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-07-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,3,16,6,0,0,25
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,4,1,0,0,5
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,2,0,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,1,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,5,1,0,0,7
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,0,2,0,0,2
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,5,0,0,0,5
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,7,43,14,0,0,64
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,1,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,5,3,0,0,8
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,14,0,0,0,14
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,8,24,8,0,0,40
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,2,0,0,0,2
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,3,0,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,9,1,0,0,11
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,3,37,46,6,0,0,92
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,2,8,5,0,0,15
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,3,1,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,5,5,0,0,0,10
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,3,2,19,3,0,0,27
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,4,1,0,0,5
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,2,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,13,11,6,0,30
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,3,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,3,2,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,7,25,2,0,0,34
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,3,28,58,5,0,0,94
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,2,11,1,0,0,14
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,0,1,4,3,0,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-08-01,2,15,42,10,0,0,69
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,10,19,6,0,0,35
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,1,0,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,1,7,2,0,0,10
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,3,2,0,0,5
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,1,1,1,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,4,34,15,1,0,54
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,1,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,3,3,1,0,0,7
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,12,34,11,0,0,57
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,1,3,0,0,0,4
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,2,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,4,10,6,0,0,20
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,1,11,32,8,0,0,52
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,2,9,18,1,0,0,30
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,7,3,0,0,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,1,3,1,0,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,2,11,2,0,0,15
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,2,0,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,1,1,0,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,6,3,0,0,9
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,1,10,35,5,0,0,51
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,6,20,64,2,0,0,92
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,5,4,0,0,9
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,0,2,1,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-09-01,0,6,43,10,0,0,59
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,3,21,5,0,0,29
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,6,3,0,0,9
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,0,1,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,2,0,0,0,3
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,2,2,7,0,0,11
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,4,4,0,0,8
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,6,1,0,0,7
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,2,42,13,0,0,57
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,2,3,0,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,2,2,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,2,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,2,20,2,0,0,24
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,2,3,1,0,0,6
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,3,17,2,0,0,22
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,26,0,0,0,0,26
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,6,2,0,0,9
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,1,5,32,5,0,0,43
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,1,10,27,5,0,0,43
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,1,3,3,2,0,0,9
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,5,9,4,0,0,18
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,3,2,0,0,6
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,7,5,5,0,1,0,18
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,4,1,1,0,6
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,3,4,0,0,0,7
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,0,4,0,0,4
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,4,2,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,1,16,34,7,0,0,58
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,1,12,58,8,0,0,79
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,0,1,2,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,14,2,0,0,17
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,0,1,0,0,2
