,group,variable,month,AQV FEMENINO 10 A 14,AQV FEMENINO 15 A 19,AQV FEMENINO 20 A 34,AQV FEMENINO 35 A 49,AQV FEMENINO 50 Y +,AQV FEMENINO < A 10,TOTALES
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-04-01,0,0,6,2,0,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-04-01,0,2,11,12,0,0,25
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,1,0,0,3
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,0,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,4,3,0,0,7
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,4,1,0,0,5
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,3,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,5,4,0,0,9
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,1,40,36,0,0,77
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,4,0,0,6
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,0,0,0,2
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,1,3,1,0,0,5
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,31,26,0,0,57
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,2,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,11,17,38,0,66
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,0,0,0,3
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,5,1,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,5,0,0,6
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,23,17,0,0,40
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,3,11,6,0,0,20
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,7,0,0,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,1,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,3,0,0,6
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,26,5,0,0,31
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,4,0,0,7
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,7,7,0,0,14
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,0,0,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,1,5,3,0,0,9
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,0,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,4,2,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,1,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,2,6,5,2,0,15
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,7,4,0,0,11
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,3,26,10,2,0,41
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,1,12,1,0,0,14
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,4,7,2,0,13
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,2,0,0,4
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,10,2,0,0,12
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,3,2,0,0,5
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,6,4,0,0,10
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-05-01,0,0,13,5,0,0,18
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,5,4,0,0,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,0,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,4,0,0,0,5
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,5,4,0,0,9
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,6,2,0,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,45,29,0,0,74
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,0,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,1,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,17,12,0,0,29
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,1,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,6,0,0,0,7
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,1,0,0,4
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,33,22,0,0,55
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,0,0,0,3
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,2,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,2,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,12,13,0,0,25
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,15,9,0,0,24
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,4,3,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,17,7,0,0,25
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,0,0,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,10,3,0,0,13
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,7,1,0,0,8
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,3,0,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,8,3,0,0,11
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,1,0,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,0,0,0,2
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,24,12,2,0,38
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,6,2,0,0,8
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,19,11,0,0,30
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,10,1,0,0,11
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,2,2,0,4
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,0,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,10,2,0,0,13
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,4,3,0,0,7
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,2,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,0,8,4,0,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-06-01,0,1,8,8,0,0,17
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,2,0,0,3
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,2,0,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,3,0,0,6
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,0,2,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,1,0,0,4
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,0,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,1,0,0,3
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,1,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,0,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,1,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,4,0,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,51,33,0,0,84
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,2,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,0,2,0,0,2
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,1,9,1,0,0,11
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,17,28,0,0,45
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,2,0,0,6
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,1,4,0,0,0,5
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,0,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,28,19,0,0,47
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,1,0,0,5
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,2,0,0,5
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,13,12,0,0,25
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,1,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,2,0,0,3
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,15,10,0,0,25
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,1,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,4,0,0,8
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,2,20,5,0,0,27
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,0,2,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,15,8,0,0,23
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,4,0,0,8
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,11,4,0,0,15
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,7,1,0,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,17,22,9,0,48
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,1,0,0,4
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,4,3,0,0,7
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,4,28,15,0,0,47
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,1,0,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,2,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,11,6,0,0,17
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,3,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,2,1,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,5,1,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,9,2,0,0,11
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,7,3,0,0,10
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,5,0,0,0,5
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,3,1,0,0,4
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,8,6,0,0,14
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-07-01,0,0,7,3,0,0,10
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,5,0,0,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,5,0,0,0,5
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,4,1,0,0,5
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,1,0,0,2
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,0,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,1,2,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,4,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,1,72,40,1,0,114
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,1,0,0,4
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,0,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,17,13,0,0,30
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,3,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,1,13,4,0,0,18
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,1,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,26,26,0,0,52
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,0,0,0,2
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,1,0,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,2,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,22,13,1,0,36
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,0,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,3,0,0,3
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,4,4,0,0,8
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,1,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,1,3,1,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,4,1,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,1,13,7,0,0,21
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,1,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,2,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,11,6,0,0,17
