municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,7,7
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,13,13
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,22,22
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,5,5
ROBORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,12,12
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,3,3
YOCALLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-11-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,15,15
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,8,8
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,67,67
LORETO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,9,9
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,3,3
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,27,27
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
TARVITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2017-12-01,3,3
