municipality,group,variable,month,Diabetes en mayores de 5 años,TOTAL
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,33,33
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,3,3
PUNATA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,3,3
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,5,5
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,5,5
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,3,3
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,1,1
SAN IGNACIO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,10,10
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,2,2
SAN RAMON,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,5,5
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,99,99
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,20,20
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,10,10
TIQUIPAYA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,1,1
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,91,91
VALLEGRANDE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,2,2
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,2,2
WARNES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,18,18
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-08-01,7,7
ASCENCION DE GUARAYOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,5,5
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,10,10
CARANAVI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,4,4
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,39,39
COMARAPA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
CONCEPCION,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,3,3
COTOCA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
CUATRO CAÑADAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
EL ALTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,15,15
GUANAY,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,16,16
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,11,11
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,14,14
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,2,2
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,13,13
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,14,14
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,6,6
PUNATA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
REYES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,6,6
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,4,4
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,4,4
SAN IGNACIO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,9,9
SAN JULIAN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,2,2
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,496,496
SAN RAMON,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,78,78
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,10,10
TARABUCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,21,21
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,15,15
TUPIZA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
VALLEGRANDE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,2,2
VILLA TUNARI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,1,1
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,3,3
WARNES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,7,7
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-09-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,8,8
BUENA VISTA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
CAMARGO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,4,4
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,6,6
CARANAVI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,3,3
CHARAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,4,4
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,55,55
COLCAPIRHUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
EL ALTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,14,14
EL TORNO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,3,3
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,16,16
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,6,6
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,16,16
LLALLAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
MAGDALENA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
MAIRANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,5,5
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,7,7
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,11,11
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,3,3
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,10,10
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,7,7
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,4,4
SAN BORJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,5,5
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,105,105
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,10,10
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,19,19
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,51,51
VALLEGRANDE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,2,2
VIACHA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,3,3
VILLA TUNARI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,1,1
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,3,3
WARNES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,11,11
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-10-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,5,5
BOYUIBE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,4,4
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,11,11
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,69,69
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
COTOCA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
EL ALTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,12,12
EL TORNO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,4,4
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,8,8
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,9,9
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,25,25
LLALLAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
MAGDALENA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,19,19
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,20,20
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,3,3
PUERTO SUAREZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,5,5
PUNATA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,8,8
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
SAN CARLOS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,14,14
SAN JULIAN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,50,50
SANTA ROSA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,12,12
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,19,19
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,11,11
VIACHA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,2,2
VILLA TUNARI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
WARNES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,1,1
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-11-01,4,4
AZURDUY,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
BAURES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
BERMEJO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,5,5
CAMIRI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,10,10
CHARAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
COBIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,7,7
COCHABAMBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,91,91
COROICO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,3,3
COTOCA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
EL ALTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,9,9
EL TORNO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,4,4
GUANAY,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
GUAYARAMERIN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,21,21
LA GUARDIA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,7,7
LA PAZ,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,9,9
LLALLAGUA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
MAIRANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
MINEROS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
MONTEAGUDO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
ORURO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
PORTACHUELO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,23,23
POTOSI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,19,19
PUERTO QUIJARRO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
RIBERALTA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,10,10
ROBORE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
RURRENABAQUE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
SACABA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
SAN BORJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,10,10
SAN JULIAN,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
SAN MATIAS,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
SANTA ANA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,74,74
SUCRE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,15,15
TARIJA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,23,23
TRINIDAD,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,16,16
TUPIZA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,34,34
VALLEGRANDE,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
VIACHA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,5,5
VILLA TUNARI,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,1,1
VILLAZON,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,6,6
VINTO,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,2,2
WARNES,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,15,15
YACUIBA,diagnostico de egreso,diabetes en mayores de 5 anos,2009-12-01,7,7
