municipality,group,variable,month,Otros en menores de 5 años,TOTAL
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,8,8
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-04-01,10,10
TOMINA,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,2,2
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-04-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,151,151
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,21,21
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,7,7
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,12,12
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,30,30
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,12,12
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,4,4
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,7,7
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,63,63
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,3,3
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,14,14
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-04-01,8,8
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,6,6
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,28,28
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,32,32
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,18,18
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,34,34
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,16,16
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,7,7
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-05-01,3,3
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,28,28
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,97,97
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,8,8
COLQUIRI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,10,10
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,64,64
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,90,90
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,48,48
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,620,620
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,16,16
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,6,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,12,12
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,128,128
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,93,93
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,6,6
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,17,17
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,90,90
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,16,16
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,55,55
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,13,13
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,9,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,10,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
SACACA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,10,10
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,17,17
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,100,100
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,7,7
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,12,12
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,2,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,774,774
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
SENA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,3,3
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,195,195
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,164,164
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,12,12
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-05-01,13,13
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-05-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,138,138
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,28,28
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,21,21
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,24,24
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,47,47
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,4,4
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,5,5
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,102,102
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,13,13
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-05-01,3,3
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
APOLO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,19,19
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,24,24
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,4,4
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,25,25
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,29,29
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,5,5
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,24,24
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,5,5
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-06-01,6,6
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,4,4
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,28,28
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,103,103
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
COLQUIRI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,8,8
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,220,220
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,81,81
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,31,31
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,4,4
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,637,637
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,38,38
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,13,13
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,133,133
OCURI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,56,56
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,17,17
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,81,81
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,11,11
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,27,27
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,8,8
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,7,7
SACACA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,6,6
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,6,6
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,57,57
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,15,15
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,11,11
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,715,715
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,174,174
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,163,163
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,4,4
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-06-01,13,13
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,88,88
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,23,23
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,9,9
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,10,10
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,16,16
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2009-06-01,2,2
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,15,15
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,1,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,3,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,78,78
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,13,13
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-06-01,9,9
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,8,8
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,22,22
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,31,31
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,23,23
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,42,42
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,8,8
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,18,18
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,7,7
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,14,14
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,56,56
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,133,133
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,16,16
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,14,14
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,204,204
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,39,39
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,700,700
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,21,21
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,14,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,105,105
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,79,79
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,12,12
PAILON,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,7,7
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,34,34
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,10,10
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,41,41
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,9,9
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,70,70
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,7,7
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,24,24
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,5,5
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,59,59
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,9,9
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,630,630
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,1,1
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,217,217
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,116,116
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-07-01,17,17
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,73,73
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,26,26
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,18,18
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,18,18
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,15,15
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,2,2
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,3,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,42,42
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,9,9
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-07-01,8,8
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,9,9
APOLO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,27,27
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,34,34
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,49,49
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,9,9
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,10,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-08-01,6,6
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,33,33
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,122,122
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,12,12
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,19,19
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,175,175
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,118,118
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,34,34
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,4,4
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,5,5
INGAVI (HUMAITA),diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,611,611
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,19,19
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,14,14
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,10,10
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,23,23
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,101,101
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,60,60
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,20,20
PAILON,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,2,2
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,79,79
PUERTO QUIJARRO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,19,19
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,9,9
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,47,47
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,6,6
REYES,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,9,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,11,11
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,34,34
SACACA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,6,6
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,13,13
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,61,61
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,767,767
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,4,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,218,218
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
