municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,6,6
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,7,7
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,24,24
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,5,5
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,11,11
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,5,5
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,19,19
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,32,32
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,5,5
SAN LORENZO(PND),diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,6,6
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,11,11
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,440,440
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,61,61
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,3,3
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,15,15
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,10,10
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,36,36
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,3,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,3,3
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,1,1
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,29,29
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,3,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,4,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,10,10
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,6,6
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,19,19
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-04-01,2,2
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,5,5
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,20,20
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,11,11
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,6,6
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,7,7
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,6,6
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,186,186
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,5,5
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,68,68
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,5,5
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,72,72
FILADELFIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,22,22
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,7,7
JESUS DE MACHACA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,16,16
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,93,93
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,16,16
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,5,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,59,59
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,76,76
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,8,8
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
POROMA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,5,5
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,83,83
PUERTO ACOSTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,13,13
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,18,18
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,15,15
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,20,20
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,6,6
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,26,26
SACABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,13,13
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,16,16
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,25,25
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,19,19
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,6,6
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,35,35
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,598,598
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,1,1
SICA SICA (VILLA AROMA),diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,80,80
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,4,4
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,31,31
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,18,18
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,20,20
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,42,42
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,15,15
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,3,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,52,52
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,8,8
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,11,11
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,13,13
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,12,12
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-05-01,18,18
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,21,21
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,5,5
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,11,11
CARIPUYO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,5,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,6,6
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,153,153
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,124,124
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,15,15
EXALTACION,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,12,12
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,13,13
IXIAMAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,15,15
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,19,19
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,159,159
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,30,30
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,108,108
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,43,43
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,69,69
PRESTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
PUERTO ACOSTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,12,12
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,10,10
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,11,11
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,25,25
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,19,19
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,11,11
SACABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAIPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,6,6
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,16,16
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,17,17
SAN JAVIER(BNI),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,19,19
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,24,24
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,968,968
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SICA SICA (VILLA AROMA),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,64,64
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,6,6
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,54,54
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,30,30
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,65,65
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,5,5
TURCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,2,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,3,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,4,4
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,52,52
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,8,8
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,7,7
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,5,5
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,24,24
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,35,35
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-06-01,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,33,33
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,25,25
CARACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,15,15
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,12,12
CHACARILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,5,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,4,4
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,16,16
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,102,102
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,8,8
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,69,69
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,9,9
EL VILLAR,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,73,73
FILADELFIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,22,22
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
ICHOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,11,11
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,30,30
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,109,109
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,10,10
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,11,11
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,85,85
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,35,35
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,4,4
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,6,6
POSTRER VALLE,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,19,19
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,131,131
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,4,4
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,9,9
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,8,8
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,6,6
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,4,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,24,24
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,14,14
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,6,6
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,19,19
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,16,16
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,14,14
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,21,21
SAN LORENZO(PND),diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,22,22
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,40,40
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,367,367
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,54,54
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,28,28
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,3,3
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,18,18
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
