,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,46,42,9,7,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,7,5,0,1,13
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,25,29,5,0,59
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,32,31,14,14,91
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,5,0,0,0,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,89,106,1,2,198
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,3,2,1,1,7
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,65,77,9,5,156
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,1,1,1,0,3
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,1,1,0,0,2
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,34,36,9,4,83
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,6,3,1,2,12
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,2,3,0,1,6
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,1,2,0,4,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-02-01,6,4,4,1,15
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,2,2,10
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,17,6,5,45
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,19,21,0,1,41
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,14,12,15,5,46
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,2,2,1,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,1,1,1,6
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,3,0,1,6
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,1,1,0,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,4,4,1,10
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,3,3,5,20
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,1,2,1,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,4,5,1,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,15,8,2,42
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,9,6,1,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,25,22,0,2,49
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,5,0,3,13
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,5,0,0,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,1,0,2,6
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,6,2,1,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,11,3,7,33
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,3,6,5,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,6,2,0,17
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,4,1,0,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,3,4,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,33,27,1,4,65
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,21,14,6,10,51
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,2,1,3
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,5,0,0,5
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,3,0,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,7,1,2,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,15,3,6,40
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,5,0,0,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,7,1,2,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,14,0,0,25
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,4,2,0,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,7,1,1,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,25,28,1,3,57
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,24,20,3,0,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,8,1,0,16
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,12,0,0,17
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,37,29,2,2,70
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,1,1,2
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,14,10,2,1,27
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,1,0,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,7,6,5,24
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,1,0,0,4
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,19,26,4,6,55
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,5,0,2,13
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,11,15,15,57
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,9,1,2,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,31,20,4,1,56
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,0,0,6
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,3,0,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,20,13,0,1,34
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,1,0,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,1,1,3,8
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,2,1,11
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,18,16,4,4,42
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,57,43,6,4,110
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,8,4,8,4,24
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,591,586,8,5,1190
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,30,30,3,0,63
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,4,1,0,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,3,0,0,6
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,17,0,0,34
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,4,0,1,9
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,24,12,11,9,56
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,8,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,7,7,2,19
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,14,2,2,35
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,14,20,4,4,42
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,8,2,1,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,12,0,0,28
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,0,1,7
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,15,1,0,28
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,0,0,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,13,3,0,27
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,54,57,0,2,113
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,15,1,3,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,2,0,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,0,2,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,7,2,5,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,0,0,2
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,2,1,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,575,561,165,154,1455
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,2,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,4,6,0,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,5,0,2,13
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,56,51,5,1,113
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,1,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,18,14,1,5,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,22,20,7,6,55
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,1,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,0,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,1,0,5
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,2,0,2,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,8,7,2,0,17
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,4,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,10,0,1,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,0,4,8
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,10,2,2,24
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,4,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,32,23,3,1,59
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,16,3,3,38
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,2,1,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,0,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,14,4,6,28
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,5,0,0,7
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,2,1,1,4
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,0,1,2,7
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,2,2,6
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,5,3,3,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,0,0,6
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,9,3,0,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,9,2,3,24
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,8,9,0,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,8,4,0,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,29,30,2,2,63
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,100,98,4,3,205
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,547,564,7,2,1120
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,1,2,11
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,11,0,3,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,19,19,17,19,74
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,2,0,0,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,1,0,0,5
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,6,2,2,16
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,0,0,3
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,3,0,0,7
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,15,0,0,22
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,11,0,0,22
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,1,1,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,26,0,0,36
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,13,6,3,0,22
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,19,0,0,35
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,20,7,4,43
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,4,5,2,20
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,1,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,15,20,1,1,37
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,86,79,9,2,176
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,9,2,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,3,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,3,0,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,4,5,5,21
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,11,1,2,21
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,0,1,3
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,242,236,8,11,497
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,16,7,1,0,24
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,13,1,0,20
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,3,4,11
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,10,6,7,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,22,2,3,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,1,1,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,8,3,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,1,0,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,2,0,0,6
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,24,6,6,47
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,2,0,0,4
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,3,1,1,6
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,5,7,9,32
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,4,5,1,14
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,9,10,1,1,21
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,2,2,1,11
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,13,6,2,0,21
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,4,4,8,26
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,7,1,1,13
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,17,9,4,1,31
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,5,3,4,19
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,201,246,25,38,510
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,5,4,1,2,12
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,12,10,8,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,0,1,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,4,3,3,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,2,3,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,1,2,1,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,26,11,0,0,37
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,6,0,2,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,8,3,8,4,23
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,48,48,3,2,101
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,5,5,3,15
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,21,29,4,5,59
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,77,84,41,58,260
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,6,3,0,0,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,4,0,2,13
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,5,3,5,20
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,10,8,0,0,18
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,93,113,20,15,241
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,12,16,0,0,28
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,14,20,1,3,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,3,0,0,4
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,111,91,25,23,250
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,0,0,1,2
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,14,9,5,3,31
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,5,1,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,7,3,18
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,4,0,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,18,8,0,0,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,2,1,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,1,1,1,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,0,2,1,2,5
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,4,0,2,17
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,36,28,4,3,71
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,3,5,2,1,11
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,13,17,0,0,30
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,29,18,2,2,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,75,74,9,10,168
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,2,4,6,16
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,11,13,0,0,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,4,0,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,19,15,19,18,71
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,7,7,0,2,16
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,41,36,9,6,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-03-01,4,3,7,5,19
