,group,variable,month,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS FUERA,ANTINEUMOCÓCICA 1RA DOSIS FUERA,TOTALES
YACO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,5,3,0,1,9
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,65,67,8,9,149
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,1,1,0,1,3
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,4,0,0,0,4
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,21,31,14,8,74
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,5,10,1,1,17
YOTALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,4,2,0,1,7
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,1,0,2,1,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-02-01,3,5,0,3,11
ACACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,0,1,2,6
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,14,9,9,43
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,24,20,0,1,45
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,14,5,4,35
ALALAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,1,0,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,1,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,6,1,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,1,2,9
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,1,0,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,0,1,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,2,3,4,12
APOLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,10,6,2,28
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,0,4,2,6
ARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,5,3,2,14
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,16,10,2,5,33
ARQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,3,3,3,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,25,23,1,2,51
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,6,3,2,15
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,2,0,0,6
AYATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,1,1,1,5
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,4,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,9,5,6,30
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,3,5,3,17
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,7,0,1,16
BAURES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,4,0,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,2,1,5
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,0,5,1,10
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,32,33,2,3,70
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,17,6,7,45
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,1,1,3
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,0,1,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,8,0,0,12
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,2,2,2,16
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,14,2,4,32
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,4,1,0,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,7,1,1,14
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,14,0,0,19
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,0,2,0,2
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,5,1,1,12
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,11,1,1,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,29,23,1,3,56
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,9,16,0,0,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,0,1,3,9
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,12,0,1,20
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,35,38,4,1,78
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,15,0,0,29
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,0,4
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,6,1,3,16
CATACORA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,19,19,7,11,56
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,1,0,7
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,17,5,4,40
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,7,2,2,16
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,20,16,2,1,39
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,15,1,0,29
CHUMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,2,1,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,5,1,5,15
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,8,6,2,20
CLIZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,13,2,1,27
COBIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,64,37,12,12,125
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,3,8,5,23
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,608,656,0,1,1265
COIPASA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,23,17,2,1,43
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,10,0,3,20
COLLANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,0,4
COLOMI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,17,2,1,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,5,2,0,17
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,23,23,24,14,84
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,5,0,0,7
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,11,2,6,32
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,1,5
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,20,17,1,1,39
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,17,13,5,2,37
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,5,2,1,18
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,12,0,0,24
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,4,1,2,11
COROICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,13,2,1,30
CORQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,2,1,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,18,10,3,0,31
COTOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,81,69,3,1,154
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,18,2,2,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,3,1,1,7
CUEVO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,1,1,4
CULPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,7,2,5,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,1,0,3
CURVA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,0,0,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,3,0,1,10
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,628,609,187,194,1618
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,0,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,7,0,3,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,2,1,2,11
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,39,47,1,4,91
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,1,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,8,1,2,26
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,26,28,2,2,58
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,3,0,1,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,1,1,1,5
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,3,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,8,0,0,19
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,0,6,10,20
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,14,0,2,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,3,2,3,9
GUANAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,9,3,3,28
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,1,2,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,32,26,1,1,60
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,13,0,3,24
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,4,1,2,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,0,3,0,5
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,8,5,3,31
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,6,0,0,8
HUARINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,2,0,0,5
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,1,2,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,3,3,1,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,0,0,2,7
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,5,4,2,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,5,0,0,9
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,2,2,3,10
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,13,0,1,17
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,10,1,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,8,0,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,38,31,3,4,76
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,102,122,4,1,229
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,544,527,4,1,1076
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,0,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,3,2,2,15
LAJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,12,1,0,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,2,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,22,32,22,90
LLICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,0,0,6
LORETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,6,1,3,11
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,2,0,2,10
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,3,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,12,1,1,24
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,8,1,0,20
MALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,0,1,2
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,18,16,0,0,34
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,3,2,1,19
MINEROS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,17,24,0,0,41
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,10,3,3,31
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,1,4,1,13
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,2,0,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,13,14,0,1,28
MONTERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,102,81,5,2,190
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,3,4
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,1,1,6,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,3,3,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,0,1,0,1
OCURI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,9,4,0,16
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,13,0,2,26
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,5,2,1,13
ORURO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,259,236,13,9,517
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,7,0,0,14
PADILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,6,0,1,9
PAILON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,26,20,5,5,56
PALCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,15,4,2,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,25,25,1,5,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,5,1,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,4,0,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,20,16,4,3,43
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,1,0,2
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,1,0,5
POCOATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,5,8,6,29
POCONA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,5,4,3,17
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,13,0,1,25
POOPO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,3,0,0,5
PORCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,7,4,3,22
POROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,7,6,8,28
PORONGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,4,0,0,15
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,20,15,1,0,36
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,5,3,0,14
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,1,0,0,3
POTOSI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,179,199,34,37,449
PRESTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,3,2,1,9
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,26,14,5,4,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,5,3,3,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,3,1,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,2,3,5,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,2,1,5,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,25,13,0,0,38
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,6,1,0,1,8
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,11,3,6,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,67,58,1,2,128
PUNA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,3,6,7,23
PUNATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,19,24,3,4,50
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,0,1,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,98,86,60,55,299
QUIME,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,4,0,0,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,11,5,0,1,17
RAVELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,9,5,4,4,22
REYES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,9,8,0,0,17
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,121,119,10,10,260
ROBORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,13,1,1,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,14,10,2,0,26
SABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,0,0,1,5
SACABA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,108,90,18,24,240
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,2,0,0,4
SACACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,16,4,7,7,34
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,1,2,1,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,6,1,8,19
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,2,6,1,1,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,12,11,0,2,25
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,1,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,1,0,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,4,2,2,12
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,8,7,6,4,25
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,55,45,6,1,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,7,9,2,2,20
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,17,14,1,1,33
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,24,17,9,10,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,65,67,16,8,156
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,10,0,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,19,13,24,17,73
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,4,2,0,1,7
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,39,46,6,7,98
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,1,3,11,6,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,21,1,1,38
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,21,11,5,5,42
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,15,25,2,1,43
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,9,9,3,2,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,10,14,0,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,17,17,8,12,54
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2019-03-01,5,7,0,1,13
