,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,2,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,2,2,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,3,6,6,24
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,0,0,0,1
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,4,0,1,13
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,10,4,5,12,31
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,2,6,5,19
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,7,1,0,11
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,8,1,1,15
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,9,4,1,22
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,4,4,6,23
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,7,1,0,16
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,14,14,1,1,30
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,2,1,9,14
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,199,182,26,29,436
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,4,0,2,10
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,17,19,3,6,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,2,2,1,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,3,3,5,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,2,1,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,1,0,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,12,18,1,1,32
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,5,1,2,15
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,2,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,5,11,9,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,47,41,1,2,91
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,6,7,8,26
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,18,16,3,3,40
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,2,0,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,51,56,40,49,196
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,4,1,0,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,1,0,1,4
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,5,0,1,10
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,7,4,3,18
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,5,0,0,10
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,87,92,18,20,217
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,7,1,0,15
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,11,20,3,1,35
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,3,0,1,5
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,112,92,35,39,278
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,2,0,2,10
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,7,5,6,25
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,10,3,3,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,4,0,5,13
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,8,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,0,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,10,11,0,0,21
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,1,1,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,2,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,1,4,1,8
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,3,0,0,9
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,46,33,2,2,83
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,5,1,3,17
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,22,15,0,1,38
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,22,17,8,2,49
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,53,42,7,10,112
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,1,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,14,0,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,8,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,12,16,20,18,66
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,6,2,0,12
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,33,40,12,5,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,2,8,11,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,19,2,4,46
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,16,12,14,63
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,13,8,0,0,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,10,4,2,6,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,4,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,14,10,0,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,22,22,5,5,54
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,2,0,1,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,4,0,1,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,0,0,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,5,0,0,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,1,1,2,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,12,6,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,14,0,1,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1273,1210,76,83,2642
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,10,6,0,1,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,12,20,0,2,34
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,1,1,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,0,0,0,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,4,1,3,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,2,0,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,3,3,4,19
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,1,4,2,9
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,1,3,2,13
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,8,1,1,19
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,13,3,4,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,11,7,2,5,25
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,4,0,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,25,2,1,49
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,2,4,1,7
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,3,1,1,10
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,13,7,3,2,25
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,247,238,3,2,490
TACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,0,1,0,3
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,1,0,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,1,4,3,10
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,1,5,0,7
TAHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,21,14,4,6,45
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,7,1,3,17
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,1,1,1,6
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,10,6,0,0,16
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,170,174,9,9,362
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,4,5,7,18
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,7,1,0,16
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,7,0,1,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,3,13,7,24
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,7,1,1,18
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,35,23,9,21,88
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,16,5,4,13,38
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,2,2,0,9
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,3,0,2,9
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,8,0,0,10
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,4,4,3,19
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,7,3,0,1,11
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,3,6,6,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,13,3,4,29
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,3,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,0,0,1,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,126,97,1,4,228
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,27,32,4,7,70
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,1,0,0,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,1,1,3,9
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,22,12,1,3,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,17,5,3,3,28
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,2,0,0,10
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,24,22,1,3,50
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,6,4,2,1,13
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,8,11,0,0,19
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,34,51,9,7,101
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,4,2,3,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,12,12,1,6,31
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,33,54,3,2,92
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,0,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,9,12,3,1,25
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,4,3,2,13
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,57,60,3,3,123
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,4,2,0,11
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,31,26,3,1,61
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,24,17,14,11,66
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,5,1,1,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,0,0,0,3
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,99,112,1,3,215
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,2,5,0,2,9
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,85,76,5,9,175
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,5,5,0,1,11
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,3,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,31,42,16,14,103
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,3,3,0,1,7
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,4,2,0,1,7
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,2,1,0,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-03-01,1,3,1,0,5
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,3,0,0,5
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,13,7,4,33
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,12,9,0,0,21
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,9,4,4,26
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,3,1,0,6
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,1,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,5,4,0,0,9
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,5,6,2,1,14
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,0,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,2,1,2,8
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,9,6,6,30
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,1,3,1,5
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,4,2,0,8
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,11,11,6,5,33
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,2,3,6,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,11,21,12,11,55
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,5,4,3,4,16
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,4,4,0,0,8
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,2,1,1,5
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,4,1,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,7,8,9,7,31
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,5,8,3,6,22
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,8,11,1,1,21
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,1,1,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,1,1,1,3
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,25,26,0,2,53
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,22,18,9,8,57
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,1,2,0,6
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,1,2,5,9
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,7,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,2,1,4,16
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,18,22,7,7,54
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,4,5,2,3,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,7,1,1,11
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,6,1,0,1,8
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,0,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,5,1,0,9
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,9,4,6,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,0,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,24,24,0,3,51
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,10,17,0,2,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,2,0,2,6
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,8,6,6,4,24
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,36,20,2,4,62
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,1,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,11,11,4,2,28
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,2,3,1,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,6,6,2,16
CATACORA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,2,1,0,4
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,0,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,18,11,2,3,34
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,8,7,0,3,18
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,11,5,5,7,28
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,2,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,6,4,5,2,17
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,19,18,2,2,41
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,1,0,2,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,3,0,2,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,11,14,10,7,42
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,5,3,3,2,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,1,3,2,9
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,4,5,8,6,23
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,15,15,3,2,35
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,27,35,24,13,99
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,8,6,4,12,30
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,544,511,3,4,1062
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,37,38,3,0,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,13,5,2,0,20
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,17,11,2,2,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,5,1,1,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,17,19,13,15,64
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,6,9,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,12,3,2,20
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,20,20,2,0,42
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,1,0,1,1,3
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,13,16,10,5,44
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,3,0,4,9
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,8,12,0,0,20
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,2,2,2,0,6
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,12,3,6,2,23
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,4,1,1,0,6
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,10,10,6,5,31
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,43,50,7,24,124
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,12,14,10,11,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,0,0,1,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,3,0,0,1,4
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,9,7,3,1,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2019-04-01,0,2,0,0,2
