,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,23,21,9,14,67
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,35,25,1,0,61
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,18,22,20,19,79
ALALAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,4,3,3,13
ALCALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,2,3,2,12
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,19,21,4,3,47
ANCORAIMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,15,4,4,32
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,3,2,1,7
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,6,2,2,11
ANZALDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,3,14,10,30
APOLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,23,16,15,12,66
ARAMPAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,3,5,6,17
ARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,10,11,6,37
ARBIETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,46,36,19,23,124
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,26,21,19,31,97
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,70,54,0,0,124
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,9,18,15,50
AUCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,10,1,5,25
AYATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,9,5,9,32
AYO AYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,16,12,1,1,30
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,37,49,38,24,148
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,21,13,15,26,75
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,20,26,4,10,60
BAURES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,11,13,6,3,33
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,1,3,3,9
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,49,38,3,6,96
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,42,46,25,30,143
BOLIVAR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,5,9,7,26
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,1,1,3,5
BOYUIBE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,10,0,1,14
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,33,33,5,7,78
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,27,23,16,14,80
CAIROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,19,18,2,12,51
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,12,10,6,3,31
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,13,19,2,1,35
CALACOTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,0,2,5,9
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,10,3,1,31
CAMARGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,20,19,6,9,54
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,1,4,1,8
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,62,73,12,8,155
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,34,33,18,25,110
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,6,6,10,5,27
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,8,11,17,51
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,57,46,23,26,152
CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,1,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,18,24,19,83
CARIPUYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,13,6,8,37
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,6,16,17,44
CATACORA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,2,2,3,11
CHACARILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,2,1,0,5
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,19,20,6,8,53
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,20,5,6,46
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,33,29,39,45,146
CHARAÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,1,0,1,5
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,18,19,16,32,85
CHIMORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,78,57,17,7,159
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,2,2,3,7
CHOQUE COTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,2,0,1,4
CHUA COCANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,5,7,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,16,17,2,5,40
CHUMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,13,11,7,41
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,8,19,9,44
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,14,30,19,80
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,39,40,11,7,97
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,81,80,16,9,186
COCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,26,19,32,28,105
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,993,1073,71,63,2200
COIPASA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,1,0,2,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,21,20,2,0,43
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,24,13,7,4,48
COLLANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,7,6,4,19
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,28,30,6,5,69
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,11,11,2,5,29
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,58,46,55,39,198
COLQUENCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,12,0,0,17
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,25,15,12,8,60
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,3,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,28,39,3,5,75
COMBAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,3,2,5
CONCEPCION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,38,32,21,17,108
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,7,3,7,25
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,15,15,16,60
CORO CORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,4,8,1,22
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,8,11,14,48
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,4,7,5,24
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,37,36,31,14,118
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,117,105,30,25,277
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,43,45,1,5,94
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,5,1,3,14
CUEVO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,3,0,0,6
CULPINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,31,27,18,14,90
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,1,0,0,3
CURVA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,1,5,2,16
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,6,0,0,14
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,866,901,332,343,2442
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,6,3,3,1,13
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,5,7,6,32
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,12,15,9,11,47
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,143,152,12,18,325
EL VILLAR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,5,1,0,11
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,16,27,16,29,88
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,48,58,26,21,153
ESCARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,6,3,0,0,9
ESMERALDA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,1,1,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,6,0,0,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,4,4,2,15
EXALTACION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,26,21,12,20,79
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,6,9,7,26
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,25,39,8,12,84
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,14,9,8,39
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,13,4,11,43
GUAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,7,6,5,8,26
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,91,61,23,32,207
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,25,12,10,69
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,10,5,3,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,1,5,2,10
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,10,20,18,50
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,4,2,1,15
HUARINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,5,4,0,12
HUATAJATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,1,0,3,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,2,1,0,7
HUMANATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,6,4,0,3,13
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,6,8,1,23
ICLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,4,6,6,30
INCAHUASI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,25,21,14,12,72
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,2,0,0,11
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,12,5,11,2,30
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,17,15,11,58
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,15,18,5,2,40
JESUS DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,14,1,3,35
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,37,59,11,15,122
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,247,266,12,11,536
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,583,534,68,36,1221
LAGUNILLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,12,1,9,12,34
LAJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,30,25,1,1,57
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,3,2,1,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,55,50,71,77,253
LLICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,0,0,0,2
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,13,10,4,37
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,4,1,1,7
MACHARETI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,6,3,2,16
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,23,14,1,1,39
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,19,2,1,39
MALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,2,4,7,16
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,24,27,3,3,57
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,28,20,7,3,58
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,42,39,13,12,106
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,25,27,9,11,72
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,8,5,5,32
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,11,10,2,3,26
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,77,54,5,11,147
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,180,169,18,23,390
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,1,6,0,1,8
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,6,15,9,38
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,3,1,2,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,2,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,0,4,7,13
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,20,14,18,21,73
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,28,2,6,58
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,7,7,10,33
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,326,330,49,40,745
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,11,20,20,73
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,15,6,5,43
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,43,38,27,28,136
PALCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,19,8,8,49
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,37,30,12,10,89
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,2,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,19,25,4,1,49
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,7,2,2,1,12
PASORAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,7,2,5,4,18
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,8,6,4,27
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,2,1,2,7
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,5,2,3,20
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,17,18,15,20,70
POCONA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,12,26,16,68
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,10,8,6,34
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,2,1,2,9
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,23,18,5,3,49
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,22,20,19,83
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,13,10,9,4,36
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,45,42,1,0,88
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,8,6,11,5,30
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,291,308,78,73,750
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,16,4,3,32
PUCARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,4,0,0,6
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,35,42,23,22,122
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,5,8,6,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,7,8,3,9,27
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,3,3,6,11,23
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,2,5,4,1,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,19,23,11,21,74
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,7,7,2,2,18
PUERTO SILES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,0,0,2,1,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,9,6,46,37,98
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,114,110,46,47,317
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,18,17,19,26,80
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,22,21,10,15,68
QUIABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,5,2,1,0,8
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,87,91,64,73,315
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,10,10,3,3,26
QUIRUSILLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,4,1,1,1,7
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,14,20,3,2,39
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2019-05-01,18,21,21,21,81
