,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,5,3,8
LAGUNILLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,1,3
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,3,4,7
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,2,2
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,0,2
SAIPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,4,0,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,2,3
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,15,14,29
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,1,0,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,2,1,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,3,4,7
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-06-01,3,1,4
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,2,5
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
DESAGUADERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,4,6,10
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,2,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,1,4
LAJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,6,3,9
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,5,1,6
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,2,1,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,0,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,22,18,40
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,3,4
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,2,5
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,3,1,4
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-07-01,1,0,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
CALAMARCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,0,2
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,2,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,3,1,4
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,4,0,4
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,3,4,7
EL PUENTE(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,3,2,5
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,3,5
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,3,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,2,4
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,6,4,10
POROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,0,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,4,1,5
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,1,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,1,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,2,3
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,25,18,43
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,2,3
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,1,2
UNCIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,3,1,4
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,2,0,2
VITICHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,1,2,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,5,4,9
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-08-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,0,1,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,2,4
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,1,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,4,6
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,3,5
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,1,3
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,4,6
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,1,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
MAGDALENA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,4,1,5
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,2,3
PALCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
POCONA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,2,3
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,3,8,11
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,3,0,3
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,2,3
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,19,19,38
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,3,1,4
TAHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,0,1,1
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,3,0,3
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,0,3,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,2,3
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-09-01,1,4,5
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,2,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,7,9,16
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,7,6,13
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,2,3
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
MAIRANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,3,5,8
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
OMEREQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,2,2
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,4,3,7
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
RAQAYPAMPA(ETA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,2,1,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,4,3,7
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,16,20,36
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
SENA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,2,0,2
TACACOMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,1,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
TOLATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
VILLA SERRANO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,3,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,15,9,24
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,0,2,2
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-10-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,2,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,3,0,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,5,2,7
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,2,1,3
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,3,0,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,2,1,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,2,3
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,1,2
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,3,4
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,3,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,5,1,6
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,3,3
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,4,0,4
SAN MATIAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,21,12,33
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,3,3,6
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,2,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,2,4,6
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-11-01,1,0,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,1,2
CAIROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
