,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,10,10,20
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,16,24
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,1,3
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,4,6
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,5,1,6
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,6,3,9
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,3,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,668,556,1224
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,1,3
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,5,12,17
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,11,8,19
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,1,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,4,1,5
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,0,2
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,2,2
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,20,12,32
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,0,2
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,9,19,28
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,6,8
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,10,3,13
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,4,6,10
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,196,203,399
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,0,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,1,2
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,2,4
TAHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,2,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,6,8
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,11,19
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,4,3,7
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,96,72,168
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,12,20
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,2,10
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,6,10,16
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,10,6,16
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,13,14,27
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,1,3
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,1,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,3,6,9
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,1,2
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,4,5
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,3,11
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,8,16
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,4,3,7
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,5,3,8
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,54,33,87
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,44,19,63
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,3,3,6
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,13,7,20
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,4,6
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,1,2
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,3,4
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,2,4
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,9,13,22
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,16,18,34
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,3,3
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,4,8,12
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,30,15,45
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,5,7
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,45,50,95
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,6,9,15
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,26,27,53
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,8,5,13
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,0,3,3
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,1,0,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,55,70,125
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,56,61,117
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,7,9
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,2,4
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,85,68,153
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,7,0,7
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,2,3,5
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,3,5,8
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-03-01,9,4,13
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,2,6
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,5,15
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,10,14
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,2,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,8,16
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,2,2
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,5,9
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,4,7
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,5,15
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,3,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,9,17
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,15,10,25
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,3,5
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,3,4
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,0,3
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,9,17
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,13,7,20
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,4,8
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,0,4
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,25,9,34
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,11,14,25
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,6,10
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,3,3
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,1,5
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,17,26
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,19,9,28
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,6,11
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,11,16
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,46,38,84
CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,2,2
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,11,18
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
CATACORA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,11,9,20
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,3,5
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,6,14
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,3,7
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,16,6,22
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,19,6,25
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,5,7
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,61,33,94
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,3,8
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,215,257,472
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,23,24,47
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,3,6
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,2,7
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,5,11
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,10,19
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,5,10
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,0,2
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,18,6,24
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,3,9
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,12,9,21
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,7,8
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,15,17,32
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,38,28,66
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,11,8,19
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,14,23,37
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,14,3,17
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,281,273,554
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,5,7
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,0,4
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,9,13
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,24,30,54
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,4,5
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,3,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,28,24,52
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,2,5
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,6,9
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,3,10
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,0,3
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,3,13
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,32,16,48
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,3,6
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,2,5
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,35,7,42
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,6,7
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,5,15
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,1,8
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,8,13
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,23,11,34
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,69,69,138
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,311,314,625
LA RIVERA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,2,5
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,37,20,57
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,3,7
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,0,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,5,6
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,13,4,17
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,14,10,24
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,12,6,18
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,9,14
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,15,25
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,96,100,196
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,8,10
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,8,15
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,2,8
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,149,160,309
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,5,9
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,5,15
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,6,16
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,11,13
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,19,19,38
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,4,4
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,0,5
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,2,5
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,4,8
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,4,9
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,2,10
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,1,5
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,17,24
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,8,14
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,19,11,30
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,113,53,166
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,3,9
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,2,2
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,5,11
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,12,11,23
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,2,5
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,3,12
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,38,40,78
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,8,15
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,16,25
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,72,70,142
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,1,4
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,3,7
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,7,12
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,49,40,89
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,5,12
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,12,12,24
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,2,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,56,56,112
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,7,12
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,5,9
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,1,2
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,0,4
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,2,4
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,4,8
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,13,4,17
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,2,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,13,21,34
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,10,7,17
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,22,12,34
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,4,13
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,18,14,32
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,1,5
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,36,26,62
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,7,8,15
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,16,14,30
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,3,5
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,3,7
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,6,11,17
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,4,14,18
SAN PEDRO DE QUEMES,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,1,3
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,5,4,9
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,3,5,8
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,658,646,1304
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,8,5,13
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,9,5,14
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2018-04-01,1,3,4
