,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,9,6,15
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,4,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,2,4
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
FILADELFIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,2,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,4,3,7
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
MAGDALENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,11,2,13
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,4,3,7
RAVELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,2,2
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,0,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,2,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,47,34,81
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
SORACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,3,5
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,4,1,5
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,6,1,7
VALLEGRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,7,1,8
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,1,3
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-05-01,2,3,5
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,1,3
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,6,7,13
CHAQUI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,7,2,9
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,2,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,1,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,4,0,4
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,10,3,13
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,3,0,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,5,3,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,3,3,6
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,1,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,7,0,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
PAILON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,6,2,8
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
QUIABAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,4,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,2,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,4,1,5
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,3,0,3
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,3,5
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,49,35,84
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,5,0,5
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,5,4,9
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,2,3
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,5,2,7
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,3,3,6
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-06-01,1,0,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,6,4,10
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,8,11
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,0,2
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,0,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,2,5
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,6,1,7
EL CHORO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,4,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,6,1,7
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,6,0,6
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,1,4
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,4,0,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,5,1,6
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,4,7
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,41,24,65
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,7,1,8
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,2,5
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,2,1,3
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,3,1,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,1,1,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-07-01,6,0,6
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
ARQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,1,3
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,2,3
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,1,3
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,7,10
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,4,0,4
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,0,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,6,2,8
COLOMI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,4,4
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,9,3,12
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,1,2
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,0,3
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,4,7
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,4,8,12
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,9,5,14
MOROCHATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,6,3,9
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
POCONA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
PORCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
PORVENIR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,0,3
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,5,3,8
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,6,0,6
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,1,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,55,27,82
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,1,3
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,3,4
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,4,3,7
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,3,2,5
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,0,2
UMALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,3,4
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,4,6
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,5,4,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,2,1,3
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,2,0,2
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,1,1
ARQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,4,2,6
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,1,1
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,7,5,12
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,4,1,5
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,9,2,11
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,2,3
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,3,1,4
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,1,2
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,5,2,7
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,3,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,4,4,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,3,5,8
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,2,0,2
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,7,3,10
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,1,0,1
PAZÑA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2018-09-01,0,1,1
