,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
ICHOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,2,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,21,12,33
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,1,2
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
PUERTO ACOSTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,5,2,7
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,15,6,21
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,3,3,6
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,3,3
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,2,2,4
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,12,12,24
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,0,3,3
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,2,0,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,2,0,2
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,14,9,23
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,25,18,43
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,3,0,3
LORETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,3,1,4
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,3,4
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,1,2
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,8,8,16
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,1,2
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,3,2,5
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-10-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,2,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,35,6,41
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,2,0,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,14,6,20
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,11,5,16
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,7,1,8
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,14,7,21
SANTIVAÑES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,2,1,3
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,2,3
TIAWANACU,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,4,5
VILLA RIVERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,2,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,2,2
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-11-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,2,0,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,2,3
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,20,9,29
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,11,4,15
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,17,15,32
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,4,2,6
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
PAMPA AULLAGAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
POOPO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,3,1,4
SAN JAVIER(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,16,4,20
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,1,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,3,4
TOLATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,3,0,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,1,2
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-12-01,1,0,1
