,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,107,50,157
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,2,0,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,6,2,8
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,2,0,2
TARACO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,3,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,2,3
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,2,0,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,6,3,9
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,7,4,11
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,1,2,3
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,8,1,9
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,9,3,12
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,2,1,3
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,2,2
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,2,2
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,1,2
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,1,3
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,2,3
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,4,5
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,6,3,9
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,17,15,32
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,1,4
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,2,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,3,5
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,2,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,26,17,43
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,3,6
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,8,7,15
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,24,16,40
LAS CARRERAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,12,7,19
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,12,7,19
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,4,0,4
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,96,18,114
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,11,1,12
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,4,6,10
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,6,1,7
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,7,3,10
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,110,62,172
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,14,4,18
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,4,2,6
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,2,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,2,3
TOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,0,1
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,8,5,13
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,3,0,3
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,2,0,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,2,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,3,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,6,1,7
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,5,6,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,10,3,13
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-04-01,5,3,8
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,1,3
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,2,5
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
CALACOTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,2,3
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,6,4,10
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,2,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,20,14,34
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,1,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,2,3
CORQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,3,6
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,28,27,55
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,0,3
EL VILLAR,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,1,5
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,2,5
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,3,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,30,22,52
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,1,2
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,0,3
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,1,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,14,6,20
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,8,4,12
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,2,4
POCONA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,113,23,136
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,3,7
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,2,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,4,8
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,5,3,8
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,1,4
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,0,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,3,4
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,0,3
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,89,55,144
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,1,3
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,0,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,2,2
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,6,3,9
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,5,9
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,1,3
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,1,3
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,7,3,10
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,2,4
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,1,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,8,2,10
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,0,1,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,3,2,5
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,2,7,9
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,8,3,11
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,2,3
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,4,1,5
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,2,4
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,0,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,21,19,40
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
"COLCHA ""K""",tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,2,2
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,2,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,2,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,5,0,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,1,3
DESAGUADERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,26,16,42
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,4,4,8
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,1,4
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,0,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,2,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,4,2,6
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,33,16,49
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,0,3
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,11,2,13
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,11,2,13
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
