,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,7,3,10
COCAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,18,11,29
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,1,4
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,2,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,0,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,0,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,2,2
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,18,11,29
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,3,6
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,6,9,15
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,11,13,24
LAS CARRERAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
LURIBAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,1,4
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,11,8,19
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,11,11,22
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,4,1,5
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
PORCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,7,1,8
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,2,4
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,11,1,12
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,6,9
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,4,1,5
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,4,0,4
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,7,3,10
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,0,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,115,56,171
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,13,4,17
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,5,0,5
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,2,3
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
TOLATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,4,2,6
TUPIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,3,4
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,7,3,10
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,9,5,14
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,7,3,10
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,1,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,4,7
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,1,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,19,16,35
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,2,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,3,6
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,33,23,56
EL CHORO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
EL VILLAR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,2,5
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,2,5
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,4,5
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,14,11,25
LAGUNILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,1,2
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,0,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,13,4,17
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,7,4,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,2,4
POCONA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
PUERTO CARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,4,3,7
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,2,4
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,2,5
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,5,3,8
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,3,4
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,96,56,152
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,0,1,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,5,1,6
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,4,5
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,1,3
TOLATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,9,1,10
UNCIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
URUBICHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,2,4
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,6,2,8
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,1,2
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,2,3,5
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,7,3,10
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-05-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
ANCORAIMES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,6,3,9
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,2,4
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,15,15,30
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,0,2
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,0,2
COMBAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,2,5
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,2,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,4,0,4
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,21,13,34
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,4,4,8
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,1,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,6,1,7
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,0,3
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,5,2,7
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,11,10,21
LAGUNILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,0,3
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,14,1,15
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,9,3,12
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,0,3
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,8,1,9
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,7,3,10
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,3,4
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,61,46,107
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,3,4
SICAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,5,8,13
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,4,1,5
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,9,4,13
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,0,2,2
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,2,4
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,1,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,2,1,3
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,3,3,6
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,4,0,4
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,1,2
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,1,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,4,8,12
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,1,3
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,20,17,37
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,2,4
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,25,7,32
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,4,1,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,3,1,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,1,2
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-07-01,1,0,1
