,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,3,1,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,69,45,114
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,2,3
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,8,4,12
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,0,1,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,3,1,4
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,4,5
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,1,1,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,4,1,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-05-01,4,0,4
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
ALCALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,3,0,3
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,1,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,6,2,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,5,2,7
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,20,3,23
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,2,4
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,2,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,6,0,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,13,9,22
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,0,2
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,14,4,18
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,5,4,9
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,3,0,3
SAN JOAQUIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,60,50,110
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,0,2
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,1,1
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,4,2,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,0,2
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,1,1,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,5,4,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-06-01,2,3,5
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
ARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,5,1,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
CHUMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,6,1,7
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,4,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,22,4,26
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,3,6,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,8,6,14
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,2,4
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,13,1,14
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,10,2,12
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,74,45,119
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,2,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,3,4,7
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,1,2
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,3,4,7
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
UYUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,3,0,3
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,7,1,8
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,1,2,3
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-07-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,2,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,4,4,8
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,6,2,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,2,3
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,3,4
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,9,9,18
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
HUACARETA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,5,1,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,8,7,15
MACHACAMARCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,7,3,10
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,4,2,6
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,1,2
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,4,0,4
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,3,0,3
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,3,0,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,5,1,6
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,61,60,121
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,1,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,4,1,5
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,5,7
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,3,5
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,4,4
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,0,1,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-08-01,3,3,6
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,2,4
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,3,0,3
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,0,2
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,4,5,9
CKOCHAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,2,4
"COLCHA ""K""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,5,4,9
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,11,10,21
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,1,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,4,3,7
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,4,4,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,8,8,16
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,0,2
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,10,4,14
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,5,2,7
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,2,3
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,3,5
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,6,4,10
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,3,5,8
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,3,3
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,94,59,153
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,8,2,10
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,6,2,8
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,0,2
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,5,2,7
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,2,2,4
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,3,6
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,2,2
ARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
ARBIETO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,2,4
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,5,3,8
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,2,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,3,7
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,0,2
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,8,3,11
