,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,3,4
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,2,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,3,3,6
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,4,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,1,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,0,1
SACABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,17,17,34
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,0,1
TOMINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,1,2
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,2,1,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,3,3
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,3,5
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,2,3
COMARAPA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,2,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,4,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,4,0,4
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,2,3
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,2,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,4,4
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,1,3
LAGUNILLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,3,4
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,4,6
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,17,17,34
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,1,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
TACOPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
TARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,2,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,3,0,3
TOCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,1,0,1
VILA VILA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,0,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-08-01,2,1,3
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,3,2,5
COPACABANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,1,2
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,3,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,2,3
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,4,0,4
HUMANATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,2,2
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,3,0,3
POROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,5,3,8
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,3,2,5
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,14,6,20
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
TOCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
VILA VILA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,0,1,1
VILLA RIVERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-09-01,2,0,2
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,3,1,4
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,4,2,6
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,1,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,2,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
EL VILLAR,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,4,1,5
LURIBAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,3,2,5
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,13,9,22
SENA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,2,2
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,1,3
TOLEDO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,2,0,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,3,1,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-10-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,2,0,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,3,2,5
COTAGAITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,3,2,5
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,3,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,3,3,6
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,0,0
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,3,2,5
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,1,2
SACACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
SAN JOAQUIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,7,4,11
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,2,0,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,3,1,4
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-11-01,0,2,2
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
AUCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,3,1,4
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,3,3,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,5,5
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,2,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,5,7,12
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,3,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,0,2
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,8,3,11
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,1,3
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,1,2
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,14,10,24
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,3,1,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,3,3
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-12-01,2,0,2
