,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,4,0,4
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,0,3,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,6,2,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,7,2,9
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,5,3,8
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,0,2
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,2,5
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
CAIROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,0,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,4,6,10
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,2,4
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,6,3,9
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,31,14,45
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,1,4
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
CORO CORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,2,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,6,8
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,32,16,48
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,2,7
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,4,2,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,7,4,11
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,29,8,37
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,4,2,6
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,11,5,16
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,4,9
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,1,3
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,2,2
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,4,9
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,8,4,12
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,2,3
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,4,9
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,6,11
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,4,5,9
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,2,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,3,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,137,81,218
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,2,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,5,4,9
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,4,7
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,7,0,7
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,0,2,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,13,6,19
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,2,1,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,6,2,8
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,2,5
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,12,2,14
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,4,5,9
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,1,2
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-04-01,3,4,7
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,2,4
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
AYO AYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
BELLA FLOR,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,1,3
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
CAQUIAVIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,4,1,5
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,5,1,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,7,0,7
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,28,17,45
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,2,2
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,2,3
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,2,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,7,4,11
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,32,15,47
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,0,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,2,3
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,4,2,6
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,2,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,1,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,8,1,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,33,23,56
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
MALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,0,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,11,6,17
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
OMEREQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,7,7,14
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,0,3
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,9,1,10
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,3,4
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,6,4,10
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,4,2,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,0,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,4,1,5
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
SAN LORENZO(PND),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,142,77,219
SANTIAGO DE HUARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,6,2,8
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,7,10,17
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,5,6,11
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,1,2
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,14,7,21
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,2,3
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,5,8
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,1,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,8,6,14
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,7,4,11
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,2,0,2
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-05-01,3,4,7
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,3,1,4
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,7,3,10
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,29,17,46
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,2,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,4,6,10
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,3,4
CURAHUARA DE CARANGAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,27,15,42
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,5,6
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,1,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
HUARINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,1,2
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,5,2,7
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,10,6,16
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,32,17,49
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,4,0,4
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,3,2,5
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,16,7,23
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,2,2
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
OMEREQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,4,3,7
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,4,6
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,8,1,9
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,5,7
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,2,3
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,4,4,8
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,6,1,7
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,2,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,7,3,10
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,110,60,170
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
SANTIAGO DE CALLAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,3,0,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,2,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,9,4,13
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2022-06-01,7,3,10
