,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,2,3
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
CAIROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
CAJUATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,4,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,2,4
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
CKOCHAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,7,4,11
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,35,12,47
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,1,5
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,2,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,6,8
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,21,10,31
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,5,2,7
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
IXIAMAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,2,6
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,7,4,11
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,17,5,22
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,1,3
LURIBAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,2,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,2,6
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,5,4,9
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,8,4,12
PALCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,1,3
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,1,5
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,8,5,13
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,6,5,11
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,5,6,11
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,5,5,10
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,2,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,3,3
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,115,68,183
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,2,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,5,4,9
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,4,6,10
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,7,0,7
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,0,1,1
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,10,4,14
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,3,3,6
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,2,3
VITICHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,6,1,7
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,3,5,8
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-04-01,3,5,8
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,2,4
ANZALDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
AYATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,1,5
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
CAQUIAVIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,1,5
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,6,1,7
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,1,4
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,6,1,7
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,24,14,38
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,2,3
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,1,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,1,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,2,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,7,4,11
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,21,23,44
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,2,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,3,7
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
HUACARETA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,5,2,7
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,9,3,12
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,17,14,31
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,0,3
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,17,6,23
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
OMEREQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,6,6,12
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,0,3
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,0,3
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,3,4
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,7,3,10
QUIABAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,3,7
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,0,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,1,3
SAN LORENZO(PND),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,122,68,190
SANTIAGO DE HUARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,6,2,8
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,0,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,7,10,17
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,6,6,12
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,2,3
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,12,4,16
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,5,8
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,5,9
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,4,1,5
VITICHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,7,5,12
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,7,5,12
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,2,0,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-05-01,3,4,7
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
ANCORAIMES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
ANZALDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,2,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,2,4
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,7,2,9
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,36,20,56
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
COMBAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,2,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,4,6,10
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,3,4
CURAHUARA DE CARANGAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,22,15,37
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,5,6
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
HUARINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,6,1,7
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,10,5,15
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,22,15,37
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,3,0,3
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,3,2,5
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,15,6,21
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,2,2
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
OMEREQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,4,4,8
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,4,6
POCONA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,3,4
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,2,3
QUIABAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,4,4,8
QUIME,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,4,1,5
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,3,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,6,3,9
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,94,55,149
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,3,4
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,9,4,13
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,2,0,2
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,7,3,10
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,8,1,9
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
