municipality,group,variable,month,Repetidas,TOTAL
PALOS BLANCOS,consultas prenatales,repetidas,2009-03-01,184,184
PAMPA AULLAGAS,consultas prenatales,repetidas,2009-03-01,13,13
PAMPA GRANDE,consultas prenatales,repetidas,2009-03-01,62,62
PAPEL PAMPA,consultas prenatales,repetidas,2009-03-01,11,11
PASORAPA,consultas prenatales,repetidas,2009-03-01,13,13
PATACAMAYA,consultas prenatales,repetidas,2009-03-01,177,177
PAZÑA,consultas prenatales,repetidas,2009-03-01,21,21
PELECHUCO,consultas prenatales,repetidas,2009-03-01,15,15
POCOATA,consultas prenatales,repetidas,2009-03-01,92,92
POCONA,consultas prenatales,repetidas,2009-03-01,56,56
POJO (CBBA),consultas prenatales,repetidas,2009-03-01,57,57
POOPO,consultas prenatales,repetidas,2009-03-01,30,30
PORCO,consultas prenatales,repetidas,2009-03-01,37,37
POROMA,consultas prenatales,repetidas,2009-03-01,58,58
PORONGO,consultas prenatales,repetidas,2009-03-01,29,29
PORTACHUELO,consultas prenatales,repetidas,2009-03-01,187,187
PORVENIR,consultas prenatales,repetidas,2009-03-01,47,47
POSTRER VALLE,consultas prenatales,repetidas,2009-03-01,5,5
POTOSI,consultas prenatales,repetidas,2009-03-01,1650,1650
PRESTO,consultas prenatales,repetidas,2009-03-01,32,32
PUCARA,consultas prenatales,repetidas,2009-03-01,8,8
PUCARANI,consultas prenatales,repetidas,2009-03-01,94,94
PUERTO ACOSTA,consultas prenatales,repetidas,2009-03-01,77,77
PUERTO CARABUCO,consultas prenatales,repetidas,2009-03-01,29,29
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2009-03-01,26,26
PUERTO PEREZ,consultas prenatales,repetidas,2009-03-01,7,7
PUERTO QUIJARRO,consultas prenatales,repetidas,2009-03-01,94,94
PUERTO RICO,consultas prenatales,repetidas,2009-03-01,46,46
PUERTO SILES,consultas prenatales,repetidas,2009-03-01,6,6
PUERTO SUAREZ,consultas prenatales,repetidas,2009-03-01,132,132
PUERTO VILLARROEL,consultas prenatales,repetidas,2009-03-01,362,362
PUNA,consultas prenatales,repetidas,2009-03-01,154,154
PUNATA,consultas prenatales,repetidas,2009-03-01,194,194
QUIABAYA,consultas prenatales,repetidas,2009-03-01,3,3
QUILLACOLLO,consultas prenatales,repetidas,2009-03-01,612,612
QUIME,consultas prenatales,repetidas,2009-03-01,53,53
QUIRUSILLAS,consultas prenatales,repetidas,2009-03-01,10,10
RAVELO,consultas prenatales,repetidas,2009-03-01,81,81
REYES,consultas prenatales,repetidas,2009-03-01,52,52
RIBERALTA,consultas prenatales,repetidas,2009-03-01,924,924
ROBORE,consultas prenatales,repetidas,2009-03-01,106,106
RURRENABAQUE,consultas prenatales,repetidas,2009-03-01,118,118
SABAYA,consultas prenatales,repetidas,2009-03-01,10,10
SACABA,consultas prenatales,repetidas,2009-03-01,1019,1019
SACABAMBA,consultas prenatales,repetidas,2009-03-01,7,7
SACACA,consultas prenatales,repetidas,2009-03-01,129,129
SAIPINA,consultas prenatales,repetidas,2009-03-01,55,55
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2009-03-01,40,40
SAMAIPATA,consultas prenatales,repetidas,2009-03-01,30,30
SAN AGUSTIN,consultas prenatales,repetidas,2009-03-01,6,6
SAN ANDRES,consultas prenatales,repetidas,2009-03-01,50,50
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2009-03-01,10,10
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2009-03-01,11,11
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2009-03-01,24,24
SAN BENITO,consultas prenatales,repetidas,2009-03-01,93,93
SAN BORJA,consultas prenatales,repetidas,2009-03-01,218,218
SAN BUENA VENTURA,consultas prenatales,repetidas,2009-03-01,92,92
SAN CARLOS,consultas prenatales,repetidas,2009-03-01,156,156
SAN IGNACIO,consultas prenatales,repetidas,2009-03-01,189,189
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2009-03-01,455,455
SAN JAVIER(BNI),consultas prenatales,repetidas,2009-03-01,5,5
SAN JAVIER(STC),consultas prenatales,repetidas,2009-03-01,121,121
SAN JOAQUIN,consultas prenatales,repetidas,2009-03-01,20,20
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2009-03-01,81,81
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2009-03-01,55,55
SAN JULIAN,consultas prenatales,repetidas,2009-03-01,297,297
SAN LORENZO(PND),consultas prenatales,repetidas,2009-03-01,13,13
SAN LORENZO(TJA),consultas prenatales,repetidas,2009-03-01,97,97
SAN LUCAS,consultas prenatales,repetidas,2009-03-01,269,269
SAN MATIAS,consultas prenatales,repetidas,2009-03-01,91,91
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2009-03-01,58,58
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2009-03-01,19,19
SAN PEDRO,consultas prenatales,repetidas,2009-03-01,91,91
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2009-03-01,68,68
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2009-03-01,12,12
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2009-03-01,18,18
SAN PEDRO(PND),consultas prenatales,repetidas,2009-03-01,6,6
SAN RAFAEL,consultas prenatales,repetidas,2009-03-01,57,57
SAN RAMON,consultas prenatales,repetidas,2009-03-01,129,129
SAN RAMON,consultas prenatales,repetidas,2009-03-01,40,40
SANTA ANA,consultas prenatales,repetidas,2009-03-01,216,216
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2009-03-01,8811,8811
SANTA ROSA,consultas prenatales,repetidas,2009-03-01,47,47
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2009-03-01,116,116
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2009-03-01,22,22
SANTIAGO DE HUARI,consultas prenatales,repetidas,2009-03-01,41,41
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2009-03-01,8,8
SANTIVAÑES,consultas prenatales,repetidas,2009-03-01,21,21
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2009-03-01,11,11
SAPAHAQUI,consultas prenatales,repetidas,2009-03-01,21,21
SENA,consultas prenatales,repetidas,2009-03-01,28,28
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2009-03-01,64,64
SICAYA,consultas prenatales,repetidas,2009-03-01,7,7
SIPE SIPE,consultas prenatales,repetidas,2009-03-01,213,213
SOPACHUY,consultas prenatales,repetidas,2009-03-01,37,37
SORACACHI,consultas prenatales,repetidas,2009-03-01,19,19
SORATA,consultas prenatales,repetidas,2009-03-01,63,63
SUCRE,consultas prenatales,repetidas,2009-03-01,2461,2461
TACACOMA,consultas prenatales,repetidas,2009-03-01,30,30
TACOBAMBA,consultas prenatales,repetidas,2009-03-01,22,22
TACOPAYA,consultas prenatales,repetidas,2009-03-01,29,29
TAHUA,consultas prenatales,repetidas,2009-03-01,3,3
TAPACARI,consultas prenatales,repetidas,2009-03-01,105,105
TARABUCO,consultas prenatales,repetidas,2009-03-01,129,129
TARACO,consultas prenatales,repetidas,2009-03-01,7,7
TARATA,consultas prenatales,repetidas,2009-03-01,23,23
TARIJA,consultas prenatales,repetidas,2009-03-01,1283,1283
TARVITA,consultas prenatales,repetidas,2009-03-01,73,73
TEOPONTE,consultas prenatales,repetidas,2009-03-01,28,28
TIAWANACU,consultas prenatales,repetidas,2009-03-01,43,43
TINGUIPAYA,consultas prenatales,repetidas,2009-03-01,52,52
TIPUANI,consultas prenatales,repetidas,2009-03-01,60,60
TIQUIPAYA,consultas prenatales,repetidas,2009-03-01,456,456
TIRAQUE (CBBA),consultas prenatales,repetidas,2009-03-01,283,283
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2009-03-01,2,2
TOCO,consultas prenatales,repetidas,2009-03-01,13,13
TODOS SANTOS,consultas prenatales,repetidas,2009-03-01,5,5
TOLATA,consultas prenatales,repetidas,2009-03-01,36,36
TOLEDO,consultas prenatales,repetidas,2009-03-01,24,24
TOMAVE,consultas prenatales,repetidas,2009-03-01,38,38
TOMINA,consultas prenatales,repetidas,2009-03-01,42,42
TORO TORO,consultas prenatales,repetidas,2009-03-01,41,41
TOTORA(CBBA),consultas prenatales,repetidas,2009-03-01,92,92
TOTORA(ORR),consultas prenatales,repetidas,2009-03-01,13,13
TRIGAL,consultas prenatales,repetidas,2009-03-01,11,11
TRINIDAD,consultas prenatales,repetidas,2009-03-01,1016,1016
TUPIZA,consultas prenatales,repetidas,2009-03-01,280,280
TURCO,consultas prenatales,repetidas,2009-03-01,28,28
UMALA,consultas prenatales,repetidas,2009-03-01,8,8
UNCIA,consultas prenatales,repetidas,2009-03-01,134,134
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2009-03-01,61,61
URUBICHA,consultas prenatales,repetidas,2009-03-01,77,77
UYUNI,consultas prenatales,repetidas,2009-03-01,136,136
VACAS,consultas prenatales,repetidas,2009-03-01,39,39
VALLEGRANDE,consultas prenatales,repetidas,2009-03-01,128,128
VIACHA,consultas prenatales,repetidas,2009-03-01,255,255
VILA VILA,consultas prenatales,repetidas,2009-03-01,21,21
VILLA MONTES,consultas prenatales,repetidas,2009-03-01,296,296
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2009-03-01,8,8
VILLA RIVERO,consultas prenatales,repetidas,2009-03-01,24,24
VILLA SERRANO,consultas prenatales,repetidas,2009-03-01,79,79
VILLA TUNARI,consultas prenatales,repetidas,2009-03-01,510,510
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2009-03-01,70,70
VILLAZON,consultas prenatales,repetidas,2009-03-01,316,316
VINTO,consultas prenatales,repetidas,2009-03-01,234,234
VITICHI,consultas prenatales,repetidas,2009-03-01,50,50
WALDO BALLIVIAN,consultas prenatales,repetidas,2009-03-01,10,10
WARNES,consultas prenatales,repetidas,2009-03-01,565,565
YACO,consultas prenatales,repetidas,2009-03-01,29,29
YACUIBA,consultas prenatales,repetidas,2009-03-01,346,346
YAMPARAEZ,consultas prenatales,repetidas,2009-03-01,29,29
YANACACHI,consultas prenatales,repetidas,2009-03-01,13,13
YAPACANI,consultas prenatales,repetidas,2009-03-01,281,281
YOCALLA,consultas prenatales,repetidas,2009-03-01,19,19
YOTALA,consultas prenatales,repetidas,2009-03-01,37,37
YUNCHARA,consultas prenatales,repetidas,2009-03-01,26,26
ZUDAÑEZ,consultas prenatales,repetidas,2009-03-01,45,45
ACACIO,consultas prenatales,repetidas,2009-04-01,19,19
ACHACACHI,consultas prenatales,repetidas,2009-04-01,231,231
ACHOCALLA,consultas prenatales,repetidas,2009-04-01,53,53
AIQUILE,consultas prenatales,repetidas,2009-04-01,184,184
ALALAY,consultas prenatales,repetidas,2009-04-01,5,5
ALCALA,consultas prenatales,repetidas,2009-04-01,16,16
ANCORAIMES,consultas prenatales,repetidas,2009-04-01,45,45
ANDAMARCA,consultas prenatales,repetidas,2009-04-01,29,29
ANTEQUERA,consultas prenatales,repetidas,2009-04-01,7,7
ANZALDO,consultas prenatales,repetidas,2009-04-01,30,30
APOLO,consultas prenatales,repetidas,2009-04-01,67,67
ARAMPAMPA,consultas prenatales,repetidas,2009-04-01,25,25
ARANI,consultas prenatales,repetidas,2009-04-01,77,77
ARBIETO,consultas prenatales,repetidas,2009-04-01,57,57
ARQUE,consultas prenatales,repetidas,2009-04-01,50,50
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2009-04-01,225,225
ATOCHA,consultas prenatales,repetidas,2009-04-01,50,50
AUCAPATA,consultas prenatales,repetidas,2009-04-01,12,12
AYATA,consultas prenatales,repetidas,2009-04-01,23,23
AYO AYO,consultas prenatales,repetidas,2009-04-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2009-04-01,119,119
AZURDUY,consultas prenatales,repetidas,2009-04-01,50,50
BATALLAS,consultas prenatales,repetidas,2009-04-01,71,71
BAURES,consultas prenatales,repetidas,2009-04-01,39,39
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2009-04-01,2,2
BELEN DE URMIRI,consultas prenatales,repetidas,2009-04-01,4,4
BELLA FLOR,consultas prenatales,repetidas,2009-04-01,9,9
BERMEJO,consultas prenatales,repetidas,2009-04-01,229,229
BETANZOS,consultas prenatales,repetidas,2009-04-01,176,176
BOLIVAR,consultas prenatales,repetidas,2009-04-01,19,19
BOLPEBRA,consultas prenatales,repetidas,2009-04-01,13,13
BOYUIBE,consultas prenatales,repetidas,2009-04-01,16,16
BUENA VISTA,consultas prenatales,repetidas,2009-04-01,49,49
CABEZAS,consultas prenatales,repetidas,2009-04-01,106,106
CAIROMA,consultas prenatales,repetidas,2009-04-01,39,39
"CAIZA ""D""",consultas prenatales,repetidas,2009-04-01,46,46
CAJUATA,consultas prenatales,repetidas,2009-04-01,65,65
CALACOTO,consultas prenatales,repetidas,2009-04-01,20,20
CALAMARCA,consultas prenatales,repetidas,2009-04-01,49,49
CAMARGO,consultas prenatales,repetidas,2009-04-01,120,120
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2009-04-01,20,20
CAMIRI,consultas prenatales,repetidas,2009-04-01,349,349
CAPINOTA,consultas prenatales,repetidas,2009-04-01,174,174
CAQUIAVIRI,consultas prenatales,repetidas,2009-04-01,35,35
CARACOLLO,consultas prenatales,repetidas,2009-04-01,135,135
CARANAVI,consultas prenatales,repetidas,2009-04-01,363,363
CARAPARI,consultas prenatales,repetidas,2009-04-01,60,60
CARIPUYO,consultas prenatales,repetidas,2009-04-01,66,66
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2009-04-01,23,23
CATACORA,consultas prenatales,repetidas,2009-04-01,5,5
CHACARILLA,consultas prenatales,repetidas,2009-04-01,4,4
CHALLAPATA,consultas prenatales,repetidas,2009-04-01,242,242
CHAQUI,consultas prenatales,repetidas,2009-04-01,24,24
CHARAGUA,consultas prenatales,repetidas,2009-04-01,194,194
CHARAÑA,consultas prenatales,repetidas,2009-04-01,6,6
CHAYANTA,consultas prenatales,repetidas,2009-04-01,65,65
CHIMORE,consultas prenatales,repetidas,2009-04-01,87,87
CHIPAYA,consultas prenatales,repetidas,2009-04-01,15,15
CHOQUE COTA,consultas prenatales,repetidas,2009-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2009-04-01,176,176
CHUMA,consultas prenatales,repetidas,2009-04-01,27,27
CLIZA,consultas prenatales,repetidas,2009-04-01,219,219
COBIJA,consultas prenatales,repetidas,2009-04-01,540,540
COCHABAMBA,consultas prenatales,repetidas,2009-04-01,6791,6791
COIPASA,consultas prenatales,repetidas,2009-04-01,5,5
COLCAPIRHUA,consultas prenatales,repetidas,2009-04-01,515,515
COLLANA,consultas prenatales,repetidas,2009-04-01,6,6
COLOMI,consultas prenatales,repetidas,2009-04-01,109,109
COLPA BELGICA,consultas prenatales,repetidas,2009-04-01,41,41
COLQUECHACA,consultas prenatales,repetidas,2009-04-01,136,136
COLQUENCHA,consultas prenatales,repetidas,2009-04-01,44,44
COLQUIRI,consultas prenatales,repetidas,2009-04-01,110,110
COMANCHE,consultas prenatales,repetidas,2009-04-01,15,15
COMARAPA,consultas prenatales,repetidas,2009-04-01,165,165
COMBAYA,consultas prenatales,repetidas,2009-04-01,11,11
CONCEPCION,consultas prenatales,repetidas,2009-04-01,102,102
COPACABANA,consultas prenatales,repetidas,2009-04-01,62,62
CORIPATA,consultas prenatales,repetidas,2009-04-01,86,86
CORO CORO,consultas prenatales,repetidas,2009-04-01,50,50
COROICO,consultas prenatales,repetidas,2009-04-01,111,111
CORQUE,consultas prenatales,repetidas,2009-04-01,23,23
COTAGAITA,consultas prenatales,repetidas,2009-04-01,100,100
COTOCA,consultas prenatales,repetidas,2009-04-01,268,268
CUATRO CAÑADAS,consultas prenatales,repetidas,2009-04-01,97,97
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2009-04-01,5,5
CUEVO,consultas prenatales,repetidas,2009-04-01,23,23
CULPINA,consultas prenatales,repetidas,2009-04-01,89,89
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2009-04-01,37,37
CURVA,consultas prenatales,repetidas,2009-04-01,6,6
DESAGUADERO,consultas prenatales,repetidas,2009-04-01,27,27
EL ALTO,consultas prenatales,repetidas,2009-04-01,6689,6689
EL CHORO,consultas prenatales,repetidas,2009-04-01,28,28
EL PUENTE(STC),consultas prenatales,repetidas,2009-04-01,80,80
EL PUENTE(TJA),consultas prenatales,repetidas,2009-04-01,55,55
EL TORNO,consultas prenatales,repetidas,2009-04-01,338,338
EL VILLAR,consultas prenatales,repetidas,2009-04-01,29,29
ENTRE RIOS,consultas prenatales,repetidas,2009-04-01,138,138
ENTRE RIOS,consultas prenatales,repetidas,2009-04-01,119,119
ESMERALDA,consultas prenatales,repetidas,2009-04-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2009-04-01,32,32
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2009-04-01,6,6
EXALTACION,consultas prenatales,repetidas,2009-04-01,10,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2009-04-01,77,77
FILADELFIA,consultas prenatales,repetidas,2009-04-01,16,16
GENERAL SAAVEDRA,consultas prenatales,repetidas,2009-04-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2009-04-01,28,28
GUANAY,consultas prenatales,repetidas,2009-04-01,75,75
GUAQUI,consultas prenatales,repetidas,2009-04-01,16,16
GUAYARAMERIN,consultas prenatales,repetidas,2009-04-01,378,378
GUTIERREZ,consultas prenatales,repetidas,2009-04-01,45,45
HUACARETA,consultas prenatales,repetidas,2009-04-01,84,84
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2009-04-01,10,10
HUACHACALLA,consultas prenatales,repetidas,2009-04-01,8,8
HUANUNI,consultas prenatales,repetidas,2009-04-01,292,292
HUARACAJE,consultas prenatales,repetidas,2009-04-01,17,17
HUAYLLAMARCA,consultas prenatales,repetidas,2009-04-01,11,11
ICHOCA,consultas prenatales,repetidas,2009-04-01,14,14
ICLA,consultas prenatales,repetidas,2009-04-01,49,49
INCAHUASI,consultas prenatales,repetidas,2009-04-01,167,167
INGAVI (HUMAITA),consultas prenatales,repetidas,2009-04-01,1,1
INQUISIVI,consultas prenatales,repetidas,2009-04-01,29,29
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2009-04-01,62,62
IXIAMAS,consultas prenatales,repetidas,2009-04-01,44,44
JESUS DE MACHACA,consultas prenatales,repetidas,2009-04-01,50,50
LA ASUNTA,consultas prenatales,repetidas,2009-04-01,126,126
LA GUARDIA,consultas prenatales,repetidas,2009-04-01,683,683
LA PAZ,consultas prenatales,repetidas,2009-04-01,7530,7530
LA RIVERA,consultas prenatales,repetidas,2009-04-01,2,2
LAGUNILLAS,consultas prenatales,repetidas,2009-04-01,17,17
LAJA,consultas prenatales,repetidas,2009-04-01,44,44
LAS CARRERAS,consultas prenatales,repetidas,2009-04-01,16,16
LICOMA PAMPA,consultas prenatales,repetidas,2009-04-01,12,12
LLALLAGUA,consultas prenatales,repetidas,2009-04-01,157,157
LLICA,consultas prenatales,repetidas,2009-04-01,21,21
LORETO,consultas prenatales,repetidas,2009-04-01,6,6
LURIBAY,consultas prenatales,repetidas,2009-04-01,14,14
MACHACAMARCA,consultas prenatales,repetidas,2009-04-01,29,29
MACHARETI,consultas prenatales,repetidas,2009-04-01,56,56
MAGDALENA,consultas prenatales,repetidas,2009-04-01,75,75
MAIRANA,consultas prenatales,repetidas,2009-04-01,76,76
MALLA,consultas prenatales,repetidas,2009-04-01,6,6
MAPIRI,consultas prenatales,repetidas,2009-04-01,90,90
MECAPACA,consultas prenatales,repetidas,2009-04-01,31,31
MINEROS,consultas prenatales,repetidas,2009-04-01,87,87
MIZQUE,consultas prenatales,repetidas,2009-04-01,146,146
MOCOMOCO,consultas prenatales,repetidas,2009-04-01,46,46
MOJINETE,consultas prenatales,repetidas,2009-04-01,8,8
MOJOCOYA,consultas prenatales,repetidas,2009-04-01,48,48
MONTEAGUDO,consultas prenatales,repetidas,2009-04-01,271,271
MONTERO,consultas prenatales,repetidas,2009-04-01,741,741
MORO MORO,consultas prenatales,repetidas,2009-04-01,8,8
MOROCHATA,consultas prenatales,repetidas,2009-04-01,127,127
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2009-04-01,21,21
NAZACARA DE PACAJES,consultas prenatales,repetidas,2009-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2009-04-01,3,3
OCURI,consultas prenatales,repetidas,2009-04-01,92,92
OKINAWA,consultas prenatales,repetidas,2009-04-01,117,117
OMEREQUE,consultas prenatales,repetidas,2009-04-01,39,39
ORURO,consultas prenatales,repetidas,2009-04-01,2246,2246
PADCAYA,consultas prenatales,repetidas,2009-04-01,103,103
PADILLA,consultas prenatales,repetidas,2009-04-01,57,57
PAILON,consultas prenatales,repetidas,2009-04-01,199,199
PALCA,consultas prenatales,repetidas,2009-04-01,9,9
PALOS BLANCOS,consultas prenatales,repetidas,2009-04-01,208,208
PAMPA AULLAGAS,consultas prenatales,repetidas,2009-04-01,11,11
PAMPA GRANDE,consultas prenatales,repetidas,2009-04-01,38,38
PAPEL PAMPA,consultas prenatales,repetidas,2009-04-01,9,9
PASORAPA,consultas prenatales,repetidas,2009-04-01,16,16
PATACAMAYA,consultas prenatales,repetidas,2009-04-01,216,216
PAZÑA,consultas prenatales,repetidas,2009-04-01,33,33
PELECHUCO,consultas prenatales,repetidas,2009-04-01,15,15
POCOATA,consultas prenatales,repetidas,2009-04-01,99,99
POCONA,consultas prenatales,repetidas,2009-04-01,53,53
POJO (CBBA),consultas prenatales,repetidas,2009-04-01,47,47
POOPO,consultas prenatales,repetidas,2009-04-01,28,28
PORCO,consultas prenatales,repetidas,2009-04-01,41,41
POROMA,consultas prenatales,repetidas,2009-04-01,70,70
PORONGO,consultas prenatales,repetidas,2009-04-01,27,27
PORTACHUELO,consultas prenatales,repetidas,2009-04-01,186,186
PORVENIR,consultas prenatales,repetidas,2009-04-01,40,40
POSTRER VALLE,consultas prenatales,repetidas,2009-04-01,10,10
POTOSI,consultas prenatales,repetidas,2009-04-01,1792,1792
PRESTO,consultas prenatales,repetidas,2009-04-01,28,28
PUCARA,consultas prenatales,repetidas,2009-04-01,9,9
PUCARANI,consultas prenatales,repetidas,2009-04-01,94,94
PUERTO ACOSTA,consultas prenatales,repetidas,2009-04-01,64,64
PUERTO CARABUCO,consultas prenatales,repetidas,2009-04-01,31,31
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2009-04-01,24,24
PUERTO PEREZ,consultas prenatales,repetidas,2009-04-01,6,6
PUERTO QUIJARRO,consultas prenatales,repetidas,2009-04-01,66,66
PUERTO RICO,consultas prenatales,repetidas,2009-04-01,24,24
PUERTO SILES,consultas prenatales,repetidas,2009-04-01,9,9
PUERTO SUAREZ,consultas prenatales,repetidas,2009-04-01,121,121
PUERTO VILLARROEL,consultas prenatales,repetidas,2009-04-01,384,384
PUNA,consultas prenatales,repetidas,2009-04-01,143,143
PUNATA,consultas prenatales,repetidas,2009-04-01,260,260
QUIABAYA,consultas prenatales,repetidas,2009-04-01,5,5
QUILLACOLLO,consultas prenatales,repetidas,2009-04-01,622,622
QUIME,consultas prenatales,repetidas,2009-04-01,45,45
QUIRUSILLAS,consultas prenatales,repetidas,2009-04-01,13,13
RAVELO,consultas prenatales,repetidas,2009-04-01,86,86
REYES,consultas prenatales,repetidas,2009-04-01,77,77
RIBERALTA,consultas prenatales,repetidas,2009-04-01,926,926
ROBORE,consultas prenatales,repetidas,2009-04-01,118,118
RURRENABAQUE,consultas prenatales,repetidas,2009-04-01,109,109
SABAYA,consultas prenatales,repetidas,2009-04-01,17,17
SACABA,consultas prenatales,repetidas,2009-04-01,954,954
SACABAMBA,consultas prenatales,repetidas,2009-04-01,15,15
SACACA,consultas prenatales,repetidas,2009-04-01,145,145
SAIPINA,consultas prenatales,repetidas,2009-04-01,63,63
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2009-04-01,39,39
SAMAIPATA,consultas prenatales,repetidas,2009-04-01,36,36
SAN AGUSTIN,consultas prenatales,repetidas,2009-04-01,7,7
SAN ANDRES,consultas prenatales,repetidas,2009-04-01,53,53
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2009-04-01,17,17
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2009-04-01,17,17
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2009-04-01,24,24
SAN BENITO,consultas prenatales,repetidas,2009-04-01,105,105
SAN BORJA,consultas prenatales,repetidas,2009-04-01,196,196
SAN BUENA VENTURA,consultas prenatales,repetidas,2009-04-01,89,89
SAN CARLOS,consultas prenatales,repetidas,2009-04-01,150,150
SAN IGNACIO,consultas prenatales,repetidas,2009-04-01,173,173
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2009-04-01,527,527
SAN JAVIER(BNI),consultas prenatales,repetidas,2009-04-01,13,13
SAN JAVIER(STC),consultas prenatales,repetidas,2009-04-01,136,136
SAN JOAQUIN,consultas prenatales,repetidas,2009-04-01,27,27
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2009-04-01,99,99
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2009-04-01,60,60
SAN JULIAN,consultas prenatales,repetidas,2009-04-01,214,214
SAN LORENZO(PND),consultas prenatales,repetidas,2009-04-01,17,17
SAN LORENZO(TJA),consultas prenatales,repetidas,2009-04-01,87,87
SAN LUCAS,consultas prenatales,repetidas,2009-04-01,309,309
SAN MATIAS,consultas prenatales,repetidas,2009-04-01,102,102
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2009-04-01,65,65
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2009-04-01,16,16
SAN PEDRO,consultas prenatales,repetidas,2009-04-01,98,98
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2009-04-01,63,63
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2009-04-01,10,10
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2009-04-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2009-04-01,18,18
SAN RAFAEL,consultas prenatales,repetidas,2009-04-01,50,50
SAN RAMON,consultas prenatales,repetidas,2009-04-01,100,100
SAN RAMON,consultas prenatales,repetidas,2009-04-01,59,59
SANTA ANA,consultas prenatales,repetidas,2009-04-01,180,180
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2009-04-01,8742,8742
SANTA ROSA,consultas prenatales,repetidas,2009-04-01,43,43
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2009-04-01,108,108
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2009-04-01,23,23
SANTIAGO DE HUARI,consultas prenatales,repetidas,2009-04-01,41,41
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2009-04-01,12,12
SANTIVAÑES,consultas prenatales,repetidas,2009-04-01,18,18
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2009-04-01,15,15
SAPAHAQUI,consultas prenatales,repetidas,2009-04-01,26,26
SENA,consultas prenatales,repetidas,2009-04-01,17,17
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2009-04-01,63,63
SICAYA,consultas prenatales,repetidas,2009-04-01,10,10
SIPE SIPE,consultas prenatales,repetidas,2009-04-01,221,221
SOPACHUY,consultas prenatales,repetidas,2009-04-01,35,35
SORACACHI,consultas prenatales,repetidas,2009-04-01,32,32
SORATA,consultas prenatales,repetidas,2009-04-01,69,69
