municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,18,18
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,29,29
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,29,29
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,20,20
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,14,14
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,12,12
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,54,54
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,20,20
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,28,28
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,75,75
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,20,20
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,33,33
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,46,46
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,26,26
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,26,26
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,24,24
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,66,66
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1338,1338
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,70,70
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,24,24
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,30,30
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,17,17
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,16,16
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,16,16
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,12,12
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,52,52
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,18,18
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1257,1257
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,34,34
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,26,26
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,16,16
ESMERALDA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,16,16
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,10,10
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,46,46
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,14,14
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,65,65
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,93,93
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1529,1529
LA RIVERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,64,64
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,14,14
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,19,19
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,32,32
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,151,151
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,22,22
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,627,627
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,32,32
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,15,15
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,28,28
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,35,35
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,25,25
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,19,19
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,17,17
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,708,708
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,21,21
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,22,22
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,28,28
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,19,19
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,82,82
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,27,27
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,24,24
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,170,170
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,30,30
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,182,182
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,24,24
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,178,178
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,23,23
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,25,25
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,22,22
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,16,16
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,55,55
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,18,18
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,17,17
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,38,38
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,13,13
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,20,20
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,14,14
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,27,27
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,24,24
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,26,26
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3084,3084
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,9,9
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,30,30
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,46,46
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,22,22
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,325,325
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,20,20
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,19,19
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,10,10
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,230,230
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,11,11
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,19,19
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,26,26
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,8,8
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,76,76
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,75,75
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,15,15
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,17,17
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,29,29
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,1,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,139,139
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,32,32
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,10,10
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,49,49
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,28,28
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,15,15
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,42,42
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,36,36
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,135,135
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,6,6
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,30,30
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,76,76
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,2,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,65,65
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,15,15
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,44,44
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,50,50
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,4,4
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,5,5
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,3,3
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-03-01,7,7
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,7,7
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,68,68
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,13,13
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,24,24
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,5,5
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,4,4
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,16,16
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,3,3
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-04-01,3,3
