municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,29,29
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,97,97
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,38,38
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,36,36
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,14,14
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,37,37
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,71,71
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1397,1397
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,49,49
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,23,23
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,32,32
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,25,25
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,26,26
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,23,23
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,74,74
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,32,32
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,26,26
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,14,14
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1129,1129
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,23,23
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,62,62
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,24,24
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,54,54
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,82,82
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,35,35
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,22,22
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,65,65
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,895,895
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,54,54
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,11,11
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,13,13
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,30,30
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,11,11
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,20,20
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,52,52
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,295,295
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,24,24
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,27,27
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,22,22
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,470,470
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,21,21
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,21,21
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,33,33
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,11,11
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,35,35
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,32,32
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,20,20
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,37,37
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,290,290
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,31,31
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,25,25
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,20,20
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,32,32
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,37,37
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,54,54
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,37,37
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,121,121
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,23,23
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,16,16
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,208,208
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,28,28
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,38,38
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,156,156
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,34,34
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,12,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,31,31
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,56,56
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,39,39
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,90,90
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,16,16
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,26,26
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,66,66
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,31,31
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,58,58
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,16,16
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,20,20
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,56,56
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,52,52
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1995,1995
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,14,14
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,19,19
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,11,11
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,25,25
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,693,693
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,23,23
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,29,29
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,396,396
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,18,18
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,6,6
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,21,21
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,26,26
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,85,85
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,55,55
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,5,5
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,8,8
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,24,24
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,187,187
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,69,69
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,20,20
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,10,10
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,32,32
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,15,15
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,30,30
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,51,51
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,2,2
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,50,50
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,12,12
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,72,72
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,17,17
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,52,52
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,42,42
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,11,11
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,3,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,202,202
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,62,62
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,1,1
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,86,86
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,4,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,7,7
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,9,9
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-03-01,12,12
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,7,7
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,54,54
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,13,13
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,46,46
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,3,3
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,3,3
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,15,15
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,5,5
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,2,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,5,5
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,22,22
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,10,10
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,20,20
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,19,19
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,14,14
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,32,32
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,7,7
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,2,2
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,34,34
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,9,9
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,15,15
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,8,8
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,1,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,2,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,36,36
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,43,43
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,4,4
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,3,3
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,4,4
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,17,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,31,31
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,9,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,9,9
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,11,11
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,3,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,9,9
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,18,18
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,5,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,100,100
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,27,27
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,5,5
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,35,35
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-04-01,84,84
