municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,725,725
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,33,33
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,15,15
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,47,47
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,14,14
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,54,54
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,9,9
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,44,44
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,37,37
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,20,20
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,15,15
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,33,33
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,13,13
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,42,42
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,16,16
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,503,503
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,15,15
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,43,43
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,20,20
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,11,11
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,1,1
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,46,46
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,33,33
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,87,87
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,48,48
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,65,65
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,194,194
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,12,12
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,25,25
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,27,27
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,248,248
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,29,29
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,41,41
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,333,333
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,1,1
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,57,57
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,8,8
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,12,12
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,13,13
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,27,27
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,9,9
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,22,22
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,65,65
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,11,11
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,39,39
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,27,27
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,111,111
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,14,14
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,9,9
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,31,31
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,23,23
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,69,69
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,23,23
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,114,114
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,19,19
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,22,22
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,1,1
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,20,20
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,30,30
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,1,1
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,8,8
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,17,17
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,26,26
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2402,2402
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,18,18
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,24,24
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,31,31
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,52,52
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,13,13
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,21,21
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,817,817
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,11,11
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,16,16
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2,2
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,38,38
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,39,39
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,10,10
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,498,498
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,27,27
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,6,6
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,39,39
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,22,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,106,106
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,88,88
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,1,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,8,8
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,12,12
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,20,20
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,23,23
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,15,15
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,29,29
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,214,214
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,85,85
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,8,8
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,43,43
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,17,17
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,17,17
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,39,39
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,14,14
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,32,32
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,75,75
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,73,73
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,4,4
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2,2
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,21,21
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,193,193
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,17,17
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,93,93
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,70,70
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,16,16
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,2,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,112,112
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,84,84
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,9,9
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,3,3
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,74,74
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,5,5
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,13,13
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,7,7
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-03-01,13,13
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,11,11
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,62,62
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,22,22
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,51,51
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,14,14
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,10,10
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,17,17
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,9,9
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,20,20
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,18,18
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,21,21
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,38,38
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,24,24
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,41,41
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,25,25
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,21,21
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1,1
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,66,66
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,44,44
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,23,23
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,26,26
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,7,7
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,16,16
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,15,15
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,16,16
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,25,25
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,84,84
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,38,38
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,19,19
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,135,135
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,16,16
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,11,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,47,47
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,46,46
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,30,30
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,32,32
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,32,32
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,43,43
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,125,125
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1999,1999
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,95,95
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,35,35
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,10,10
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,56,56
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,10,10
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,34,34
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,30,30
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,21,21
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,13,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,28,28
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,12,12
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,26,26
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,8,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,38,38
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,77,77
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,24,24
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,2,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,9,9
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,26,26
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,2,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,11,11
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1872,1872
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,7,7
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,18,18
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,20,20
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,69,69
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,48,48
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,28,28
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,13,13
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,23,23
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,18,18
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,20,20
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,5,5
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,113,113
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,28,28
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,11,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,62,62
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,6,6
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,2,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,15,15
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,51,51
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,4,4
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,11,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,8,8
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,18,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,18,18
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,102,102
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,133,133
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1497,1497
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,7,7
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,9,9
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,1,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,40,40
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,10,10
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,3,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,9,9
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,2,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,13,13
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,29,29
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,35,35
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,33,33
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,12,12
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,30,30
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,36,36
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,7,7
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-04-01,13,13
