municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,10,10
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,15,15
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,46,46
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,14,14
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,563,563
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,31,31
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,32,32
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,61,61
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,15,15
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,8,8
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,45,45
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,278,278
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,82,82
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,6,6
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,341,341
SANTA ROSA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,22,22
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,9,9
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,19,19
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,7,7
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,12,12
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,254,254
TACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
TACACOMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,13,13
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,9,9
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,27,27
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,22,22
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,24,24
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1447,1447
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,79,79
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,26,26
TIAWANACU,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,15,15
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,34,34
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,12,12
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
TOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,175,175
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,17,17
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,19,19
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,22,22
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,6,6
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,37,37
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,148,148
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,4,4
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,6,6
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,8,8
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,34,34
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,28,28
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,4,4
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,20,20
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,8,8
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,26,26
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,14,14
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,131,131
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,21,21
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,69,69
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,6,6
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,14,14
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,35,35
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-04-01,46,46
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,49,49
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,9,9
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,8,8
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,14,14
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,24,24
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,25,25
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,16,16
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,52,52
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,8,8
BOLPEBRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,8,8
CAIROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,18,18
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,21,21
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,17,17
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,35,35
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,14,14
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,9,9
CHIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,24,24
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,14,14
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1268,1268
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,17,17
COLPA BELGICA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,9,9
COMANCHE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
CONCEPCION,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,32,32
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,58,58
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,16,16
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,387,387
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,31,31
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,32,32
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,42,42
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,642,642
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,15,15
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,10,10
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,13,13
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,237,237
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,8,8
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
LLICA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,5,5
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,50,50
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,19,19
MAIRANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,16,16
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,19,19
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,17,17
MOJINETE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,19,19
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,30,30
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,81,81
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,12,12
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,9,9
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,104,104
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,14,14
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,44,44
PAILON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,54,54
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,11,11
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,14,14
PORCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,16,16
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
POSTRER VALLE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,49,49
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,42,42
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,9,9
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,2,2
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,7,7
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,29,29
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,693,693
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,237,237
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,26,26
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,40,40
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,239,239
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,31,31
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,6,6
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-05-01,3,3
