municipality,group,variable,month,RN con apego precoz,TOTAL
HUANUNI,atencion de partos en servicios,rn con apego precoz,2015-04-01,18,18
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
HUARINA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
ICHOCA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
ICLA,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2015-04-01,11,11
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2015-04-01,13,13
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2015-04-01,58,58
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2015-04-01,66,66
LA PAZ,atencion de partos en servicios,rn con apego precoz,2015-04-01,522,522
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
LAJA,atencion de partos en servicios,rn con apego precoz,2015-04-01,12,12
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
LLICA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
LORETO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
LURIBAY,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
MACHARETI,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2015-04-01,14,14
MAPIRI,atencion de partos en servicios,rn con apego precoz,2015-04-01,27,27
MECAPACA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
MINEROS,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
MIZQUE,atencion de partos en servicios,rn con apego precoz,2015-04-01,25,25
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
MOJINETE,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,10,10
MONTERO,atencion de partos en servicios,rn con apego precoz,2015-04-01,65,65
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
OCURI,atencion de partos en servicios,rn con apego precoz,2015-04-01,9,9
OKINAWA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
ORURO,atencion de partos en servicios,rn con apego precoz,2015-04-01,284,284
PADCAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,9,9
PADILLA,atencion de partos en servicios,rn con apego precoz,2015-04-01,13,13
PAILON,atencion de partos en servicios,rn con apego precoz,2015-04-01,32,32
PALCA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2015-04-01,24,24
PAMPA AULLAGAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2015-04-01,12,12
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
PASORAPA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,24,24
PAZÑA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
PELECHUCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
POCOATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
POCONA,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2015-04-01,14,14
POOPO,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
PORCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
POROMA,atencion de partos en servicios,rn con apego precoz,2015-04-01,10,10
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2015-04-01,21,21
PORVENIR,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
POTOSI,atencion de partos en servicios,rn con apego precoz,2015-04-01,168,168
PRESTO,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
PUCARANI,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2015-04-01,46,46
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2015-04-01,30,30
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2015-04-01,87,87
PUNA,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
PUNATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,44,44
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2015-04-01,122,122
QUIME,atencion de partos en servicios,rn con apego precoz,2015-04-01,10,10
RAVELO,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
REYES,atencion de partos en servicios,rn con apego precoz,2015-04-01,21,21
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2015-04-01,169,169
ROBORE,atencion de partos en servicios,rn con apego precoz,2015-04-01,22,22
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2015-04-01,57,57
SACABA,atencion de partos en servicios,rn con apego precoz,2015-04-01,188,188
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
SACACA,atencion de partos en servicios,rn con apego precoz,2015-04-01,9,9
SAIPINA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2015-04-01,65,65
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2015-04-01,13,13
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2015-04-01,39,39
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2015-04-01,43,43
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,89,89
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2015-04-01,32,32
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2015-04-01,14,14
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2015-04-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2015-04-01,13,13
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2015-04-01,78,78
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,37,37
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,25,25
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,19,19
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2015-04-01,9,9
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2015-04-01,45,45
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2015-04-01,844,844
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2015-04-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
SENA,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2015-04-01,40,40
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
SICAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2015-04-01,35,35
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
SORACACHI,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
SORATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,10,10
SUCRE,atencion de partos en servicios,rn con apego precoz,2015-04-01,110,110
TACACHI,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
TACACOMA,atencion de partos en servicios,rn con apego precoz,2015-04-01,8,8
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
TAPACARI,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
TARACO,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
TARATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
TARIJA,atencion de partos en servicios,rn con apego precoz,2015-04-01,396,396
TARVITA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2015-04-01,15,15
TIAWANACU,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
TIPUANI,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2015-04-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2015-04-01,22,22
TOCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
TOLATA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
TOLEDO,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TOMAVE,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TOMINA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TORO TORO,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2015-04-01,17,17
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
TUPIZA,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
TURCO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
UMALA,atencion de partos en servicios,rn con apego precoz,2015-04-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
URUBICHA,atencion de partos en servicios,rn con apego precoz,2015-04-01,6,6
UYUNI,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
VACAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,9,9
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2015-04-01,25,25
VIACHA,atencion de partos en servicios,rn con apego precoz,2015-04-01,53,53
VILA VILA,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2015-04-01,120,120
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2015-04-01,143,143
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
VILLAZON,atencion de partos en servicios,rn con apego precoz,2015-04-01,66,66
VINTO,atencion de partos en servicios,rn con apego precoz,2015-04-01,56,56
VITICHI,atencion de partos en servicios,rn con apego precoz,2015-04-01,7,7
WARNES,atencion de partos en servicios,rn con apego precoz,2015-04-01,122,122
YACO,atencion de partos en servicios,rn con apego precoz,2015-04-01,1,1
YACUIBA,atencion de partos en servicios,rn con apego precoz,2015-04-01,148,148
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
YANACACHI,atencion de partos en servicios,rn con apego precoz,2015-04-01,3,3
YAPACANI,atencion de partos en servicios,rn con apego precoz,2015-04-01,88,88
YOCALLA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
YOTALA,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2015-04-01,4,4
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2015-04-01,5,5
ACACIO,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
AIQUILE,atencion de partos en servicios,rn con apego precoz,2015-05-01,26,26
ALALAY,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
ALCALA,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
ANTEQUERA,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
APOLO,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
ARAMPAMPA,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
ARANI,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
ARBIETO,atencion de partos en servicios,rn con apego precoz,2015-05-01,11,11
ARQUE,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2015-05-01,39,39
ATOCHA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
AYATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
AYO AYO,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2015-05-01,18,18
AZURDUY,atencion de partos en servicios,rn con apego precoz,2015-05-01,12,12
BATALLAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
BAURES,atencion de partos en servicios,rn con apego precoz,2015-05-01,10,10
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con apego precoz,2015-05-01,35,35
BETANZOS,atencion de partos en servicios,rn con apego precoz,2015-05-01,12,12
BOLIVAR,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2015-05-01,9,9
CABEZAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,30,30
CAIROMA,atencion de partos en servicios,rn con apego precoz,2015-05-01,10,10
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
CAJUATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,18,18
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
CAMARGO,atencion de partos en servicios,rn con apego precoz,2015-05-01,34,34
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
CAMIRI,atencion de partos en servicios,rn con apego precoz,2015-05-01,54,54
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2015-05-01,12,12
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2015-05-01,17,17
CARANAVI,atencion de partos en servicios,rn con apego precoz,2015-05-01,106,106
CARAPARI,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,58,58
CHAQUI,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2015-05-01,27,27
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2015-05-01,11,11
CHIMORE,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2015-05-01,25,25
CHUMA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
CLIZA,atencion de partos en servicios,rn con apego precoz,2015-05-01,37,37
COBIJA,atencion de partos en servicios,rn con apego precoz,2015-05-01,81,81
COCAPATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2015-05-01,749,749
COIPASA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2015-05-01,22,22
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
COLLANA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
COLOMI,atencion de partos en servicios,rn con apego precoz,2015-05-01,22,22
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2015-05-01,10,10
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
COMARAPA,atencion de partos en servicios,rn con apego precoz,2015-05-01,30,30
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2015-05-01,32,32
COPACABANA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
CORIPATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,14,14
COROICO,atencion de partos en servicios,rn con apego precoz,2015-05-01,21,21
CORQUE,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2015-05-01,10,10
COTOCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,73,73
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,15,15
CUEVO,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
CULPINA,atencion de partos en servicios,rn con apego precoz,2015-05-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
EL ALTO,atencion de partos en servicios,rn con apego precoz,2015-05-01,866,866
EL CHORO,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
EL TORNO,atencion de partos en servicios,rn con apego precoz,2015-05-01,49,49
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2015-05-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2015-05-01,27,27
ESCOMA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
EXALTACION,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2015-05-01,12,12
GUANAY,atencion de partos en servicios,rn con apego precoz,2015-05-01,18,18
GUAQUI,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
HUACARETA,atencion de partos en servicios,rn con apego precoz,2015-05-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
HUANUNI,atencion de partos en servicios,rn con apego precoz,2015-05-01,27,27
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
HUARINA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
ICLA,atencion de partos en servicios,rn con apego precoz,2015-05-01,9,9
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2015-05-01,13,13
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2015-05-01,64,64
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2015-05-01,59,59
LA PAZ,atencion de partos en servicios,rn con apego precoz,2015-05-01,585,585
LAJA,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
LLICA,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
LURIBAY,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
MACHARETI,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2015-05-01,20,20
MAPIRI,atencion de partos en servicios,rn con apego precoz,2015-05-01,20,20
MECAPACA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
MIZQUE,atencion de partos en servicios,rn con apego precoz,2015-05-01,25,25
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2015-05-01,9,9
MONTERO,atencion de partos en servicios,rn con apego precoz,2015-05-01,73,73
MORO MORO,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
OCURI,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
OKINAWA,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
ORURO,atencion de partos en servicios,rn con apego precoz,2015-05-01,334,334
PADCAYA,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
PADILLA,atencion de partos en servicios,rn con apego precoz,2015-05-01,18,18
PAILON,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
PALCA,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2015-05-01,35,35
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
PASORAPA,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2015-05-01,32,32
PAZÑA,atencion de partos en servicios,rn con apego precoz,2015-05-01,2,2
PELECHUCO,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
POCOATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
POCONA,atencion de partos en servicios,rn con apego precoz,2015-05-01,8,8
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2015-05-01,12,12
PORCO,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
POROMA,atencion de partos en servicios,rn con apego precoz,2015-05-01,14,14
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2015-05-01,32,32
POTOSI,atencion de partos en servicios,rn con apego precoz,2015-05-01,37,37
PRESTO,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
PUCARANI,atencion de partos en servicios,rn con apego precoz,2015-05-01,14,14
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2015-05-01,5,5
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2015-05-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2015-05-01,39,39
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2015-05-01,17,17
PUERTO SILES,atencion de partos en servicios,rn con apego precoz,2015-05-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2015-05-01,24,24
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2015-05-01,97,97
PUNA,atencion de partos en servicios,rn con apego precoz,2015-05-01,17,17
PUNATA,atencion de partos en servicios,rn con apego precoz,2015-05-01,41,41
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2015-05-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2015-05-01,135,135
QUIME,atencion de partos en servicios,rn con apego precoz,2015-05-01,6,6
RAVELO,atencion de partos en servicios,rn con apego precoz,2015-05-01,7,7
REYES,atencion de partos en servicios,rn con apego precoz,2015-05-01,23,23
