,group,variable,month,NÚMERO DE MUJERES CON IVAA POSITIVOS < 15,NÚMERO DE MUJERES CON IVAA POSITIVOS 15 - 19,NÚMERO DE MUJERES CON IVAA POSITIVOS 20 - 34,NÚMERO DE MUJERES CON IVAA POSITIVOS 35 - 49,NÚMERO DE MUJERES CON IVAA POSITIVOS 50 Y +,TOTALES
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,4,2,0,6
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,0,0,2,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,8,7,6,21
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,4,2,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,1,8,2,0,11
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,2,1,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,2,12,6,0,20
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,0,3,4,7
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,3,5,2,10
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,0,2,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,2,1,2,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,6,1,0,7
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-09-01,0,0,0,1,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,3,3,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,3,32,92,36,163
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,18,16,2,37
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,1,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,3,0,0,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,3,4,2,9
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,11,7,5,23
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,5,0,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,3,2,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,4,1,0,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,8,2,0,11
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,2,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,4,32,12,6,54
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,1,2,1,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,21,10,3,34
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-10-01,0,0,1,1,0,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,2,0,0,2
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,2,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,0,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,7,0,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,65,86,24,175
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,16,19,5,40
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,1,1,9,3,4,18
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,3,7,2,12
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,1,1,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,3,4,0,7
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,2,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,2,1,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,3,19,19,5,46
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,11,14,5,30
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,5,2,2,9
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,1,3,1,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,2,0,0,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,1,2,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,0,1,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,0,3,0,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-11-01,0,0,2,0,1,3
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,2,1,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,9,148,76,17,250
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,12,8,9,6,35
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,1,1,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,4,7,0,11
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,2,5,7,0,14
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,4,1,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,0,3,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,4,15,9,4,32
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,3,11,7,1,22
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,9,3,0,12
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,0,4,1,5
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,4,1,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,2,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,1,2,0,3
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa positivos,2018-12-01,0,0,0,1,0,1
