municipality,group,variable,month,Tratamientos iniciados en el mes por personal de,TOTAL
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-05-01,381,381
YAMPARAEZ,malaria,tratamientos iniciados en el mes por personal de,2005-05-01,1,1
YAPACANI,malaria,tratamientos iniciados en el mes por personal de,2005-05-01,1,1
ZUDAÑEZ,malaria,tratamientos iniciados en el mes por personal de,2005-05-01,1,1
APOLO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,4,4
AZURDUY,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,23,23
BELLA FLOR,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,7,7
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,57,57
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,12,12
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,6,6
CAMATAQUI (C. VILLA ABECIA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,4,4
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,7,7
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,20,20
COMARAPA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
CONCEPCION,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,2,2
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,12,12
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
GENERAL SAAVEDRA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,434,434
GUTIERREZ,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,2,2
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,2,2
IXIAMAS,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
LA GUARDIA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,4,4
MACHARETI,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
MAGDALENA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,6,6
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,8,8
MOJOCOYA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,16,16
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,21,21
OMEREQUE,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,7,7
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,17,17
PALOS BLANCOS,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
PASORAPA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,4,4
PORVENIR,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,4,4
PUERTO GONZALO MORENO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,7,7
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,16,16
PUNA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
RIBERALTA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,758,758
SAIPINA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
SAMAIPATA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
SAN BORJA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,2,2
SAN IGNACIO DE VELASCO,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,49,49
SAN JOAQUIN,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
SAN LORENZO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,13,13
SAN LORENZO(TJA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
SAN PEDRO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
SAN RAFAEL,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,2,2
SANTA ROSA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
SENA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,51,51
SOPACHUY,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
TARIJA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
TEOPONTE,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
VALLEGRANDE,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,3,3
VILA VILA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,6,6
VILLA NUEVA (LOMA ALTA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),malaria,tratamientos iniciados en el mes por personal de,2005-06-01,13,13
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,75,75
ZUDAÑEZ,malaria,tratamientos iniciados en el mes por personal de,2005-06-01,1,1
APOLO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,4,4
AZURDUY,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,3,3
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,14,14
BELLA FLOR,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,35,35
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,9,9
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,3,3
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,8,8
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,13,13
CULPINA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,6,6
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,7,7
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,4,4
FILADELFIA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,379,379
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
LA GUARDIA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,3,3
LAGUNILLAS,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,3,3
MACHARETI,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
MAGDALENA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
MAIRANA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,4,4
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,46,46
OMEREQUE,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,18,18
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,9,9
PUERTO GONZALO MORENO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,5,5
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,3,3
PUERTO SILES,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
RIBERALTA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,551,551
RURRENABAQUE,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
SAN BORJA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
SAN JOAQUIN,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
SAN LORENZO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,14,14
SAN RAMON,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
SANTA ANA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
SANTA ROSA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
SENA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,27,27
TARVITA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
TEOPONTE,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
VALLEGRANDE,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
VILLA NUEVA (LOMA ALTA),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,16,16
VILLA SERRANO,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,44,44
YAPACANI,malaria,tratamientos iniciados en el mes por personal de,2005-07-01,2,2
ARAMPAMPA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
ASCENCION DE GUARAYOS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
AZURDUY,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,4,4
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,10,10
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,17,17
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,5,5
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,4,4
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,9,9
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,18,18
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,13,13
COMARAPA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
CONCEPCION,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
CULPINA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
EL PUENTE(TJA),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,5,5
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,4,4
GENERAL SAAVEDRA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,4,4
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,210,210
GUTIERREZ,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,3,3
LA GUARDIA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
LA PAZ,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,4,4
LAGUNILLAS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,5,5
MACHARETI,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,9,9
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,3,3
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,30,30
OMEREQUE,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,38,38
PALOS BLANCOS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,16,16
PORVENIR,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,3,3
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,9,9
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,6,6
RIBERALTA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,550,550
SAN BORJA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
SAN IGNACIO DE VELASCO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,21,21
SAN JULIAN,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,3,3
SAN LORENZO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,11,11
SAN LUCAS,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,8,8
SAN PEDRO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
SANTA ROSA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
SENA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,32,32
TARABUCO,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
VALLEGRANDE,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
VILA VILA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
VILLA NUEVA (LOMA ALTA),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,5,5
VILLA TUNARI,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,54,54
ZUDAÑEZ,malaria,tratamientos iniciados en el mes por personal de,2005-08-01,1,1
AIQUILE,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
ARAMPAMPA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
ASCENCION DE GUARAYOS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
AZURDUY,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,6,6
BELLA FLOR,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,7,7
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,4,4
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,11,11
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,8,8
COLCAPIRHUA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
CULPINA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,5,5
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,7,7
FILADELFIA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,17,17
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,185,185
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,8,8
INCAHUASI,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
LA PAZ,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
LAGUNILLAS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
MAGDALENA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,40,40
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
MOJOCOYA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,21,21
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,11,11
PADILLA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
PALOS BLANCOS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,7,7
PORTACHUELO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
PUERTO GONZALO MORENO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,4,4
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,7,7
RIBERALTA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,469,469
RURRENABAQUE,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
SAMAIPATA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
SAN BORJA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
SAN IGNACIO DE VELASCO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,31,31
SAN JOAQUIN,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
SAN LORENZO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,6,6
SAN LORENZO(TJA),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
SAN LUCAS,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,5,5
SAN RAMON,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
SENA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,36,36
TEOPONTE,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
TOMINA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
VALLEGRANDE,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,3,3
VILLA MONTES,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,10,10
VILLA NUEVA (LOMA ALTA),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,4,4
VILLA SERRANO,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
VILLA TUNARI,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,tratamientos iniciados en el mes por personal de,2005-09-01,9,9
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,107,107
ZUDAÑEZ,malaria,tratamientos iniciados en el mes por personal de,2005-09-01,1,1
AIQUILE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,13,13
BELLA FLOR,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,6,6
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,36,36
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,4,4
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,7,7
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,3,3
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,28,28
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,6,6
CULPINA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,5,5
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
FILADELFIA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,367,367
GUTIERREZ,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
LA GUARDIA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,3,3
LA PAZ,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,3,3
MAIRANA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,66,66
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,23,23
OKINAWA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
OMEREQUE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,5,5
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,12,12
PALOS BLANCOS,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
POJO (CBBA),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
POROMA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,27,27
PORVENIR,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
PUERTO GONZALO MORENO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,19,19
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,7,7
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,9,9
RIBERALTA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,524,524
RURRENABAQUE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
SAMAIPATA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
SAN BUENA VENTURA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
SAN IGNACIO DE VELASCO,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,26,26
SAN LORENZO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,15,15
SAN PEDRO DE BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,15,15
SAN PEDRO(PND),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
SAN RAFAEL,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
SENA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,25,25
SOPACHUY,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,2,2
TEOPONTE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,1,1
VALLEGRANDE,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,3,3
VILLA MONTES,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,10,10
VILLA NUEVA (LOMA ALTA),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),malaria,tratamientos iniciados en el mes por personal de,2005-10-01,4,4
YACUIBA,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,86,86
YAPACANI,malaria,tratamientos iniciados en el mes por personal de,2005-10-01,3,3
AZURDUY,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,5,5
BAURES,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,3,3
BERMEJO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,9,9
BUENA VISTA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,10,10
CABEZAS,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
CAMARGO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,1,1
CARANAVI,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
CARAPARI,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,9,9
COBIJA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,16,16
EL TORNO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
EL VILLAR,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,19,19
ENTRE RIOS,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
EUREKA (SANTOS MERCADO),malaria,tratamientos iniciados en el mes por personal de,2005-11-01,6,6
FILADELFIA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,3,3
GUANAY,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,23,23
GUAYARAMERIN,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,349,349
GUTIERREZ,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,2,2
HUACARETA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,2,2
LA PAZ,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,7,7
MAIRANA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,3,3
MAPIRI,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,85,85
MIZQUE,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,1,1
MOJOCOYA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
MONTEAGUDO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),malaria,tratamientos iniciados en el mes por personal de,2005-11-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,tratamientos iniciados en el mes por personal de,2005-11-01,26,26
OMEREQUE,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,2,2
PADCAYA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,16,16
PALOS BLANCOS,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,3,3
POROMA,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,2,2
PORONGO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,14,14
PORTACHUELO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,1,1
PORVENIR,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,3,3
PUERTO GONZALO MORENO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,6,6
PUERTO RICO,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,8,8
PUERTO VILLARROEL,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,1,1
REYES,malaria,tratamientos iniciados en el mes por personal de,2005-11-01,20,20
