,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,0,2
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,0,3
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,2,5
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,4,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,1,3
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,2,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
LAJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
MECAPACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,2,4
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,3,6
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,1,3
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,2,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,3,1,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,15,12,27
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,3,4
TARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,2,2,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-07-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,3,4
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,2,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,1,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
"COLCHA ""K""",tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,0,2
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,1,3
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,3,0,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,0,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,3,4,7
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
POROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,4,1,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,1,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,0,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,18,16,34
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,1,3
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,2,0,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,3,0,3
YACO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-08-01,0,1,1
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,2,2
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,2,4
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,2,4
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,3,0,3
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,6,4,10
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
MAIRANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
PALCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,1,3
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,0,2
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,3,0,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,14,16,30
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,3,4
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
SOPACHUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,1,3
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,3,1,4
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,1,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,0,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,2,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,2,0,2
YOTALA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-09-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,2,1,3
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
CHAQUI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,7,3,10
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,2,0,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,2,0,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,3,2,5
INQUISIVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,3,1,4
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,3,0,3
OCURI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,1,2
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,2,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
PAILON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,1,2
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,3,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
SACACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,25,22,47
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,2,2
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,4,1,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-10-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,6,5,11
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,3,2,5
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,2,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,3,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,2,3
LURIBAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,2,2
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,4,3,7
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,4,2,6
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,10,10,20
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,2,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,3,4
YAMPARAEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,1,0,1
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-11-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,3,2,5
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,3,0,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,1,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,3,4
ICLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,2,1,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,2,1,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,3,0,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,1,2
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,16,16,32
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,3,2,5
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-12-01,1,0,1
