,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
SAN PEDRO DE MACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,3,5,5,17
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,3,1,0,4
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,0,1,1,2
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,1,1,2,5
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,3,6,6,17
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,4,0,0,8
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,2,4,0,6
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,459,348,100,85,992
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,3,0,0,7
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,9,9,3,8,29
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,1,1,3
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,0,2,2,6
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,3,3,1,8
SANTIVAÑES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,1,4,3,10
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,0,1,2,3
SAPAHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,3,1,0,8
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,2,8,6,18
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,12,19,7,9,47
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,9,15,6,6,36
SICAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,0,5,0,5
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,15,15,4,13,47
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,1,1,3
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,3,2,6
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,7,4,10,13,34
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,142,148,17,5,312
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,2,2,1,7
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,1,0,0,1
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,2,2,5,10
TAHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,1,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,11,6,10,30
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,7,8,3,6,24
TARACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,2,0,0,3
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,4,8,13,25
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,65,72,25,32,194
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,3,10,4,19
TEOPONTE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,5,1,3,11
TIAHUANACU,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,2,0,0,5
TINGUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,5,3,4,14
TIPUANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,1,2,1,4
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,16,14,23,25,78
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,5,7,12,27
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,1,0,1,2
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,4,1,2,9
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,3,2,6
TOMAVE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,2,0,1,5
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,0,4,0,7
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,5,3,1,11
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,1,3,3,8
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,1,0,0,3
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,0,2,1,3
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,33,30,0,0,63
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,39,14,5,2,60
TURCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,0,1,0,5
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,0,2,1,3
UNCIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,8,7,8,26
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,6,2,8,17
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,3,0,0,6
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,6,7,0,0,13
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,7,2,2,2,13
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,7,17,0,2,26
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,24,9,6,7,46
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,2,2,2,1,7
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,9,3,4,19
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,15,18,5,4,42
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,1,3,2,7
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,4,1,2,8
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,5,2,8,0,15
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,40,42,11,11,104
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,5,4,2,2,13
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,19,20,3,3,45
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,6,6,18,17,47
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,4,4,1,10
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,70,66,11,8,155
YACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,1,2,0,3
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,34,22,12,8,76
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,0,4,0,0,4
YANACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,0,0,1
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,19,13,21,15,68
YOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,1,0,1,5
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,3,1,5,1,10
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,1,0,1,3,5
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-03-01,4,4,0,2,10
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,2,1,4
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,7,5,4,22
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,12,8,1,0,21
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,6,6,7,25
ALALAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,1,2
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,0,1,1
ALTO BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,5,0,1,11
ANCORAIMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,2,9,6,20
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,1,2
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,5,6
APOLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,7,3,5,11,26
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,1,1,3
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,5,0,0,9
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,9,5,3,2,19
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,0,2,2,8
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,16,16,2,1,35
ATOCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,7,4,6,7,24
AUCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,6,0,1,7
AYATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,4,3,5,14
AYO AYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,12,13,13,43
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,6,3,5,15
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,8,3,1,2,14
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,9,0,0,9
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,1,1,3
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,1,2,4,10
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,7,7,11,5,30
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,5,12,6,27
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,2,0,2
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,0,1
BOYUIBE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,1,0,3
BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,12,5,0,0,17
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,16,12,6,2,36
CAIROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,1,3,0,6
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,1,1,0,6
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,0,3,8
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,1,6,12
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,3,0,1,7
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,5,3,3,15
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,6,5,3,20
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,4,6,4,18
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,4,0,1,5
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,9,3,4,18
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,14,25,11,16,66
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,7,5,4,5,21
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,1,3,5
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,3,3,1,8
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,14,15,24,22,75
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,4,0,1,10
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,11,5,17,16,49
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,1,3,0,6
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,2,2,4,9
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,8,11,19,12,50
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,0,0,1
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,0,1,1
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,3,1,2,12
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,1,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,3,4
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,2,5,3,12
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,7,19,9,38
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,21,13,3,5,42
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,6,9,14,35
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,225,192,32,29,478
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,15,15,5,2,37
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,8,2,2,15
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,16,14,11,6,47
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,4,0,0,5
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,4,1,2,8
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,2,0,0,6
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,0,1,4,8
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,0,1
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,9,11,0,2,22
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,13,14,12,42
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,2,2,1,8
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,2,3,0,11
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,3,0,1,4
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,4,3,2,15
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,2,1,8
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,10,3,9,26
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,20,20,3,5,48
CRUZ DE MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,12,6,7,2,27
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,1,0,2
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,0,1,1
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,6,3,0,11
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,5,3,1,11
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,3,4
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,149,148,139,203,639
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,5,2,0,11
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,6,1,3,16
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,46,35,3,7,91
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,1,0,0,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,13,15,0,2,30
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,24,19,4,7,54
ESCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,1,2
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,1,1,4
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,3,4
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,0,1
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,2,0,0,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,2,3,10
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,0,0,1,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,5,2,0,13
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,4,0,1,7
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,4,9,14,32
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,0,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,7,4,5,20
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,9,12,6,11,38
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,4,2,10,18
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,0,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,6,12,20
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,1,1,4
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,4,0,0,5
HUATAJATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,0,2,3
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,2,1,2,6
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,3,3,11
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,1,1,3,7
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,0,0,2,6
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,8,9,6,2,25
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,3,0,2,6
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,2,3,4,12
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,9,10,6,3,28
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,51,41,9,10,111
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,224,230,8,20,482
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,6,2,6,18
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,6,5,12,8,31
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,2,0,0,3
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,1,1,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,3,17,23,47
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,2,0,0,5
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,4,4,3,13
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,3,0,0,5
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,3,1,0,8
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,3,13,9,30
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,4,3,15,11,33
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,8,8,3,2,21
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,3,0,0,0,3
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,13,12,28,20,73
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,5,3,6,6,20
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,2,2,3,2,9
MOJINETE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,0,0,0,1,1
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,0,0,2
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,15,11,2,2,30
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,30,29,49,67,175
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-04-01,1,1,2,1,5
