,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-03-01,3,1,1,0,5
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-03-01,0,0,1,1,2
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-03-01,0,1,0,0,1
YOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-03-01,2,0,0,0,2
YUNCHARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-03-01,0,1,0,0,1
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,3,0,5
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,2,0,4
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,3,0,0,5
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,2,13,11,28
ANTEQUERA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
ARBIETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,2,3
ATOCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,2,5,8
AUCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,4,0,0,7
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,1,3,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,2,3
AZURDUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,1,1,4
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
BAURES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,8,8,0,0,16
BELLA FLOR,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,2,0,4
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,3,1,0,7
BOLIVAR,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,0,1,4
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,1,0,3
CAIROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,3,2,3,8
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,3,2,2,8
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,0,0,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,3,0,0,4
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
CARIPUYO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,3,1,0,4
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,3,7,2,15
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,4,6,0,0,10
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,3,10,6,19
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,4,2,3,1,10
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,3,5,8
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,4,3,7
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,6,0,0,8
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,3,4
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,67,42,13,15,137
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,9,7,2,1,19
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,1,0,3
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,4,0,0,5
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,1,1,3
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,7,0,0,10
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,5,1,0,6
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,16,18,12,6,52
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,1,3,7
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,2,2,5
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,1,2,5
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,0,1,4
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,2,0,0,7
CULPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
CURVA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,51,55,34,73,213
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,0,0,0,3
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,3,0,1,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,13,6,0,3,22
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,2,0,0,5
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,6,15,21
GUAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
HUACARETA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,2,2
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,7,8
HUARACAJE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,1,2
HUMANATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,2,8,10
ICHOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,2,0,0,4
INQUISIVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,3,7,7,18
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,6,3,5,6,20
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,14,21,4,0,39
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,111,98,23,34,266
LAJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
LAS CARRERAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,3,6,11
LORETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,3,0,0,8
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,3,0,0,3
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,1,0,0,4
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,2,1,4
MALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,2,2,4
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,2,1,0,8
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,3,0,1,6
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
MOCOMOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,3,4
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,6,7,10,25
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,11,12,14,14,51
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,5,4,12
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,7,1,0,10
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
PAZÑA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
PELECHUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,3,0,0,5
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,2,3
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
POOPO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,2,0,0,4
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,12,9,3,4,28
PUCARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,0,0,2
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
PUERTO CARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,7,146,153,308
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,8,6,5,6,25
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,1,2,4
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
QUIABAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,6,8,32,42,88
QUIME,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,4,2,1,8
QUIRUSILLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,6,4,7,2,19
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,3,1,5
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,19,14,7,9,49
SACACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,1,2
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,3,2,5
SAN BENITO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,5,10,17
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,3,1,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,2,1,0,5
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,0,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,16,19,55,45,135
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,3,0,0,4
SAN LUCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,1,0,2
SAN PEDRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,14,13,10,7,44
SAN RAMON BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,19,22,41
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,96,93,55,66,310
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,4,2,0,0,6
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,3,1,4
SANTIVAÑES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,2,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,3,1,0,5
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,5,6,2,18
SORACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,11,18,2,4,35
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,3,5,2,15
TACOBAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,0,0,0,3
TACOPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,2,3
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,5,3,2,13
TARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
TARACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,2,0,1,3
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,7,11,10,4,32
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,1,2
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,7,4,14
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,3,1,6,4,14
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,10,12,12,12,46
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
TOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
TOLATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
TOLEDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
TOMAVE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
TOTORA(ORR),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
TRIGAL,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,5,3,3,1,12
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,2,1,5
TURCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,1,4,5
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,0,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,0,2,1,3
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,9,6,0,0,15
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,1,2,0,5
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,1,0,2
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,6,7,1,0,14
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,2,0,1,5
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,2,4,5,6,17
VITICHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,1,4
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,8,7,10,9,34
YACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,1,2
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,4,3,0,2,9
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,18,9,4,1,32
YOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
YUNCHARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-04-01,1,0,2,1,4
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,0,4,7,13
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,3,1,24,21,49
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,2,1,0,5
AIQUILE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,1,2
ALALAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,0,2,2
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,0,0,2
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,0,0,2
ANTEQUERA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,5,14,21
ARAMPAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,2,0,2
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
ARQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,2,0,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,4,0,5
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,1,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,0,1,1
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,8,6,17,22,53
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,8,5,4,7,24
BOLIVAR,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,1,0,0,3
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,1,0,0,3
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,2,3,3,9
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,1,1,3
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,0,0,1
CAMARGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,4,1,0,0,5
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,2,0,0,2
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,0,1,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,2,3,2,9
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,2,0,2
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,1,2
CARIPUYO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,1,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,0,1,2
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,2,0,2
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,2,2,6,10
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,5,1,1,2,9
CHUA COCANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,8,7,16
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,4,0,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,0,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,0,1,2
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,6,3,6,14,29
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,1,0,3
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,49,46,18,29,142
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,5,10,6,1,22
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,3,4,9
COLLANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,0,0,1
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,0,0,1
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,5,4,0,0,9
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,1,0,1,3
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,0,2,3
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,3,3,4,11
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,0,1,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,4,3,14,21,42
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,0,1,1,2,4
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,10,11,4,1,26
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-05-01,1,0,0,0,1
