,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,13,10,65,78,166
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,0,1,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,4,0,0,5
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,2,0,0,1,3
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,1,21,14,37
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-06-01,1,0,3,2,6
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
AYO AYO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
BAURES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,34,0,0,0,34
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,2,0,0,0,2
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,4,2,2,2,10
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,3,0,0,3
"COLCHA ""K""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,2,1,6,3,12
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,6,7,1,0,14
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
GUAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,2,2
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,9,9,9,28
LORETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,5,5,10
MACHACAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,6,7,0,0,13
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,6,4,1,1,12
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,3,2,13,16,34
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,2,1,0,0,3
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,1,2
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,1,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,1,2
SABAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,1,0,0,2
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,1,1,2
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,7,1,9
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,7,3,10
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,3,3,6
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,6,19,2,2,29
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,2,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,3,7,15,6,31
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,3,6,2,1,12
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,2,0,0,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,0,1
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-07-01,0,1,0,1,2
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,13,0,0,0,13
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,1,0,0,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,2,2,4
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,4,7,1,1,13
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,0,0,1
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,1,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,9,4,5,6,24
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,13,3,0,0,16
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,3,4,2,1,10
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,3,2,0,2,7
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,1,0,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,1,2,4
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,0,1,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,3,2,0,1,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,2,0,1,0,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,3,1,0,0,4
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,1,0,0,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,1,2,0,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,0,0,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,0,0,1
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,28,30,46,49,153
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,1,2
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,3,3,1,7,14
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,3,0,0,3
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,0,1,2
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,1,3,0,0,4
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,15,0,2,1,18
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-08-01,0,1,1,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
BAURES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,2,1,1,4
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,2,4,7
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,2,0,2
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,3,3,1,8,15
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,2,5,8
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,1,1,3
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,9,5,2,5,21
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,2,0,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
EXALTACION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,1,0,0,2
FILADELFIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,0,1
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,2,0,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,3,3,1,1,8
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,2,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,1,1,3
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,4,3,0,8
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,2,1,1,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,7,4,1,1,13
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,1,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,2,1,1,4
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,5,2,7
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,1,2
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,0,1,2
SABAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,2,2,1,6
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,4,2,6
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,2,1,0,0,3
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,26,25,74,89,214
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,2,1,3
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,1,0,0,2
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,3,3,1,1,8
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,2,0,2
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,2,2,0,4
TOMINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,2,8,2,5,17
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,2,0,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,4,5
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-09-01,2,4,4,5,15
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,2,1,3
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,3,3,6
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,2,5,5,3,15
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,1,2
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,2,3
CUEVO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,2,2,5
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,8,6,5,6,25
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,1,0,1,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,1,0,1,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,2,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,2,0,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,1,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,6,5,1,4,16
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,2,2,0,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,3,0,0,4
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,2,3,2,8
POCOATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,3,1,4,4,12
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,1,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,9,7,0,0,16
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,2,0,0,2
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,4,1,0,1,6
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,3,3,0,1,7
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,4,4,4,0,12
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,2,2,2,2,8
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,0,1,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,1,2,4
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,20,31,34,23,108
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,1,1,3
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,1,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,2,1,1,0,4
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,2,0,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,5,2,1,4,12
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,1,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,2,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,2,0,3
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,5,8,8,4,25
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,1,0,0,1
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-10-01,0,0,12,10,22
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,2,1,0,0,3
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,9,6,2,2,19
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,1,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,3,3,4,4,14
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,1,1,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,7,3,1,0,11
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,1,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,1,2
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,1,2,3
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,0,1
POSTRER VALLE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,2,1,1,0,4
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,1,0,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,0,2,2
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,11,21,2,2,36
