,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO < 15,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 - 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 - 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 - 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,TOTALES
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,0,1,0,0,1
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-04-01,0,0,1,1,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,0,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,2,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,22,14,1,38
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,2,0,0,3
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,2,1,0,3
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,3,0,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,13,6,0,19
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,2,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,2,2,12,4,0,20
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,3,1,0,4
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,4,1,0,5
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,1,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,6,1,0,8
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,2,0,3
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,2,1,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,9,1,0,11
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,1,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,4,17,1,1,23
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,1,0,2
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,3,0,0,3
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,2,0,0,2
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,1,4,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-05-01,0,0,5,0,0,5
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,1,0,1,0,2
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,5,0,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,26,14,0,40
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,2,0,0,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,21,8,0,29
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,6,2,0,0,8
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,0,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,1,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,9,1,0,10
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,1,11,1,0,13
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,1,7,1,0,9
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,1,0,0,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,8,3,0,11
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,4,1,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,5,2,0,7
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,3,0,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,4,1,0,5
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,1,0,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,0,1,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,3,1,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,3,7,3,0,13
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,1,0,3
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,0,0,2
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,4,1,0,5
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,8,5,0,13
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,2,1,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-06-01,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,1,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,1,5,4,0,10
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,1,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,1,1,3
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,2,22,7,0,31
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,0,1,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,0,0,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,1,0,3
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,2,0,3
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,1,6,1,0,8
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,9,1,1,11
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,1,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,0,0,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,1,0,4,0,0,5
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,7,0,0,7
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,4,1,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,2,10,1,0,13
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,7,7,0,14
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,12,4,0,16
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,1,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,1,0,3
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,1,2,0,0,3
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,8,1,0,9
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,0,2,1,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-07-01,0,1,3,0,0,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,1,0,1,0,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,1,5,0,0,6
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,0,1,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,0,2,0,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,3,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,18,12,0,30
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,2,0,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,0,1,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,10,2,0,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,0,1,0,1
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2022-08-01,0,0,1,0,0,1
