,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS < 15,NÚMERO DE IMPLANTES RETIRADOS 15 - 19,NÚMERO DE IMPLANTES RETIRADOS 20 - 34,NÚMERO DE IMPLANTES RETIRADOS 35 - 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,1,0,0,3
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,2,0,5
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,8,1,0,11
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,7,137,17,1,162
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,10,2,0,13
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,1,0,3
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,5,0,0,5
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,5,0,0,6
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,66,9,0,77
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,4,0,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,2,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,3,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,10,0,0,10
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,4,0,0,5
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,3,1,0,6
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,6,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,1,0,5
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,11,4,0,15
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,2,0,4
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,1,0,4
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,1,0,4
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,9,0,0,9
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,6,63,15,0,84
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,3,0,5
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,1,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,1,0,3
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,7,3,0,11
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,22,3,0,27
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,1,0,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,1,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,36,8,0,45
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,1,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,4,1,0,6
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,5,1,0,6
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,2,0,4
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,5,0,0,5
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,2,0,0,3
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,3,0,6
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,4,28,3,0,35
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,3,1,0,5
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,6,1,0,7
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,2,0,4
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,2,0,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,26,4,0,31
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,0,0,2
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,3,4,1,0,8
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,2,38,8,1,49
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,0,0,2
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,1,0,5
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,1,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,3,0,0,4
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,11,1,0,12
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,2,0,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,3,2,0,6
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,8,0,0,9
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,10,117,14,0,141
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,1,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,1,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,5,0,0,5
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,1,4,122,20,0,147
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,1,0,2
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,0,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,39,15,0,55
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,2,0,3
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,7,2,0,9
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,2,1,0,3
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,1,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,3,3,7,0,0,13
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,18,1,0,19
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,7,1,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,3,0,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,17,4,0,21
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,0,0,4
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,0,5,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,8,2,0,10
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,5,1,0,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,15,2,0,18
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,7,0,0,7
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,28,5,0,34
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,1,0,5
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,1,2,1,0,4
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-04-01,0,0,4,2,0,6
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,9,3,0,12
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,3,3,0,6
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,7,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,4,0,0,4
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,0,1,0,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,3,0,0,3
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,1,0,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,6,3,0,9
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,5,3,0,8
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,1,0,2
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,7,3,1,11
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,4,2,0,6
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,10,2,0,13
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,3,0,5
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,0,3,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,3,20,2,0,25
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,1,1,98,28,0,128
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,13,3,0,16
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,1,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,0,1,0,2
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,7,1,0,9
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,3,2,0,5
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,6,0,0,7
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,3,0,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,0,2,0,3
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,67,9,0,77
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,6,2,0,8
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,1,8,1,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,6,1,0,7
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,0,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,2,0,0,0,2
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,2,1,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-05-01,0,0,1,2,0,3
