,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS < 15,NÚMERO DE IMPLANTES INSERTADOS 15 - 19,NÚMERO DE IMPLANTES INSERTADOS 20 - 34,NÚMERO DE IMPLANTES INSERTADOS 35 - 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,TOTALES
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,6,0,0,6
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,6,2,0,8
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,0,0,5
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,1,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,0,1,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,9,2,0,12
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,0,0,5
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,2,6,1,0,9
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,16,5,0,21
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,8,195,27,0,230
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,2,1,2,0,5
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,3,2,1,4,0,10
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,0,1,0,1
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,1,0,5
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,3,0,0,4
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,5,0,0,8
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,4,12,1,0,18
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,0,0,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,6,13,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,2,0,5
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,6,0,0,6
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,5,19,62,7,0,93
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,2,0,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,8,3,0,12
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,2,0,4
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,1,0,2
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,2,0,7
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,5,2,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,16,251,20,0,287
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,6,0,0,7
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,5,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,8,1,0,9
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,1,1,1,0,4
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,1,0,5
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,0,0,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,11,0,0,14
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,3,0,0,4
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,1,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,2,0,0,5
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,7,1,0,8
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,2,0,4
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,0,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,1,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,14,88,18,0,120
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,2,0,4
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,2,18,1,0,21
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,2,0,6
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,1,0,3
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,0,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,5,15,3,0,23
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,2,0,4
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,0,0,5
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,4,1,0,6
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,16,36,5,0,58
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,2,3,4,1,0,10
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,4,48,6,0,58
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,0,5,0,0,6
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,8,2,0,11
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,0,2,0,0,3
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,3,7,0,0,11
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,32,112,15,0,159
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,5,4,2,0,11
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,4,1,0,8
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,14,1,0,16
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,0,1,0,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,3,11,10,0,24
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,6,12,29,2,0,49
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,1,0,3
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,1,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,6,25,3,0,34
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,2,5,1,0,8
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,1,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,1,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,1,0,4
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,5,1,0,7
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,5,8,2,0,16
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,5,1,0,7
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,2,1,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,6,46,231,48,0,331
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,0,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,3,3,0,7
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,2,0,6
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,0,0,4
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,2,0,5
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,0,0,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,1,0,5
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,7,1,0,8
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,46,182,20,0,249
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,0,0,3
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,3,0,0,3
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,8,0,0,9
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,1,0,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,5,76,29,0,110
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,0,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,0,0,4
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,4,0,0,4
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,1,0,2
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,1,0,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,3,0,0,4
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,10,14,6,0,30
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,6,24,6,0,36
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,0,2,0,2
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,9,1,0,11
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,1,4,38,3,0,46
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,2,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,4,22,1,0,27
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,25,100,14,0,139
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,2,12,0,0,14
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,5,38,12,0,55
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,2,1,0,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-03-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,1,0,2
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,2,15,0,1,18
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,0,0,0,0
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,3,1,0,4
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,2,2,0,5
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,2,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,1,0,0,2
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,2,12,2,0,16
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,3,1,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,3,0,0,4
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,5,2,0,7
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,1,1,1,0,0,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,11,24,1,0,36
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,2,1,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,3,1,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,1,2,9,3,0,15
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,0,2,0,2
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,0,1,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,0,1,0,2
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,4,22,2,0,28
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,3,0,0,4
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,3,0,0,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,12,1,0,13
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,2,1,6,1,0,10
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,65,155,86,3,309
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,1,0,2
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,2,2,0,4
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,3,1,0,4
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,1,1,5,0,0,7
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,9,2,0,11
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,2,0,0,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,4,2,0,6
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,3,14,0,0,17
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,3,3,1,0,7
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,4,1,1,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,14,155,18,1,188
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,1,0,6,2,0,9
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,2,2,0,2,6
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,7,27,4,0,38
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,4,1,0,5
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,1,1,1,0,3
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,6,9,12,1,0,28
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,2,1,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,7,12,0,0,19
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,2,0,0,2
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,15,22,2,0,39
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,5,0,0,5
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2022-04-01,0,0,8,4,0,12
