,group,variable,month,NÚMERO DE DIU'S RETIRADOS < 15,NÚMERO DE DIU'S RETIRADOS 15 - 19,NÚMERO DE DIU'S RETIRADOS 20 - 34,NÚMERO DE DIU'S RETIRADOS 35 - 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,TOTALES
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,1,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,1,14,6,1,22
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,2,2,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,2,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,1,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,2,0,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,2,17,20,2,41
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,0,1,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,0,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,4,0,0,4
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,6,4,2,12
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,2,1,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,2,0,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,4,1,0,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,1,2,2,0,5
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,1,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,31,10,2,43
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,4,0,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,13,11,1,25
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,0,1,1
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,2,1,1,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,32,11,2,45
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,3,0,0,3
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,3,0,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,2,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,6,7,0,13
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-05-01,0,0,1,1,0,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,0,1,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,32,14,4,50
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,5,7,1,13
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,2,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,16,13,0,29
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,1,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,1,2,1,0,4
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,2,4,0,6
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,2,0,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,1,0,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,3,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,4,0,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,3,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,2,2,16,13,2,35
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,3,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,20,14,2,36
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,3,19,17,1,40
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,2,3,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,1,0,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,0,1,1,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,1,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,3,5,0,8
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-06-01,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,1,0,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,3,0,0,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,2,42,34,2,80
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,1,12,6,1,20
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,0,1,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,2,1,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,1,0,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,17,16,2,35
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,3,2,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,2,1,5
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,4,5,0,9
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,1,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,1,0,0,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,1,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,5,1,0,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,3,3,0,6
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,1,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,5,39,27,2,73
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,17,12,0,29
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,23,4,1,28
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,6,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,1,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,2,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,3,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,5,2,0,7
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-07-01,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,1,1,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,0,2,2
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,1,28,38,3,70
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,2,0,2,0,4
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,1,1,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,1,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,1,7,6,0,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,1,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,17,14,1,32
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,2,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,2,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,3,0,3
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,1,0,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,2,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,1,1,3
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,2,2,30,26,1,61
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,2,2,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,4,28,10,1,43
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,1,8,7,0,16
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2022-08-01,0,0,3,0,0,3
