,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,1,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,10,9,19
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,14,15
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,7,7
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,14,18,32
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,40,40
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,15,20,35
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,17,40,57
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,14,18,32
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,6,6
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,4,33,37
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,4,6,10
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,48,48
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,120,286,406
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,8,9
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,27,20,47
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,6,78,84
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,9,9
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,10,13
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,6,11,17
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,5,12,17
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,3,3
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,24,26
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,8,9
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,10,12
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,18,18
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,12,14
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,21,42,63
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,6,6
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,26,27
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,2,3
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,12,5,17
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,6,4,10
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,8,1,9
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,3,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,18,29,47
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,35,5,40
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,19,19
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,21,53,74
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,9,23,32
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,17,18
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,0,1
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,15,15
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,1,3
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,0,2
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,18,18
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,120,123
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,36,37
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,10,10
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,20,21
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,7,7
PUERTO SILES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,5,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,13,19,32
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,0,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,0,1
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,15,15
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,0,2
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,9,9
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,3,5
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,11,12
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,9,7,16
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,22,22
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,7,41,48
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,3,4
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,4,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,76,78
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,9,9
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,6,6,12
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,6,9
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,3,4
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,4,7,11
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,10,17,27
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,8,9
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,5,4,9
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,35,384,419
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,3,6
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,14,17
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,0,3
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,54,101,155
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,2,4
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,41,41
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,15,15
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,4,4
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,22,104,126
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,8,23,31
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,16,5,21
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,0,3
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,16,17
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,3,3
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,0,1
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,6,6
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,19,21
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,4,4
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,7,9
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,3,6
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,4,0,4
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,3,2,5
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,15,45,60
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,18,50,68
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,27,277,304
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,6,13,19
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,1,0,1
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,2,14,16
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-05-01,0,7,7
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,6,4,10
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,4,7
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,4,4
APOLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,1,2
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,4,101,105
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,25,25
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,2,2
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,2,4
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,11,11
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,6,6
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,9,9
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,18,5,23
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,0,3
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,7,7
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,7,7
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,9,1,10
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,153,62,215
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,19,19
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,17,5,22
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,5,1,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,13,27,40
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,0,3
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,2,3
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,29,32
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,3,5
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,12,12
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,19,22
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,1,3
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,21,0,21
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,25,11,36
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,0,2
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,2,3
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,22,6,28
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,43,0,43
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,4,4
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,25,6,31
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,15,15
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,5,0,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,25,14,39
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,2,3
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,5,0,5
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,4,4
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,5,10,15
QUIME,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,5,5
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,2,5
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
SAN AGUSTIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,21,21
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,7,18,25
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,11,15,26
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,20,23
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,7,0,7
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,1,3
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,10,5,15
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,9,2,11
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,6,0,6
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,11,0,11
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,254,161,415
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,0,3
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,9,10
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,3,5
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,52,25,77
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,8,8
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,9,9
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,0,2
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,23,24,47
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,1,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,3,3
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,2,2
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,20,0,20
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,7,10,17
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,8,10
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,0,2
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,11,11
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,8,1,9
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,2,2
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,3,0,3
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,22,8,30
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,46,2,48
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,18,122,140
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,0,17,17
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-06-01,2,11,13
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,2,2
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,3,4,7
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,1,1
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,1,3
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,2,3
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,11,11
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,4,0,4
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,6,1,7
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,6,0,6
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,5,18,23
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,10,10
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,8,1,9
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,88,23,111
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,25,11,36
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,6,4,10
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,5,1,6
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,4,0,4
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,4,0,4
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,3,0,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,28,30
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,2,3
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,2,2
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,5,7
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,22,0,22
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,22,1,23
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,1,1
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,3,3
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,7,2,9
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,6,6
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,2,2
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,11,5,16
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,36,4,40
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,1,1
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,40,7,47
