municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,3,3
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,18,18
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,3,3
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,35,35,8,8
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,25,25,0,0
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,6,6
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,20,20,11,11
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,13,13
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,45,45,2,2
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,41,41,44,44
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,38,38
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,2,2
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,9,9,8,8
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,37,37,10,10
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,298,298,5,5
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,26,26,62,62
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,4,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,3,3
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,15,15,44,44
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,32,32,11,11
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,8,8
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,578,578,14,14
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,18,18,19,19
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,25,25,5,5
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,36,36,15,15
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,23,23
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,43,43,21,21
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,2,2
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,10,10,1,1
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,7,7
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,2,2
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,26,26,15,15
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,4,4
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,9,9
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,30,30
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,9,9,9,9
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,14,14,14,14
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,7,7,8,8
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,21,21,0,0
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,15,15,40,40
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,5,5
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,47,47,3,3
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,3,3
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,4,4
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,414,414,21,21
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,11,11
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,0,0
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,26,26,44,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,7,7,20,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,26,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,5,5,11,11
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,15,15
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,29,29,10,10
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,9,9,5,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,44,44,0,0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,147,147,10,10
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,21,21,68,68
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,44,44,5,5
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,4,4
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,223,223,5,5
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,17,17
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,14,14,46,46
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,26,26,22,22
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,352,352,25,25
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,30,30,17,17
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,52,52,21,21
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,2,2
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,199,199,28,28
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,9,9
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,9,9,67,67
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,4,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,6,6
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,15,15,2,2
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,16,16,15,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,7,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,12,12,1,1
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,4,4
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,93,93,4,4
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,10,10,9,9
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,64,64,1,1
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,23,23,13,13
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,133,133,56,56
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,30,30,3,3
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,8,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,31,31,5,5
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,19,19,4,4
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,82,82,35,35
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,8,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,11,11,5,5
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,36,36,61,61
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,24,24,11,11
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,16,16,0,0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,11,11
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,64,64,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,11,11,78,78
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,8,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,2,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,14,14
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,6,6
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,17,17
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,25,25,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,52,52,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3207,3207,238,238
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,9,9
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,21,21,13,13
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,10,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,5,5,2,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,8,8
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,13,13
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,6,6
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,12,12,35,35
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,5,5
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,54,54,22,22
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,11,11,8,8
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,5,5,15,15
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,10,10,37,37
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,491,491,13,13
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,1,1
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,7,7
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,21,21
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,16,16
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,30,30,43,43
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,28,28,20,20
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,1,1,7,7
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,12,12,5,5
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,346,346,6,6
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,12,12,30,30
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,12,12
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,13,13
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,24,24,79,79
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,15,15,10,10
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,62,62,6,6
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,128,128,16,16
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,4,4
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,4,4
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,22,22
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,7,7,8,8
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,8,8
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,19,19,16,16
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,1,1
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,82,82,5,5
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,66,66,22,22
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,9,9
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,11,11
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,24,24,83,83
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,14,14,2,2
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,13,13,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,46,46,7,7
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,15,15,14,14
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,37,37,1,1
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,59,59,38,38
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,5,5,11,11
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,64,64,10,10
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,3,3
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,8,8,19,19
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,162,162,29,29
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,17,17
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,70,70,5,5
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,51,51,1,1
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,10,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,2,2,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,118,118,25,25
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,6,6,9,9
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,178,178,17,17
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,14,14,2,2
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,3,3,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,73,73,9,9
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,0,0,8,8
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,12,12,3,3
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,4,4,6,6
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-03-01,13,13,6,6
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,8,8
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,25,25,71,71
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,11,11
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,37,37,16,16
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,12,12
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,14,14
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,6,6
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,4,4
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,8,8
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,10,10,22,22
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,13,13
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,1,1
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,8,8
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,0,0
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,41,41,4,4
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,10,10
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,1,1
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,21,21
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,8,8
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,9,9,13,13
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,5,5
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,0,0
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,4,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,7,7
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,42,42,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,19,19,67,67
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,9,9
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,5,5
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,2,2
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,18,18,6,6
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,26,26,106,106
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,17,17
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,17,17
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,17,17,2,2
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,10,10
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,7,7,8,8
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,12,12,14,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,0,0
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,43,43,13,13
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,1,1
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,14,14
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,26,26,10,10
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,81,81,41,41
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,12,12,4,4
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,5,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,8,8
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,3,3
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,1,1
