municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,33,33,10,10
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,51,51,5,5
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,11,11,11,11
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,101,101,27,27
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,0,0,2,2
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,137,137,2,2
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,7,7,10,10
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,6,6
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,77,77,4,4
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,2,2,16,16
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,15,15,1,1
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,4,4,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-02-01,16,16,3,3
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,14,14
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,29,29,91,91
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,17,17
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,55,55,50,50
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,11,11
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,19,19
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,5,5
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,6,6
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,20,20
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,20,20
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,19,19
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,1,1
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,7,7
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,13,13,13,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,1,1
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,32,32,6,6
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,24,24
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,27,27
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,56,56,48,48
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,20,20,24,24
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,18,18,10,10
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,0,0
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,65,65,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,31,31,81,81
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,18,18
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,7,7
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,19,19,9,9
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,24,24,104,104
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,12,12
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,14,14
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,0,0
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,17,17
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,10,10
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,36,36,16,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,4,4
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,58,58,31,31
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,36,36,6,6
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,20,20
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,24,24,15,15
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,79,79,83,83
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,7,7
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,29,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,3,3
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,21,21,30,30
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,20,20
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,41,41,53,53
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,7,7
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,29,29,31,31
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,26,26,6,6
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,6,6
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,15,15,27,27
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,32,32
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,26,26,7,7
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,101,101,1,1
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1545,1545,18,18
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,78,78,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,18,18
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,32,32,7,7
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,13,13,0,0
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,151,151
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,4,4
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,39,39
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,10,10
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,30,30,11,11
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,4,4
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,40,40,8,8
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,11,11
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,7,7
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,17,17,29,29
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,9,9
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,11,11,43,43
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,92,92,23,23
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,32,32,17,17
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,2,2
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,31,31,30,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,0,0
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,8,8
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,11,11
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1589,1589,7,7
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,1,1
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,15,15,7,7
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,19,19
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,69,69,18,18
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,0,0
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,26,26
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,50,50,9,9
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,0,0
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,15,15
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,19,19,2,2
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,8,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,41,41,22,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,29,29
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,25,25,5,5
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,9,9
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,106,106,8,8
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,13,13
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,7,7
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,39,39,14,14
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,6,6
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,13,13
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,20,20
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,36,36,39,39
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,47,47
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,20,20
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,1,1
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,12,12,6,6
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,51,51,23,23
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,56,56,24,24
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1752,1752,18,18
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,13,13
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,23,23
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,5,5
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,5,5
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,51,51,54,54
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,12,12
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,17,17
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,1,1
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,12,12,4,4
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,13,13,8,8
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,32,32,0,0
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,17,17,4,4
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,21,21
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,44,44,0,0
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,22,22,73,73
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,60,60
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,6,6
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,44,44,16,16
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,326,326,4,4
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,1,1
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,25,25,79,79
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,1,1
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,66,66
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,15,15,0,0
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,12,12
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,481,481,25,25
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,17,17,8,8
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,31,31,2,2
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,33,33,9,9
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,38,38
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,36,36,39,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,3,3
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,0,0
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,6,6
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,7,7
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,44,44,5,5
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,2,2
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,11,11
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,77,77
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,42,42,16,16
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,13,13,10,10
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,7,7
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,14,14
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,23,23,22,22
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,5,5
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,33,33,6,6
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,2,2
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,0,0
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,413,413,5,5
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,22,22
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,24,24
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,22,22,37,37
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,23,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,25,25,23,23
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,6,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,37,37,3,3
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,103,103,5,5
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,23,23,89,89
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,68,68,0,0
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,0,0
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,170,170,16,16
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,1,1
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,33,33
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,23,23,21,21
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,284,284,22,22
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,16,16,23,23
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,32,32,28,28
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,3,3
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,196,196,18,18
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,3,3
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,16,16,67,67
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,0,0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,15,15
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,19,19,6,6
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,20,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,9,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,11,11
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,11,11,1,1
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,95,95,27,27
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,7,7
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,62,62,14,14
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,39,39,68,68
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,128,128,33,33
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,10,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,28,28,0,0
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,38,38,3,3
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,19,19,9,9
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,95,95,58,58
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,4,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,12,12
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,37,37,54,54
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,44,44,4,4
