municipality,group,variable,month,Muestras tomadas por personal de salud,TOTAL
SENA,malaria,muestras tomadas por personal de salud,2006-06-01,104,104
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-06-01,5,5
SUCRE,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
TARVITA,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-06-01,84,84
TOMINA,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-06-01,145,145
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-06-01,314,314
YACUIBA,malaria,muestras tomadas por personal de salud,2006-06-01,27,27
ACACIO,malaria,muestras tomadas por personal de salud,2006-07-01,24,24
ASCENCION DE GUARAYOS,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
AZURDUY,malaria,muestras tomadas por personal de salud,2006-07-01,166,166
BAURES,malaria,muestras tomadas por personal de salud,2006-07-01,7,7
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-07-01,31,31
BERMEJO,malaria,muestras tomadas por personal de salud,2006-07-01,11,11
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
CAMARGO,malaria,muestras tomadas por personal de salud,2006-07-01,2,2
CARANAVI,malaria,muestras tomadas por personal de salud,2006-07-01,23,23
CARAPARI,malaria,muestras tomadas por personal de salud,2006-07-01,241,241
EL TORNO,malaria,muestras tomadas por personal de salud,2006-07-01,29,29
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-07-01,72,72
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-07-01,20,20
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-07-01,11,11
GUANAY,malaria,muestras tomadas por personal de salud,2006-07-01,92,92
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-07-01,1217,1217
GUTIERREZ,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
HUACARETA,malaria,muestras tomadas por personal de salud,2006-07-01,5,5
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-07-01,21,21
INCAHUASI,malaria,muestras tomadas por personal de salud,2006-07-01,4,4
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-07-01,32,32
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-07-01,43,43
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
LA PAZ,malaria,muestras tomadas por personal de salud,2006-07-01,72,72
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-07-01,42,42
MAPIRI,malaria,muestras tomadas por personal de salud,2006-07-01,83,83
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-07-01,638,638
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-07-01,15,15
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-07-01,7,7
PADCAYA,malaria,muestras tomadas por personal de salud,2006-07-01,61,61
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-07-01,23,23
PORONGO,malaria,muestras tomadas por personal de salud,2006-07-01,15,15
PORVENIR,malaria,muestras tomadas por personal de salud,2006-07-01,60,60
PRESTO,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-07-01,6,6
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-07-01,586,586
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-07-01,1824,1824
SAIPINA,malaria,muestras tomadas por personal de salud,2006-07-01,101,101
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-07-01,3,3
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-07-01,21,21
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-07-01,143,143
SAN MIGUEL DE VELASCO,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-07-01,10,10
SAN RAMON,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
SENA,malaria,muestras tomadas por personal de salud,2006-07-01,207,207
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-07-01,1,1
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-07-01,28,28
TOMINA,malaria,muestras tomadas por personal de salud,2006-07-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-07-01,11,11
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-07-01,251,251
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-07-01,310,310
YACUIBA,malaria,muestras tomadas por personal de salud,2006-07-01,23,23
ACACIO,malaria,muestras tomadas por personal de salud,2006-08-01,29,29
AIQUILE,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
AZURDUY,malaria,muestras tomadas por personal de salud,2006-08-01,193,193
BAURES,malaria,muestras tomadas por personal de salud,2006-08-01,52,52
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-08-01,156,156
BERMEJO,malaria,muestras tomadas por personal de salud,2006-08-01,841,841
BOLPEBRA,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-08-01,13,13
CABEZAS,malaria,muestras tomadas por personal de salud,2006-08-01,4,4
CARANAVI,malaria,muestras tomadas por personal de salud,2006-08-01,14,14
CARAPARI,malaria,muestras tomadas por personal de salud,2006-08-01,459,459
CULPINA,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-08-01,27,27
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-08-01,126,126
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-08-01,25,25
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-08-01,21,21
GUANAY,malaria,muestras tomadas por personal de salud,2006-08-01,173,173
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-08-01,2095,2095
HUACARETA,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-08-01,10,10
INCAHUASI,malaria,muestras tomadas por personal de salud,2006-08-01,4,4
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-08-01,52,52
IXIAMAS,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-08-01,23,23
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-08-01,13,13
LA PAZ,malaria,muestras tomadas por personal de salud,2006-08-01,42,42
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-08-01,51,51
MAPIRI,malaria,muestras tomadas por personal de salud,2006-08-01,337,337
MIZQUE,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
MOJOCOYA,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-08-01,110,110
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-08-01,121,121
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-08-01,35,35
OCURI,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
PADCAYA,malaria,muestras tomadas por personal de salud,2006-08-01,13,13
PADILLA,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-08-01,27,27
POROMA,malaria,muestras tomadas por personal de salud,2006-08-01,8,8
PORONGO,malaria,muestras tomadas por personal de salud,2006-08-01,16,16
PORVENIR,malaria,muestras tomadas por personal de salud,2006-08-01,138,138
PRESTO,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-08-01,12,12
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-08-01,56,56
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-08-01,2039,2039
SAIPINA,malaria,muestras tomadas por personal de salud,2006-08-01,174,174
SAMAIPATA,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-08-01,3,3
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-08-01,5,5
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-08-01,327,327
SAN JULIAN,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-08-01,188,188
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-08-01,32,32
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-08-01,11,11
SAN RAFAEL,malaria,muestras tomadas por personal de salud,2006-08-01,1,1
SANTA ROSA DEL SARA,malaria,muestras tomadas por personal de salud,2006-08-01,3,3
SENA,malaria,muestras tomadas por personal de salud,2006-08-01,344,344
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-08-01,3,3
SUCRE,malaria,muestras tomadas por personal de salud,2006-08-01,3,3
TARVITA,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-08-01,160,160
TIRAQUE (CBBA),malaria,muestras tomadas por personal de salud,2006-08-01,1,1
TOMINA,malaria,muestras tomadas por personal de salud,2006-08-01,7,7
TORO TORO,malaria,muestras tomadas por personal de salud,2006-08-01,2,2
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-08-01,166,166
VILLA NUEVA (LOMA ALTA),malaria,muestras tomadas por personal de salud,2006-08-01,50,50
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-08-01,40,40
YACUIBA,malaria,muestras tomadas por personal de salud,2006-08-01,25,25
AZURDUY,malaria,muestras tomadas por personal de salud,2006-09-01,128,128
BAURES,malaria,muestras tomadas por personal de salud,2006-09-01,205,205
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-09-01,148,148
BERMEJO,malaria,muestras tomadas por personal de salud,2006-09-01,971,971
BOLPEBRA,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
CARANAVI,malaria,muestras tomadas por personal de salud,2006-09-01,10,10
CARAPARI,malaria,muestras tomadas por personal de salud,2006-09-01,14,14
COLOMI,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-09-01,30,30
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-09-01,66,66
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-09-01,13,13
GUANAY,malaria,muestras tomadas por personal de salud,2006-09-01,10,10
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-09-01,1713,1713
HUACARETA,malaria,muestras tomadas por personal de salud,2006-09-01,48,48
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-09-01,137,137
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-09-01,8,8
LA PAZ,malaria,muestras tomadas por personal de salud,2006-09-01,26,26
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-09-01,56,56
MAPIRI,malaria,muestras tomadas por personal de salud,2006-09-01,486,486
MIZQUE,malaria,muestras tomadas por personal de salud,2006-09-01,2,2
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-09-01,104,104
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-09-01,85,85
OCURI,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
PADCAYA,malaria,muestras tomadas por personal de salud,2006-09-01,64,64
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-09-01,15,15
POJO (CBBA),malaria,muestras tomadas por personal de salud,2006-09-01,1,1
PORONGO,malaria,muestras tomadas por personal de salud,2006-09-01,12,12
PORVENIR,malaria,muestras tomadas por personal de salud,2006-09-01,92,92
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-09-01,2,2
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-09-01,67,67
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-09-01,2042,2042
SAIPINA,malaria,muestras tomadas por personal de salud,2006-09-01,89,89
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-09-01,4,4
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-09-01,40,40
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-09-01,25,25
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-09-01,2,2
SENA,malaria,muestras tomadas por personal de salud,2006-09-01,178,178
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-09-01,4,4
SUCRE,malaria,muestras tomadas por personal de salud,2006-09-01,3,3
TARVITA,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-09-01,49,49
TOMINA,malaria,muestras tomadas por personal de salud,2006-09-01,5,5
TORO TORO,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-09-01,1,1
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-09-01,70,70
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-09-01,575,575
YACUIBA,malaria,muestras tomadas por personal de salud,2006-09-01,46,46
AIQUILE,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
AZURDUY,malaria,muestras tomadas por personal de salud,2006-10-01,27,27
BAURES,malaria,muestras tomadas por personal de salud,2006-10-01,124,124
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-10-01,75,75
BERMEJO,malaria,muestras tomadas por personal de salud,2006-10-01,725,725
BOLPEBRA,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
CARANAVI,malaria,muestras tomadas por personal de salud,2006-10-01,21,21
CARAPARI,malaria,muestras tomadas por personal de salud,2006-10-01,140,140
CHIMORE,malaria,muestras tomadas por personal de salud,2006-10-01,6,6
COLOMI,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-10-01,27,27
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-10-01,33,33
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-10-01,17,17
GUANAY,malaria,muestras tomadas por personal de salud,2006-10-01,56,56
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-10-01,2182,2182
HUACARETA,malaria,muestras tomadas por personal de salud,2006-10-01,42,42
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-10-01,57,57
IXIAMAS,malaria,muestras tomadas por personal de salud,2006-10-01,303,303
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-10-01,6,6
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-10-01,10,10
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
MACHARETI,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-10-01,6,6
MAPIRI,malaria,muestras tomadas por personal de salud,2006-10-01,129,129
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-10-01,307,307
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-10-01,80,80
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-10-01,25,25
PADCAYA,malaria,muestras tomadas por personal de salud,2006-10-01,77,77
PADILLA,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-10-01,24,24
POROMA,malaria,muestras tomadas por personal de salud,2006-10-01,18,18
PORONGO,malaria,muestras tomadas por personal de salud,2006-10-01,15,15
PORVENIR,malaria,muestras tomadas por personal de salud,2006-10-01,103,103
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-10-01,38,38
PUERTO SILES,malaria,muestras tomadas por personal de salud,2006-10-01,1,1
QUIRUSILLAS,malaria,muestras tomadas por personal de salud,2006-10-01,11,11
REYES,malaria,muestras tomadas por personal de salud,2006-10-01,3,3
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-10-01,2552,2552
SAIPINA,malaria,muestras tomadas por personal de salud,2006-10-01,176,176
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-10-01,5,5
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-10-01,4,4
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-10-01,24,24
SAN JOAQUIN,malaria,muestras tomadas por personal de salud,2006-10-01,7,7
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-10-01,438,438
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-10-01,3,3
SENA,malaria,muestras tomadas por personal de salud,2006-10-01,108,108
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-10-01,4,4
SUCRE,malaria,muestras tomadas por personal de salud,2006-10-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-10-01,57,57
TIRAQUE (CBBA),malaria,muestras tomadas por personal de salud,2006-10-01,1,1
TOMINA,malaria,muestras tomadas por personal de salud,2006-10-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-10-01,8,8
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-10-01,135,135
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-10-01,36,36
YACUIBA,malaria,muestras tomadas por personal de salud,2006-10-01,139,139
ACACIO,malaria,muestras tomadas por personal de salud,2006-11-01,24,24
APOLO,malaria,muestras tomadas por personal de salud,2006-11-01,101,101
AZURDUY,malaria,muestras tomadas por personal de salud,2006-11-01,5,5
BAURES,malaria,muestras tomadas por personal de salud,2006-11-01,49,49
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-11-01,105,105
BERMEJO,malaria,muestras tomadas por personal de salud,2006-11-01,1258,1258
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-11-01,3,3
CABEZAS,malaria,muestras tomadas por personal de salud,2006-11-01,1,1
CARANAVI,malaria,muestras tomadas por personal de salud,2006-11-01,46,46
CARAPARI,malaria,muestras tomadas por personal de salud,2006-11-01,41,41
CHIMORE,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
COLOMI,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
CONCEPCION,malaria,muestras tomadas por personal de salud,2006-11-01,32,32
EL TORNO,malaria,muestras tomadas por personal de salud,2006-11-01,52,52
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-11-01,141,141
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-11-01,5,5
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-11-01,35,35
GUANAY,malaria,muestras tomadas por personal de salud,2006-11-01,63,63
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-11-01,4030,4030
HUACARETA,malaria,muestras tomadas por personal de salud,2006-11-01,20,20
HUACAYA (VILLA DE HUACAYA),malaria,muestras tomadas por personal de salud,2006-11-01,1,1
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-11-01,76,76
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-11-01,25,25
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-11-01,14,14
LA PAZ,malaria,muestras tomadas por personal de salud,2006-11-01,202,202
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-11-01,3,3
MACHARETI,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-11-01,36,36
MAPIRI,malaria,muestras tomadas por personal de salud,2006-11-01,165,165
MIZQUE,malaria,muestras tomadas por personal de salud,2006-11-01,3,3
MOJOCOYA,malaria,muestras tomadas por personal de salud,2006-11-01,1,1
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-11-01,1085,1085
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-11-01,166,166
OMEREQUE,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
PADCAYA,malaria,muestras tomadas por personal de salud,2006-11-01,527,527
PADILLA,malaria,muestras tomadas por personal de salud,2006-11-01,7,7
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-11-01,381,381
PORONGO,malaria,muestras tomadas por personal de salud,2006-11-01,13,13
PORVENIR,malaria,muestras tomadas por personal de salud,2006-11-01,239,239
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-11-01,38,38
PUERTO QUIJARRO,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-11-01,195,195
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-11-01,8394,8394
SAIPINA,malaria,muestras tomadas por personal de salud,2006-11-01,96,96
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-11-01,24,24
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-11-01,40,40
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-11-01,164,164
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-11-01,51,51
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-11-01,20,20
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-11-01,10,10
SENA,malaria,muestras tomadas por personal de salud,2006-11-01,134,134
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-11-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-11-01,98,98
TORO TORO,malaria,muestras tomadas por personal de salud,2006-11-01,4,4
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-11-01,7,7
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-11-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-11-01,759,759
YACUIBA,malaria,muestras tomadas por personal de salud,2006-11-01,79,79
ACACIO,malaria,muestras tomadas por personal de salud,2006-12-01,70,70
AIQUILE,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
AZURDUY,malaria,muestras tomadas por personal de salud,2006-12-01,14,14
BAURES,malaria,muestras tomadas por personal de salud,2006-12-01,7,7
BERMEJO,malaria,muestras tomadas por personal de salud,2006-12-01,964,964
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-12-01,8,8
CABEZAS,malaria,muestras tomadas por personal de salud,2006-12-01,8,8
CARANAVI,malaria,muestras tomadas por personal de salud,2006-12-01,39,39
CARAPARI,malaria,muestras tomadas por personal de salud,2006-12-01,42,42
COBIJA,malaria,muestras tomadas por personal de salud,2006-12-01,80,80
COLOMI,malaria,muestras tomadas por personal de salud,2006-12-01,4,4
EL PUENTE(TJA),malaria,muestras tomadas por personal de salud,2006-12-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-12-01,116,116
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-12-01,191,191
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-12-01,20,20
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-12-01,7,7
GUANAY,malaria,muestras tomadas por personal de salud,2006-12-01,56,56
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-12-01,3679,3679
HUACARETA,malaria,muestras tomadas por personal de salud,2006-12-01,26,26
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-12-01,52,52
IXIAMAS,malaria,muestras tomadas por personal de salud,2006-12-01,3,3
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-12-01,43,43
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-12-01,61,61
LA PAZ,malaria,muestras tomadas por personal de salud,2006-12-01,73,73
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-12-01,8,8
MAPIRI,malaria,muestras tomadas por personal de salud,2006-12-01,168,168
MIZQUE,malaria,muestras tomadas por personal de salud,2006-12-01,2,2
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-12-01,136,136
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-12-01,76,76
OMEREQUE,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
PADCAYA,malaria,muestras tomadas por personal de salud,2006-12-01,55,55
PADILLA,malaria,muestras tomadas por personal de salud,2006-12-01,14,14
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-12-01,43,43
POJO (CBBA),malaria,muestras tomadas por personal de salud,2006-12-01,1,1
PORONGO,malaria,muestras tomadas por personal de salud,2006-12-01,26,26
PORVENIR,malaria,muestras tomadas por personal de salud,2006-12-01,290,290
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-12-01,131,131
PUERTO QUIJARRO,malaria,muestras tomadas por personal de salud,2006-12-01,6,6
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-12-01,314,314
RAVELO,malaria,muestras tomadas por personal de salud,2006-12-01,75,75
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-12-01,4899,4899
SAIPINA,malaria,muestras tomadas por personal de salud,2006-12-01,94,94
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-12-01,5,5
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-12-01,9,9
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-12-01,58,58
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-12-01,145,145
SAN LORENZO(TJA),malaria,muestras tomadas por personal de salud,2006-12-01,1,1
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-12-01,11,11
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-12-01,6,6
SENA,malaria,muestras tomadas por personal de salud,2006-12-01,179,179
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-12-01,8,8
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-12-01,36,36
TIPUANI,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
TOMINA,malaria,muestras tomadas por personal de salud,2006-12-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-12-01,312,312
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-12-01,146,146
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-12-01,66,66
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-12-01,38,38
YACUIBA,malaria,muestras tomadas por personal de salud,2006-12-01,60,60
YUNCHARA,malaria,muestras tomadas por personal de salud,2006-12-01,1,1
