,group,variable,month,L 16.9 HABITO DE FUMAR CANTIDAD,L 16.9 HABITO DE FUMAR CANTIDAD,TOTALES
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,2,0,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,8,12,20
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,1,2
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,15,0,15
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,3,0,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,2,0,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,4,0,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,25,11,36
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,10,3,13
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,4,1,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,9,2,11
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,3,1,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-09-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,5,6,11
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,23,18,41
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,15,4,19
INGAVI (HUMAITA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,3,0,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,5,4,9
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,2,1,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,6,0,6
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,4,3,7
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,5,0,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,21,16,37
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,5,1,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,20,10,30
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,1,5,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-10-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,4,3,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,4,16,20
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,8,6,14
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,2,3,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,7,10,17
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,7,0,7
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,5,2,7
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,5,0,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,3,0,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,3,0,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,3,2,5
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,4,0,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,20,17,37
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,4,0,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,4,0,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-11-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,6,2,8
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,9,8,17
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,3,1,4
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,3,0,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,5,1,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,6,3,9
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,9,2,11
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,5,0,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,3,4,7
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,10,0,10
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,3,1,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,21,22,43
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,15,1,16
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,2,0,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.9        habito de fumar,2012-12-01,1,0,1
