,group,variable,month,L 16.3 CÁNCER CERVICOUTERINO CANTIDAD,L 16.3 CÁNCER CERVICOUTERINO CANTIDAD,TOTALES
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,12,12
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,3,3
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,23,23
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,3,3
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,5,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,3,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,25,25
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,24,24
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,10,10
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,13,13
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-08-01,0,6,6
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,63,63
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,7,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,45,45
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,4,4
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,4,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,31,31
SENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,19,19
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,4,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,8,8
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-09-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,3,3
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,27,27
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,12,12
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,3,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,66,66
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,3,3
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,5,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,5,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,4,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,7,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,39,39
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,30,30
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,8,8
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-10-01,0,2,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,3,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,4,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,26,26
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,5,5
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,3,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,40,40
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,6,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,41,41
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,23,23
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,6,6
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,11,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,2,2
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-11-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,37,37
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,3,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,9,9
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,32,32
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,5,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,108,108
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,21,21
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,7,7
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,4,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.3        cancer cervicouterino,2012-12-01,0,1,1
