,group,variable,month,L 16.8 ABUSO DE ALCOHOL CANTIDAD,L 16.8 ABUSO DE ALCOHOL CANTIDAD,TOTALES
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,9,1,10
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,15,4,19
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,0,2
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,1,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,7,0,7
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,1,3
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,1,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,3,0,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,148,299,447
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,3,0,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,7,1,8
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,18,0,18
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,4,0,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,4,0,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,3,0,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-04-01,1,0,1
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,0,2
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,3,4
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,5,0,5
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,1,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,0,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,1,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,18,2,20
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,11,11,22
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,0,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,120,52,172
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,7,3,10
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,5,0,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,22,10,32
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,1,3
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,7,2,9
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,1,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,6,6,12
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,5,0,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,172,301,473
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,47,0,47
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,31,52,83
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,2,3,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,0,1,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,0,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,3,2,5
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-05-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,0,1,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,4,0,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,1,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,15,16,31
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,8,10,18
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,0,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,4,1,5
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,2,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,1,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,129,105,234
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,0,1,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,5,4,9
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,4,1,5
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,12,8,20
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,0,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,6,0,6
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,0,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,1,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,77,43,120
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,5,0,5
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,37,7,44
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,62,12,74
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,0,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,4,0,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,3,2,5
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-06-01,10,4,14
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,4,0,4
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,1,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,2,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,5,0,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,59,36,95
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,7,8,15
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,1,4
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,4,0,4
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,4,0,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,124,47,171
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,1,4
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,1,4
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,4,0,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,10,2,12
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,1,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,1,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,0,3
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,5,0,5
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,1,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,55,22,77
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,54,15,69
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,121,19,140
