,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-04-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-04-01,140,129,140,129,269
SANTIAGO DE CALLAPA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-04-01,4,2,4,2,6
SORATA,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2023-04-01,42,56,42,56,98
TARATA,rabia,no de personas con esquema reducido completo,2023-04-01,1,2,1,2,3
TARIJA,rabia,no de personas con esquema reducido completo,2023-04-01,10,21,10,21,31
TIAHUANACU,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-04-01,9,6,9,6,15
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-04-01,17,9,17,9,26
UYUNI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
VACAS,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-04-01,3,1,3,1,4
VIACHA,rabia,no de personas con esquema reducido completo,2023-04-01,3,3,3,3,6
VILLAZON,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2023-04-01,4,1,4,1,5
VITICHI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema reducido completo,2023-04-01,11,7,11,7,18
YAMPARAEZ,rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
YANACACHI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2023-04-01,3,1,3,1,4
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2023-05-01,3,0,3,0,3
ALTO BENI,rabia,no de personas con esquema reducido completo,2023-05-01,2,0,2,0,2
ANCORAIMES,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
BETANZOS,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2023-05-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2023-05-01,4,1,4,1,5
CARAPARI,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2023-05-01,2,0,2,0,2
CLIZA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-05-01,55,33,55,33,88
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-05-01,3,4,3,4,7
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2023-05-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2023-05-01,2,1,2,1,3
COPACABANA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2023-05-01,3,3,3,3,6
COTOCA,rabia,no de personas con esquema reducido completo,2023-05-01,4,9,4,9,13
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema reducido completo,2023-05-01,59,37,59,37,96
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema reducido completo,2023-05-01,10,11,10,11,21
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2023-05-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2023-05-01,2,1,2,1,3
HUARINA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2023-05-01,3,2,3,2,5
LA ASUNTA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-05-01,23,10,23,10,33
LA PAZ,rabia,no de personas con esquema reducido completo,2023-05-01,75,46,75,46,121
MAPIRI,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-05-01,7,2,7,2,9
OKINAWA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2023-05-01,8,10,8,10,18
PALCA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
POOPO,rabia,no de personas con esquema reducido completo,2023-05-01,6,3,6,3,9
PORONGO,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-05-01,3,1,3,1,4
PUCARANI,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-05-01,11,4,11,4,15
SACABA,rabia,no de personas con esquema reducido completo,2023-05-01,7,3,7,3,10
SAN ANDRES,rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2023-05-01,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
SAN RAFAEL,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-05-01,174,140,174,140,314
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-05-01,4,1,4,1,5
SORATA,rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2023-05-01,49,44,49,44,93
TARATA,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2023-05-01,22,19,22,19,41
TIAHUANACU,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-05-01,4,0,4,0,4
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2023-05-01,1,1,1,1,2
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-05-01,18,14,18,14,32
UNCIA,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
VACAS,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-05-01,3,1,3,1,4
VIACHA,rabia,no de personas con esquema reducido completo,2023-05-01,4,3,4,3,7
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2023-05-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2023-05-01,4,3,4,3,7
WARNES,rabia,no de personas con esquema reducido completo,2023-05-01,18,14,18,14,32
YANACACHI,rabia,no de personas con esquema reducido completo,2023-05-01,0,2,0,2,2
YAPACANI,rabia,no de personas con esquema reducido completo,2023-05-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-06-01,1,3,1,3,4
ALCALA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
ALTO BENI,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2023-06-01,2,1,2,1,3
BATALLAS,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2023-06-01,1,2,1,2,3
BETANZOS,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
CAMIRI,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2023-06-01,6,3,6,3,9
CARAPARI,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
CHARAÑA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-06-01,44,42,44,42,86
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-06-01,4,2,4,2,6
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-06-01,3,1,3,1,4
COLQUENCHA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2023-06-01,3,2,3,2,5
CORIPATA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2023-06-01,3,0,3,0,3
COTOCA,rabia,no de personas con esquema reducido completo,2023-06-01,16,15,16,15,31
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-06-01,2,2,2,2,4
DESAGUADERO,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2023-06-01,36,28,36,28,64
EL TORNO,rabia,no de personas con esquema reducido completo,2023-06-01,6,5,6,5,11
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2023-06-01,5,1,5,1,6
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2023-06-01,0,2,0,2,2
IXIAMAS,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-06-01,17,6,17,6,23
LA PAZ,rabia,no de personas con esquema reducido completo,2023-06-01,93,83,93,83,176
LURIBAY,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
MAPIRI,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
MIZQUE,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-06-01,6,1,6,1,7
OKINAWA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2023-06-01,34,27,34,27,61
PAILON,rabia,no de personas con esquema reducido completo,2023-06-01,0,3,0,3,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2023-06-01,3,1,3,1,4
POOPO,rabia,no de personas con esquema reducido completo,2023-06-01,1,2,1,2,3
PORONGO,rabia,no de personas con esquema reducido completo,2023-06-01,3,0,3,0,3
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-06-01,4,6,4,6,10
POTOSI,rabia,no de personas con esquema reducido completo,2023-06-01,2,3,2,3,5
PUERTO PEREZ,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-06-01,9,10,9,10,19
QUIME,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
RIBERALTA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2023-06-01,6,6,6,6,12
SAIPINA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2023-06-01,0,2,0,2,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2023-06-01,4,3,4,3,7
SAN CARLOS,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-06-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2023-06-01,2,2,2,2,4
SAN LUCAS,rabia,no de personas con esquema reducido completo,2023-06-01,1,2,1,2,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-06-01,166,151,166,151,317
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
SICAYA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-06-01,2,6,2,6,8
SORATA,rabia,no de personas con esquema reducido completo,2023-06-01,0,2,0,2,2
SUCRE,rabia,no de personas con esquema reducido completo,2023-06-01,47,46,47,46,93
TARATA,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
TARIJA,rabia,no de personas con esquema reducido completo,2023-06-01,9,6,9,6,15
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-06-01,3,2,3,2,5
TOLATA,rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-06-01,15,13,15,13,28
UNCIA,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2023-06-01,2,3,2,3,5
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-06-01,1,4,1,4,5
VIACHA,rabia,no de personas con esquema reducido completo,2023-06-01,3,1,3,1,4
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2023-06-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2023-06-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2023-06-01,11,11,11,11,22
YACO,rabia,no de personas con esquema reducido completo,2023-06-01,1,0,1,0,1
YANACACHI,rabia,no de personas con esquema reducido completo,2023-06-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema reducido completo,2023-07-01,2,1,2,1,3
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
BATALLAS,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
BERMEJO,rabia,no de personas con esquema reducido completo,2023-07-01,1,2,1,2,3
BETANZOS,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2023-07-01,2,1,2,1,3
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2023-07-01,5,4,5,4,9
CAJUATA,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2023-07-01,4,0,4,0,4
CARAPARI,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-07-01,74,56,74,56,130
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-07-01,4,7,4,7,11
COLOMI,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-07-01,2,2,2,2,4
COLQUENCHA,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-07-01,2,1,2,1,3
COMARAPA,rabia,no de personas con esquema reducido completo,2023-07-01,3,0,3,0,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2023-07-01,1,2,1,2,3
CORIPATA,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2023-07-01,6,12,6,12,18
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-07-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema reducido completo,2023-07-01,56,47,56,47,103
EL TORNO,rabia,no de personas con esquema reducido completo,2023-07-01,11,7,11,7,18
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2023-07-01,3,1,3,1,4
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
GAIOC JATUN AYLLU YURA,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2023-07-01,2,1,2,1,3
HUARINA,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
IXIAMAS,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-07-01,20,20,20,20,40
LA PAZ,rabia,no de personas con esquema reducido completo,2023-07-01,60,45,60,45,105
LURIBAY,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-07-01,6,4,6,4,10
ORURO,rabia,no de personas con esquema reducido completo,2023-07-01,19,13,19,13,32
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
POOPO,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2023-07-01,6,2,6,2,8
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-07-01,4,6,4,6,10
PUNATA,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-07-01,13,10,13,10,23
QUIRUSILLAS,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
REYES,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2023-07-01,7,6,7,6,13
SAMAIPATA,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2023-07-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2023-07-01,1,3,1,3,4
SAN CARLOS,rabia,no de personas con esquema reducido completo,2023-07-01,2,7,2,7,9
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2023-07-01,2,1,2,1,3
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2023-07-01,0,2,0,2,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2023-07-01,2,3,2,3,5
SAN LUCAS,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-07-01,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-07-01,179,182,179,182,361
SANTIAGO DE HUARI,rabia,no de personas con esquema reducido completo,2023-07-01,2,0,2,0,2
SANTIAGO DE MACHACA,rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-07-01,3,0,3,0,3
SUCRE,rabia,no de personas con esquema reducido completo,2023-07-01,52,38,52,38,90
TARIJA,rabia,no de personas con esquema reducido completo,2023-07-01,30,19,30,19,49
TEOPONTE,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-07-01,1,7,1,7,8
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2023-07-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-07-01,20,28,20,28,48
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-07-01,4,1,4,1,5
VIACHA,rabia,no de personas con esquema reducido completo,2023-07-01,3,1,3,1,4
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2023-07-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2023-07-01,5,2,5,2,7
VITICHI,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2023-07-01,11,10,11,10,21
YAMPARAEZ,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
YANACACHI,rabia,no de personas con esquema reducido completo,2023-07-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-08-01,2,1,2,1,3
AIQUILE,rabia,no de personas con esquema reducido completo,2023-08-01,1,1,1,1,2
ALTO BENI,rabia,no de personas con esquema reducido completo,2023-08-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2023-08-01,1,1,1,1,2
BATALLAS,rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2023-08-01,1,3,1,3,4
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2023-08-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2023-08-01,3,0,3,0,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2023-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2023-08-01,3,5,3,5,8
CLIZA,rabia,no de personas con esquema reducido completo,2023-08-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-08-01,63,32,63,32,95
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-08-01,2,5,2,5,7
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-08-01,2,2,2,2,4
COLQUENCHA,rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2023-08-01,2,1,2,1,3
CORIPATA,rabia,no de personas con esquema reducido completo,2023-08-01,1,2,1,2,3
COROICO,rabia,no de personas con esquema reducido completo,2023-08-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2023-08-01,10,18,10,18,28
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-08-01,1,4,1,4,5
