,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN CARLOS,rabia,no de personas que abandonaron esquema,2023-09-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2023-09-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2023-09-01,3,7,3,7,10
SIPE SIPE,rabia,no de personas que abandonaron esquema,2023-09-01,1,1,1,1,2
SORATA,rabia,no de personas que abandonaron esquema,2023-09-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2023-09-01,11,8,11,8,19
TARACO,rabia,no de personas que abandonaron esquema,2023-09-01,1,0,1,0,1
TARATA,rabia,no de personas que abandonaron esquema,2023-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2023-09-01,5,0,5,0,5
VIACHA,rabia,no de personas que abandonaron esquema,2023-09-01,3,2,3,2,5
WARNES,rabia,no de personas que abandonaron esquema,2023-09-01,3,1,3,1,4
YACUIBA,rabia,no de personas que abandonaron esquema,2023-09-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
CARAPARI,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2023-10-01,2,1,2,1,3
CHIMORE,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2023-10-01,18,10,18,10,28
EL ALTO,rabia,no de personas que abandonaron esquema,2023-10-01,14,23,14,23,37
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2023-10-01,27,23,27,23,50
LA PAZ,rabia,no de personas que abandonaron esquema,2023-10-01,17,20,17,20,37
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2023-10-01,16,9,16,9,25
PUCARANI,rabia,no de personas que abandonaron esquema,2023-10-01,0,2,0,2,2
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2023-10-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2023-10-01,5,3,5,3,8
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2023-10-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas que abandonaron esquema,2023-10-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas que abandonaron esquema,2023-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2023-10-01,3,4,3,4,7
SICA SICA (VILLA AROMA),rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2023-10-01,18,16,18,16,34
TARATA,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
TORO TORO,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2023-10-01,6,6,6,6,12
UNCIA,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
UYUNI,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2023-10-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2023-10-01,1,3,1,3,4
WARNES,rabia,no de personas que abandonaron esquema,2023-10-01,2,0,2,0,2
YAPACANI,rabia,no de personas que abandonaron esquema,2023-10-01,1,1,1,1,2
ANTEQUERA,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
BELLA FLOR,rabia,no de personas que abandonaron esquema,2023-11-01,5,1,5,1,6
BETANZOS,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
CABEZAS,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2023-11-01,3,1,3,1,4
CARAPARI,rabia,no de personas que abandonaron esquema,2023-11-01,2,2,2,2,4
CHALLAPATA,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
CHIMORE,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2023-11-01,26,14,26,14,40
EL ALTO,rabia,no de personas que abandonaron esquema,2023-11-01,17,16,17,16,33
ENTRE RIOS CBBA,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2023-11-01,28,25,28,25,53
LA PAZ,rabia,no de personas que abandonaron esquema,2023-11-01,27,15,27,15,42
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2023-11-01,17,10,17,10,27
POTOSI,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2023-11-01,2,1,2,1,3
REYES,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2023-11-01,2,1,2,1,3
SAN BORJA,rabia,no de personas que abandonaron esquema,2023-11-01,4,2,4,2,6
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2023-11-01,11,9,11,9,20
TARATA,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
TIPUANI,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2023-11-01,1,1,1,1,2
TRINIDAD,rabia,no de personas que abandonaron esquema,2023-11-01,7,2,7,2,9
UNCIA,rabia,no de personas que abandonaron esquema,2023-11-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2023-11-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2023-11-01,0,2,0,2,2
VINTO,rabia,no de personas que abandonaron esquema,2023-11-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2023-11-01,1,1,1,1,2
AIQUILE,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
ANTEQUERA,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
CHARAGUA,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
CHUA COCANI,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2023-12-01,14,5,14,5,19
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
COROICO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2023-12-01,25,15,25,15,40
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2023-12-01,4,1,4,1,5
LA ASUNTA,rabia,no de personas que abandonaron esquema,2023-12-01,3,0,3,0,3
LA PAZ,rabia,no de personas que abandonaron esquema,2023-12-01,19,17,19,17,36
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
MONTERO,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
MORO MORO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2023-12-01,14,11,14,11,25
PALCA,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
PORCO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
PORONGO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
RIBERALTA,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2023-12-01,2,0,2,0,2
SAN ANDRES,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2023-12-01,2,0,2,0,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2023-12-01,2,2,2,2,4
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2023-12-01,1,2,1,2,3
SAN JULIAN,rabia,no de personas que abandonaron esquema,2023-12-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2023-12-01,3,4,3,4,7
SIPE SIPE,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
SORATA,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2023-12-01,16,10,16,10,26
TRINIDAD,rabia,no de personas que abandonaron esquema,2023-12-01,8,4,8,4,12
UNCIA,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2023-12-01,3,5,3,5,8
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2023-12-01,0,1,0,1,1
VINTO,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2023-12-01,1,2,1,2,3
YOTALA,rabia,no de personas que abandonaron esquema,2023-12-01,1,0,1,0,1
