,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
TIAHUANACU,rabia,no de personas con vacuna antirrabica,2023-03-01,0,2,0,2,2
TINGUIPAYA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2023-03-01,11,5,11,5,16
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2023-03-01,1,3,1,3,4
TRINIDAD,rabia,no de personas con vacuna antirrabica,2023-03-01,34,32,34,32,66
UNCIA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
UYUNI,rabia,no de personas con vacuna antirrabica,2023-03-01,4,7,4,7,11
VACAS,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2023-03-01,3,1,3,1,4
VIACHA,rabia,no de personas con vacuna antirrabica,2023-03-01,9,7,9,7,16
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2023-03-01,1,6,1,6,7
VINTO,rabia,no de personas con vacuna antirrabica,2023-03-01,7,2,7,2,9
WARNES,rabia,no de personas con vacuna antirrabica,2023-03-01,23,13,23,13,36
YACUIBA,rabia,no de personas con vacuna antirrabica,2023-03-01,35,70,35,70,105
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2023-03-01,2,1,2,1,3
YOCALLA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
YOTALA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2023-04-01,3,0,3,0,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2023-04-01,3,1,3,1,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
ALTO BENI,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
APOLO,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
ARANI,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2023-04-01,2,1,2,1,3
BETANZOS,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2023-04-01,3,2,3,2,5
CAJUATA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2023-04-01,4,2,4,2,6
CARAPARI,rabia,no de personas con vacuna antirrabica,2023-04-01,2,3,2,3,5
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,4,0,4,4
CHAQUI,rabia,no de personas con vacuna antirrabica,2023-04-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2023-04-01,6,1,6,1,7
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2023-04-01,74,72,74,72,146
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2023-04-01,4,4,4,4,8
COLLANA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2023-04-01,6,1,6,1,7
COLQUIRI,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2023-04-01,4,3,4,3,7
COROICO,rabia,no de personas con vacuna antirrabica,2023-04-01,2,1,2,1,3
COTAGAITA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2023-04-01,12,13,12,13,25
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2023-04-01,95,94,95,94,189
EL CHORO,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2023-04-01,15,9,15,9,24
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2023-04-01,0,3,0,3,3
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,3,1,3,4
GUANAY,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2023-04-01,5,4,5,4,9
HUACARETA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2023-04-01,13,7,13,7,20
HUARINA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2023-04-01,21,20,21,20,41
LA PAZ,rabia,no de personas con vacuna antirrabica,2023-04-01,133,109,133,109,242
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
MINEROS,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2023-04-01,3,0,3,0,3
MONTERO,rabia,no de personas con vacuna antirrabica,2023-04-01,5,4,5,4,9
ORURO,rabia,no de personas con vacuna antirrabica,2023-04-01,86,55,86,55,141
PADILLA,rabia,no de personas con vacuna antirrabica,2023-04-01,4,1,4,1,5
PAILON,rabia,no de personas con vacuna antirrabica,2023-04-01,2,2,2,2,4
PALCA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2023-04-01,3,1,3,1,4
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,2,1,2,3
POOPO,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2023-04-01,2,1,2,1,3
PUCARANI,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
PUNA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2023-04-01,10,6,10,6,16
QUIME,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2023-04-01,7,5,7,5,12
SAIPINA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2023-04-01,5,0,5,0,5
SAN BORJA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,4,0,4,4
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,2,0,2,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2023-04-01,3,2,3,2,5
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2023-04-01,3,1,3,1,4
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2023-04-01,1,4,1,4,5
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2023-04-01,2,1,2,1,3
SAN LORENZO(TJA),rabia,no de personas con vacuna antirrabica,2023-04-01,3,2,3,2,5
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2023-04-01,460,386,460,386,846
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
SANTIAGO DE HUATA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,2,0,2,2
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2023-04-01,5,4,5,4,9
SORATA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2023-04-01,119,112,119,112,231
TARATA,rabia,no de personas con vacuna antirrabica,2023-04-01,0,2,0,2,2
TARIJA,rabia,no de personas con vacuna antirrabica,2023-04-01,23,25,23,25,48
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2023-04-01,4,1,4,1,5
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2023-04-01,1,1,1,1,2
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2023-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2023-04-01,26,19,26,19,45
UNCIA,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
UYUNI,rabia,no de personas con vacuna antirrabica,2023-04-01,0,2,0,2,2
VACAS,rabia,no de personas con vacuna antirrabica,2023-04-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2023-04-01,4,5,4,5,9
VIACHA,rabia,no de personas con vacuna antirrabica,2023-04-01,8,4,8,4,12
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
VINTO,rabia,no de personas con vacuna antirrabica,2023-04-01,3,5,3,5,8
WARNES,rabia,no de personas con vacuna antirrabica,2023-04-01,21,13,21,13,34
YACUIBA,rabia,no de personas con vacuna antirrabica,2023-04-01,39,28,39,28,67
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2023-04-01,2,0,2,0,2
YANACACHI,rabia,no de personas con vacuna antirrabica,2023-04-01,0,2,0,2,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2023-04-01,1,3,1,3,4
YOTALA,rabia,no de personas con vacuna antirrabica,2023-04-01,2,2,2,2,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2023-05-01,3,5,3,5,8
ALTO BENI,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
APOLO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2023-05-01,3,1,3,1,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2023-05-01,3,1,3,1,4
BATALLAS,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
BETANZOS,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2023-05-01,2,1,2,1,3
CAPINOTA,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2023-05-01,6,3,6,3,9
CARAPARI,rabia,no de personas con vacuna antirrabica,2023-05-01,3,2,3,2,5
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
CHIMORE,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2023-05-01,1,3,1,3,4
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2023-05-01,101,90,101,90,191
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2023-05-01,3,5,3,5,8
COLOMI,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2023-05-01,4,0,4,0,4
COLQUIRI,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2023-05-01,4,1,4,1,5
CONCEPCION,rabia,no de personas con vacuna antirrabica,2023-05-01,2,1,2,1,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2023-05-01,4,1,4,1,5
COTAGAITA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2023-05-01,11,12,11,12,23
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2023-05-01,2,4,2,4,6
DESAGUADERO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2023-05-01,136,99,136,99,235
EL TORNO,rabia,no de personas con vacuna antirrabica,2023-05-01,11,14,11,14,25
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2023-05-01,4,1,4,1,5
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2023-05-01,3,2,3,2,5
HUANUNI,rabia,no de personas con vacuna antirrabica,2023-05-01,12,16,12,16,28
HUARINA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
ICLA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2023-05-01,0,2,0,2,2
IXIAMAS,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2023-05-01,29,11,29,11,40
LA PAZ,rabia,no de personas con vacuna antirrabica,2023-05-01,170,134,170,134,304
LAJA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
LURIBAY,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
MIZQUE,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2023-05-01,10,5,10,5,15
OKINAWA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2023-05-01,62,64,62,64,126
PAILON,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,3,0,3,3
POOPO,rabia,no de personas con vacuna antirrabica,2023-05-01,6,3,6,3,9
PORONGO,rabia,no de personas con vacuna antirrabica,2023-05-01,3,3,3,3,6
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2023-05-01,3,4,3,4,7
POTOSI,rabia,no de personas con vacuna antirrabica,2023-05-01,4,2,4,2,6
PUCARANI,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2023-05-01,4,2,4,2,6
PUNA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
PUNATA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2023-05-01,18,21,18,21,39
QUIME,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
REYES,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2023-05-01,12,10,12,10,22
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2023-05-01,3,4,3,4,7
SAN BORJA,rabia,no de personas con vacuna antirrabica,2023-05-01,4,2,4,2,6
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,3,0,3,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2023-05-01,6,3,6,3,9
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2023-05-01,2,3,2,3,5
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
SAN PEDRO DE MACHA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2023-05-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2023-05-01,421,423,421,423,844
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2023-05-01,1,3,1,3,4
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2023-05-01,2,4,2,4,6
SORATA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,4,1,4,5
SUCRE,rabia,no de personas con vacuna antirrabica,2023-05-01,123,106,123,106,229
TARATA,rabia,no de personas con vacuna antirrabica,2023-05-01,2,1,2,1,3
TARIJA,rabia,no de personas con vacuna antirrabica,2023-05-01,32,21,32,21,53
TEOPONTE,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
TIPUANI,rabia,no de personas con vacuna antirrabica,2023-05-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2023-05-01,3,4,3,4,7
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2023-05-01,0,2,0,2,2
TOLATA,rabia,no de personas con vacuna antirrabica,2023-05-01,1,2,1,2,3
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2023-05-01,39,43,39,43,82
UNCIA,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2023-05-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2023-05-01,3,3,3,3,6
VIACHA,rabia,no de personas con vacuna antirrabica,2023-05-01,6,8,6,8,14
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2023-05-01,3,0,3,0,3
VINTO,rabia,no de personas con vacuna antirrabica,2023-05-01,1,1,1,1,2
WARNES,rabia,no de personas con vacuna antirrabica,2023-05-01,34,26,34,26,60
YACUIBA,rabia,no de personas con vacuna antirrabica,2023-05-01,58,35,58,35,93
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2023-05-01,0,1,0,1,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2023-05-01,2,0,2,0,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2023-05-01,5,1,5,1,6
ACHACACHI,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2023-06-01,3,3,3,3,6
ALCALA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
ARANI,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2023-06-01,2,1,2,1,3
ATOCHA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,2,1,2,3
BATALLAS,rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2023-06-01,5,2,5,2,7
BETANZOS,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2023-06-01,2,1,2,1,3
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2023-06-01,9,4,9,4,13
CARAPARI,rabia,no de personas con vacuna antirrabica,2023-06-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
CHARAGUA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2023-06-01,3,1,3,1,4
CLIZA,rabia,no de personas con vacuna antirrabica,2023-06-01,0,3,0,3,3
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2023-06-01,107,74,107,74,181
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2023-06-01,6,7,6,7,13
COLOMI,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2023-06-01,4,1,4,1,5
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,7,1,7,8
COLQUIRI,rabia,no de personas con vacuna antirrabica,2023-06-01,2,2,2,2,4
COMARAPA,rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
COROICO,rabia,no de personas con vacuna antirrabica,2023-06-01,1,3,1,3,4
COTAGAITA,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2023-06-01,14,16,14,16,30
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2023-06-01,2,2,2,2,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2023-06-01,94,85,94,85,179
EL TORNO,rabia,no de personas con vacuna antirrabica,2023-06-01,14,10,14,10,24
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,2,1,2,3
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2023-06-01,0,1,0,1,1
GUANAY,rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2023-06-01,2,3,2,3,5
HUANUNI,rabia,no de personas con vacuna antirrabica,2023-06-01,5,10,5,10,15
ICLA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2023-06-01,2,0,2,0,2
IXIAMAS,rabia,no de personas con vacuna antirrabica,2023-06-01,2,1,2,1,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2023-06-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2023-06-01,28,11,28,11,39
LA PAZ,rabia,no de personas con vacuna antirrabica,2023-06-01,154,170,154,170,324
MAIRANA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2023-06-01,2,1,2,1,3
MONTERO,rabia,no de personas con vacuna antirrabica,2023-06-01,16,7,16,7,23
ORURO,rabia,no de personas con vacuna antirrabica,2023-06-01,41,40,41,40,81
PADILLA,rabia,no de personas con vacuna antirrabica,2023-06-01,2,3,2,3,5
PAILON,rabia,no de personas con vacuna antirrabica,2023-06-01,0,3,0,3,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-06-01,1,1,1,1,2
POOPO,rabia,no de personas con vacuna antirrabica,2023-06-01,1,3,1,3,4
PORONGO,rabia,no de personas con vacuna antirrabica,2023-06-01,5,0,5,0,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2023-06-01,6,6,6,6,12
