municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
TIPUANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,10,10
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,24,24
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,10,10
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,7,7
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,19,19
BELLA FLOR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,8,8
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,4,4
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,7,7
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,13,13
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,15,15
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,10,10
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,19,19
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,637,637
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
MECAPACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,172,172
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,12,12
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,37,37
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,8,8
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,36,36
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,9,9
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,7,7
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,5,5
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,3,3
SAN PEDRO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,104,104
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,4,4
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,289,289
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,8,8
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,6,6
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,7,7
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,47,47
UNCIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,3,3
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,5,5
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,5,5
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-05-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,7,7
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,26,26
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
BAURES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,22,22
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,14,14
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,4,4
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,169,169
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,10,10
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,24,24
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,28,28
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,5,5
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,240,240
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,338,338
MOROCHATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,11,11
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,40,40
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,33,33
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
PUERTO SILES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,7,7
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,6,6
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,15,15
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,12,12
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
SANTA ANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,217,217
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,254,254
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,15,15
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,7,7
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,7,7
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,12,12
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,5,5
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,7,7
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-06-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,16,16
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,9,9
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,5,5
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,6,6
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,3,3
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,6,6
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,9,9
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,8,8
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,20,20
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,19,19
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,657,657
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,96,96
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,27,27
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,4,4
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,7,7
PUERTO SILES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,6,6
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,5,5
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,16,16
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,29,29
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,3,3
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,7,7
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,301,301
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,270,270
TACOPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,8,8
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,14,14
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,21,21
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,15,15
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,3,3
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,9,9
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,1,1
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-07-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,25,25
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,4,4
AZURDUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,17,17
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,10,10
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,23,23
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,15,15
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
CURVA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,5,5
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,26,26
EL CHORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,5,5
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,467,467
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
LLICA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,184,184
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,4,4
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,48,48
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,7,7
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,12,12
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,21,21
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,19,19
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,23,23
SAN JAVIER(BNI),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,6,6
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,3,3
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,151,151
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,292,292
TACOPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-08-01,1,1
