municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-03-01,10,10
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-03-01,219,219
YOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-03-01,1,1
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-03-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-03-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,8,8
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
ALALAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,34,34
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,7,7
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,27,27
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,69,69
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,20,20
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,21,21
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,43,43
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
CARIPUYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,16,16
CHUMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,30,30
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,278,278
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,91,91
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
COLPA BELGICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,7,7
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,11,11
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,31,31
CORQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,35,35
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,8,8
CURVA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1682,1682
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,78,78
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,31,31
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
ESCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,12,12
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,37,37
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,14,14
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,8,8
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2693,2693
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,9,9
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,16,16
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,16,16
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,8,8
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1009,1009
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,182,182
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,18,18
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,44,44
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,8,8
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
POOPO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,53,53
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
PUERTO SILES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,20,20
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,23,23
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,305,305
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,59,59
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,146,146
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,45,45
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,42,42
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,5,5
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,10,10
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,12,12
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,11,11
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,26,26
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,9,9
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,17,17
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,6,6
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3314,3314
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,10,10
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,19,19
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1828,1828
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,218,218
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,3,3
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,26,26
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
TOLEDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,14,14
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,9,9
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
TOTORA(ORR),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,443,443
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,189,189
UMALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
UNCIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,47,47
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,2,2
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,14,14
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,13,13
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,55,55
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,16,16
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,40,40
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,18,18
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,204,204
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,38,38
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,41,41
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,72,72
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,213,213
YOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,4,4
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-04-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,34,34
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,24,24
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,11,11
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,24,24
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,77,77
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,14,14
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,22,22
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,29,29
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
CARIPUYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,8,8
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,8,8
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,21,21
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,27,27
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,256,256
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,302,302
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
COLPA BELGICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
COLQUENCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,32,32
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,16,16
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,34,34
CORQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,24,24
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
CURVA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1208,1208
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,100,100
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,23,23
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,27,27
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,63,63
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
HUATAJATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,4,4
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,7239,7239
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,6,6
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,9,9
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,11,11
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,10,10
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,23,23
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1125,1125
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,38,38
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,44,44
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,35,35
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,12,12
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,4,4
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,9,9
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,33,33
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,279,279
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,51,51
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,4,4
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,135,135
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,36,36
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,74,74
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,10,10
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,5,5
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,31,31
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,22,22
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,12,12
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,18,18
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3236,3236
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,8,8
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,23,23
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1480,1480
TACACOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
TACOBAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,23,23
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,301,301
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-05-01,6,6
