,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
COROICO,consulta externa,menores de 6 meses,2020-03-01,13,24,20,20,33,44,77
CORQUE,consulta externa,menores de 6 meses,2020-03-01,5,7,0,2,5,9,14
COTAGAITA,consulta externa,menores de 6 meses,2020-03-01,53,58,3,4,56,62,118
COTOCA,consulta externa,menores de 6 meses,2020-03-01,113,65,11,4,124,69,193
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2020-03-01,51,39,7,7,58,46,104
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2020-03-01,7,5,2,1,9,6,15
CUEVO,consulta externa,menores de 6 meses,2020-03-01,17,15,3,4,20,19,39
CULPINA,consulta externa,menores de 6 meses,2020-03-01,20,22,1,2,21,24,45
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2020-03-01,10,2,2,0,12,2,14
CURVA,consulta externa,menores de 6 meses,2020-03-01,1,3,0,2,1,5,6
DESAGUADERO,consulta externa,menores de 6 meses,2020-03-01,10,4,0,1,10,5,15
EL ALTO,consulta externa,menores de 6 meses,2020-03-01,2578,2505,829,827,3407,3332,6739
EL CHORO,consulta externa,menores de 6 meses,2020-03-01,1,3,0,0,1,3,4
EL PUENTE(STC),consulta externa,menores de 6 meses,2020-03-01,30,17,0,1,30,18,48
EL PUENTE(TJA),consulta externa,menores de 6 meses,2020-03-01,31,23,1,0,32,23,55
EL TORNO,consulta externa,menores de 6 meses,2020-03-01,219,157,80,73,299,230,529
EL VILLAR,consulta externa,menores de 6 meses,2020-03-01,3,3,0,0,3,3,6
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2020-03-01,50,31,3,0,53,31,84
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2020-03-01,166,131,8,3,174,134,308
ESCARA,consulta externa,menores de 6 meses,2020-03-01,1,0,0,0,1,0,1
ESCOMA,consulta externa,menores de 6 meses,2020-03-01,14,5,1,1,15,6,21
ESMERALDA,consulta externa,menores de 6 meses,2020-03-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2020-03-01,6,2,0,0,6,2,8
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2020-03-01,0,4,0,0,0,4,4
EXALTACION,consulta externa,menores de 6 meses,2020-03-01,7,6,1,1,8,7,15
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2020-03-01,37,29,6,3,43,32,75
FILADELFIA,consulta externa,menores de 6 meses,2020-03-01,12,16,0,2,12,18,30
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2020-03-01,44,40,2,5,46,45,91
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2020-03-01,14,14,2,0,16,14,30
GUANAY,consulta externa,menores de 6 meses,2020-03-01,38,31,10,13,48,44,92
GUAQUI,consulta externa,menores de 6 meses,2020-03-01,2,2,0,0,2,2,4
GUAYARAMERIN,consulta externa,menores de 6 meses,2020-03-01,121,104,15,4,136,108,244
GUTIERREZ,consulta externa,menores de 6 meses,2020-03-01,43,54,9,3,52,57,109
HUACARETA,consulta externa,menores de 6 meses,2020-03-01,22,11,4,4,26,15,41
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2020-03-01,2,4,3,2,5,6,11
HUACHACALLA,consulta externa,menores de 6 meses,2020-03-01,0,3,0,0,0,3,3
HUANUNI,consulta externa,menores de 6 meses,2020-03-01,78,53,19,9,97,62,159
HUARACAJE,consulta externa,menores de 6 meses,2020-03-01,5,2,0,0,5,2,7
HUARINA,consulta externa,menores de 6 meses,2020-03-01,17,4,6,2,23,6,29
HUATAJATA,consulta externa,menores de 6 meses,2020-03-01,0,2,5,2,5,4,9
HUAYLLAMARCA,consulta externa,menores de 6 meses,2020-03-01,2,5,1,1,3,6,9
HUMANATA,consulta externa,menores de 6 meses,2020-03-01,2,1,3,5,5,6,11
ICHOCA,consulta externa,menores de 6 meses,2020-03-01,9,9,0,0,9,9,18
ICLA,consulta externa,menores de 6 meses,2020-03-01,8,10,9,4,17,14,31
INCAHUASI,consulta externa,menores de 6 meses,2020-03-01,20,23,1,0,21,23,44
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2020-03-01,10,6,0,0,10,6,16
INQUISIVI,consulta externa,menores de 6 meses,2020-03-01,16,19,0,1,16,20,36
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2020-03-01,31,42,9,10,40,52,92
IXIAMAS,consulta externa,menores de 6 meses,2020-03-01,31,37,0,1,31,38,69
JESUS DE MACHACA,consulta externa,menores de 6 meses,2020-03-01,18,17,17,11,35,28,63
LA ASUNTA,consulta externa,menores de 6 meses,2020-03-01,124,108,3,8,127,116,243
LA GUARDIA,consulta externa,menores de 6 meses,2020-03-01,180,226,101,87,281,313,594
LA PAZ,consulta externa,menores de 6 meses,2020-03-01,2393,2308,650,692,3043,3000,6043
LAGUNILLAS,consulta externa,menores de 6 meses,2020-03-01,11,16,1,1,12,17,29
LAJA,consulta externa,menores de 6 meses,2020-03-01,22,21,0,0,22,21,43
LAS CARRERAS,consulta externa,menores de 6 meses,2020-03-01,5,5,0,0,5,5,10
LICOMA PAMPA,consulta externa,menores de 6 meses,2020-03-01,11,5,0,0,11,5,16
LLALLAGUA,consulta externa,menores de 6 meses,2020-03-01,138,93,1,3,139,96,235
LLICA,consulta externa,menores de 6 meses,2020-03-01,3,4,0,0,3,4,7
LORETO,consulta externa,menores de 6 meses,2020-03-01,12,3,0,0,12,3,15
LURIBAY,consulta externa,menores de 6 meses,2020-03-01,22,22,0,0,22,22,44
MACHACAMARCA,consulta externa,menores de 6 meses,2020-03-01,9,6,0,1,9,7,16
MACHARETI,consulta externa,menores de 6 meses,2020-03-01,16,14,6,0,22,14,36
MAGDALENA,consulta externa,menores de 6 meses,2020-03-01,10,10,4,1,14,11,25
MAIRANA,consulta externa,menores de 6 meses,2020-03-01,46,21,4,1,50,22,72
MALLA,consulta externa,menores de 6 meses,2020-03-01,4,0,0,0,4,0,4
MAPIRI,consulta externa,menores de 6 meses,2020-03-01,58,30,1,1,59,31,90
MECAPACA,consulta externa,menores de 6 meses,2020-03-01,31,15,2,2,33,17,50
MINEROS,consulta externa,menores de 6 meses,2020-03-01,71,31,1,8,72,39,111
MIZQUE,consulta externa,menores de 6 meses,2020-03-01,32,58,8,7,40,65,105
MOCOMOCO,consulta externa,menores de 6 meses,2020-03-01,8,9,4,0,12,9,21
MOJINETE,consulta externa,menores de 6 meses,2020-03-01,0,2,2,0,2,2,4
MOJOCOYA,consulta externa,menores de 6 meses,2020-03-01,16,14,0,0,16,14,30
MONTEAGUDO,consulta externa,menores de 6 meses,2020-03-01,71,44,9,10,80,54,134
MONTERO,consulta externa,menores de 6 meses,2020-03-01,1061,810,70,36,1131,846,1977
MORO MORO,consulta externa,menores de 6 meses,2020-03-01,4,7,0,1,4,8,12
MOROCHATA,consulta externa,menores de 6 meses,2020-03-01,22,17,0,0,22,17,39
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2020-03-01,5,5,0,0,5,5,10
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2020-03-01,3,1,0,0,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2020-03-01,3,7,0,0,3,7,10
OCURI,consulta externa,menores de 6 meses,2020-03-01,24,25,0,0,24,25,49
OKINAWA,consulta externa,menores de 6 meses,2020-03-01,20,18,2,4,22,22,44
OMEREQUE,consulta externa,menores de 6 meses,2020-03-01,17,12,1,0,18,12,30
ORURO,consulta externa,menores de 6 meses,2020-03-01,775,745,284,328,1059,1073,2132
PADCAYA,consulta externa,menores de 6 meses,2020-03-01,46,51,1,2,47,53,100
PADILLA,consulta externa,menores de 6 meses,2020-03-01,25,22,0,3,25,25,50
PAILON,consulta externa,menores de 6 meses,2020-03-01,65,45,6,8,71,53,124
PALCA,consulta externa,menores de 6 meses,2020-03-01,37,23,3,1,40,24,64
PALOS BLANCOS,consulta externa,menores de 6 meses,2020-03-01,74,86,8,18,82,104,186
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2020-03-01,1,3,0,0,1,3,4
PAMPA GRANDE,consulta externa,menores de 6 meses,2020-03-01,18,13,0,0,18,13,31
PAPEL PAMPA,consulta externa,menores de 6 meses,2020-03-01,15,14,4,0,19,14,33
PASORAPA,consulta externa,menores de 6 meses,2020-03-01,7,3,0,0,7,3,10
PATACAMAYA,consulta externa,menores de 6 meses,2020-03-01,37,29,5,5,42,34,76
PAZÑA,consulta externa,menores de 6 meses,2020-03-01,10,7,0,0,10,7,17
PELECHUCO,consulta externa,menores de 6 meses,2020-03-01,14,19,3,4,17,23,40
POCOATA,consulta externa,menores de 6 meses,2020-03-01,19,21,0,0,19,21,40
POCONA,consulta externa,menores de 6 meses,2020-03-01,21,19,0,0,21,19,40
POJO (CBBA),consulta externa,menores de 6 meses,2020-03-01,18,18,5,4,23,22,45
POOPO,consulta externa,menores de 6 meses,2020-03-01,11,13,0,1,11,14,25
PORCO,consulta externa,menores de 6 meses,2020-03-01,27,25,3,3,30,28,58
POROMA,consulta externa,menores de 6 meses,2020-03-01,28,21,1,0,29,21,50
PORONGO,consulta externa,menores de 6 meses,2020-03-01,23,15,1,2,24,17,41
PORTACHUELO,consulta externa,menores de 6 meses,2020-03-01,18,21,1,2,19,23,42
PORVENIR,consulta externa,menores de 6 meses,2020-03-01,10,6,0,1,10,7,17
POSTRER VALLE,consulta externa,menores de 6 meses,2020-03-01,4,2,0,0,4,2,6
POTOSI,consulta externa,menores de 6 meses,2020-03-01,1114,1210,112,112,1226,1322,2548
PRESTO,consulta externa,menores de 6 meses,2020-03-01,11,9,0,1,11,10,21
PUCARA,consulta externa,menores de 6 meses,2020-03-01,3,4,0,0,3,4,7
PUCARANI,consulta externa,menores de 6 meses,2020-03-01,42,47,9,11,51,58,109
PUERTO ACOSTA,consulta externa,menores de 6 meses,2020-03-01,13,12,0,0,13,12,25
PUERTO CARABUCO,consulta externa,menores de 6 meses,2020-03-01,17,26,3,7,20,33,53
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2020-03-01,29,22,15,16,44,38,82
PUERTO PEREZ,consulta externa,menores de 6 meses,2020-03-01,4,2,0,2,4,4,8
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2020-03-01,37,40,7,2,44,42,86
PUERTO RICO,consulta externa,menores de 6 meses,2020-03-01,10,13,1,0,11,13,24
PUERTO SILES,consulta externa,menores de 6 meses,2020-03-01,3,2,0,0,3,2,5
PUERTO SUAREZ,consulta externa,menores de 6 meses,2020-03-01,18,25,5,2,23,27,50
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2020-03-01,271,302,10,15,281,317,598
PUNA,consulta externa,menores de 6 meses,2020-03-01,29,31,3,1,32,32,64
PUNATA,consulta externa,menores de 6 meses,2020-03-01,93,82,27,19,120,101,221
QUIABAYA,consulta externa,menores de 6 meses,2020-03-01,5,3,0,1,5,4,9
QUILLACOLLO,consulta externa,menores de 6 meses,2020-03-01,339,377,141,143,480,520,1000
QUIME,consulta externa,menores de 6 meses,2020-03-01,12,8,0,0,12,8,20
QUIRUSILLAS,consulta externa,menores de 6 meses,2020-03-01,2,1,0,0,2,1,3
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2020-03-01,12,11,0,0,12,11,23
RAVELO,consulta externa,menores de 6 meses,2020-03-01,20,16,0,0,20,16,36
REYES,consulta externa,menores de 6 meses,2020-03-01,27,20,1,0,28,20,48
RIBERALTA,consulta externa,menores de 6 meses,2020-03-01,264,261,43,32,307,293,600
ROBORE,consulta externa,menores de 6 meses,2020-03-01,35,21,2,2,37,23,60
RURRENABAQUE,consulta externa,menores de 6 meses,2020-03-01,52,47,1,5,53,52,105
SABAYA,consulta externa,menores de 6 meses,2020-03-01,12,3,0,0,12,3,15
SACABA,consulta externa,menores de 6 meses,2020-03-01,412,420,78,66,490,486,976
SACABAMBA,consulta externa,menores de 6 meses,2020-03-01,11,4,0,1,11,5,16
SACACA,consulta externa,menores de 6 meses,2020-03-01,43,53,0,0,43,53,96
SAIPINA,consulta externa,menores de 6 meses,2020-03-01,13,15,5,1,18,16,34
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2020-03-01,16,16,3,0,19,16,35
SAMAIPATA,consulta externa,menores de 6 meses,2020-03-01,17,25,5,4,22,29,51
SAN AGUSTIN,consulta externa,menores de 6 meses,2020-03-01,4,6,0,0,4,6,10
SAN ANDRES,consulta externa,menores de 6 meses,2020-03-01,21,16,1,1,22,17,39
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2020-03-01,6,4,2,0,8,4,12
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2020-03-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2020-03-01,12,12,0,2,12,14,26
SAN BENITO,consulta externa,menores de 6 meses,2020-03-01,22,13,4,5,26,18,44
SAN BORJA,consulta externa,menores de 6 meses,2020-03-01,103,133,4,6,107,139,246
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2020-03-01,15,26,1,1,16,27,43
SAN CARLOS,consulta externa,menores de 6 meses,2020-03-01,54,40,2,2,56,42,98
SAN IGNACIO,consulta externa,menores de 6 meses,2020-03-01,96,78,6,5,102,83,185
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2020-03-01,166,156,3,0,169,156,325
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2020-03-01,10,8,0,0,10,8,18
SAN JAVIER(STC),consulta externa,menores de 6 meses,2020-03-01,28,8,0,0,28,8,36
SAN JOAQUIN,consulta externa,menores de 6 meses,2020-03-01,12,10,7,2,19,12,31
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2020-03-01,29,24,5,2,34,26,60
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2020-03-01,21,14,0,0,21,14,35
SAN JULIAN,consulta externa,menores de 6 meses,2020-03-01,113,144,18,22,131,166,297
SAN LORENZO(PND),consulta externa,menores de 6 meses,2020-03-01,5,18,0,0,5,18,23
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2020-03-01,60,59,2,0,62,59,121
SAN LUCAS,consulta externa,menores de 6 meses,2020-03-01,53,68,3,5,56,73,129
SAN MATIAS,consulta externa,menores de 6 meses,2020-03-01,17,17,0,0,17,17,34
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2020-03-01,22,16,1,2,23,18,41
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2020-03-01,8,3,0,0,8,3,11
SAN PEDRO,consulta externa,menores de 6 meses,2020-03-01,48,58,2,6,50,64,114
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2020-03-01,30,41,0,0,30,41,71
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2020-03-01,6,9,0,2,6,11,17
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2020-03-01,3,3,0,1,3,4,7
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2020-03-01,1,6,1,1,2,7,9
SAN PEDRO(PND),consulta externa,menores de 6 meses,2020-03-01,3,1,0,0,3,1,4
SAN RAFAEL,consulta externa,menores de 6 meses,2020-03-01,13,9,15,14,28,23,51
SAN RAMON BENI,consulta externa,menores de 6 meses,2020-03-01,21,21,0,0,21,21,42
SAN RAMON SCZ,consulta externa,menores de 6 meses,2020-03-01,10,10,0,0,10,10,20
SANTA ANA,consulta externa,menores de 6 meses,2020-03-01,52,38,33,25,85,63,148
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2020-03-01,3114,2875,610,649,3724,3524,7248
SANTA ROSA,consulta externa,menores de 6 meses,2020-03-01,35,23,0,0,35,23,58
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2020-03-01,77,46,1,1,78,47,125
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2020-03-01,3,4,0,0,3,4,7
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2020-03-01,24,15,5,5,29,20,49
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2020-03-01,3,7,6,2,9,9,18
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2020-03-01,8,3,1,0,9,3,12
SANTIVAÑES,consulta externa,menores de 6 meses,2020-03-01,13,7,4,2,17,9,26
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2020-03-01,5,2,1,2,6,4,10
SAPAHAQUI,consulta externa,menores de 6 meses,2020-03-01,13,6,0,0,13,6,19
SENA,consulta externa,menores de 6 meses,2020-03-01,10,7,0,2,10,9,19
SHINAOTA,consulta externa,menores de 6 meses,2020-03-01,100,93,8,2,108,95,203
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2020-03-01,37,21,1,0,38,21,59
SICAYA,consulta externa,menores de 6 meses,2020-03-01,11,8,3,1,14,9,23
SIPE SIPE,consulta externa,menores de 6 meses,2020-03-01,113,90,25,20,138,110,248
SOPACHUY,consulta externa,menores de 6 meses,2020-03-01,11,17,2,0,13,17,30
SORACACHI,consulta externa,menores de 6 meses,2020-03-01,12,11,0,0,12,11,23
SORATA,consulta externa,menores de 6 meses,2020-03-01,39,42,5,6,44,48,92
SUCRE,consulta externa,menores de 6 meses,2020-03-01,876,807,131,147,1007,954,1961
TACACHI,consulta externa,menores de 6 meses,2020-03-01,4,5,0,0,4,5,9
TACACOMA,consulta externa,menores de 6 meses,2020-03-01,18,17,1,1,19,18,37
TACOBAMBA,consulta externa,menores de 6 meses,2020-03-01,7,7,0,0,7,7,14
TACOPAYA,consulta externa,menores de 6 meses,2020-03-01,14,10,0,0,14,10,24
TAHUA,consulta externa,menores de 6 meses,2020-03-01,3,1,0,0,3,1,4
TAPACARI,consulta externa,menores de 6 meses,2020-03-01,44,42,3,1,47,43,90
TARABUCO,consulta externa,menores de 6 meses,2020-03-01,49,33,1,0,50,33,83
TARACO,consulta externa,menores de 6 meses,2020-03-01,2,5,0,1,2,6,8
TARATA,consulta externa,menores de 6 meses,2020-03-01,20,16,1,3,21,19,40
TARIJA,consulta externa,menores de 6 meses,2020-03-01,636,579,123,117,759,696,1455
TARVITA,consulta externa,menores de 6 meses,2020-03-01,53,57,2,2,55,59,114
TEOPONTE,consulta externa,menores de 6 meses,2020-03-01,19,24,3,4,22,28,50
TIAHUANACU,consulta externa,menores de 6 meses,2020-03-01,14,7,1,0,15,7,22
TINGUIPAYA,consulta externa,menores de 6 meses,2020-03-01,25,23,0,0,25,23,48
TIPUANI,consulta externa,menores de 6 meses,2020-03-01,38,16,2,5,40,21,61
TIQUIPAYA,consulta externa,menores de 6 meses,2020-03-01,202,237,7,16,209,253,462
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2020-03-01,39,37,17,23,56,60,116
TOCO,consulta externa,menores de 6 meses,2020-03-01,7,6,1,1,8,7,15
TOLATA,consulta externa,menores de 6 meses,2020-03-01,15,20,1,1,16,21,37
TOLEDO,consulta externa,menores de 6 meses,2020-03-01,8,9,0,0,8,9,17
TOMAVE,consulta externa,menores de 6 meses,2020-03-01,25,20,1,0,26,20,46
TOMINA,consulta externa,menores de 6 meses,2020-03-01,30,29,0,0,30,29,59
TORO TORO,consulta externa,menores de 6 meses,2020-03-01,16,8,1,2,17,10,27
TOTORA(CBBA),consulta externa,menores de 6 meses,2020-03-01,50,39,1,1,51,40,91
TOTORA(ORR),consulta externa,menores de 6 meses,2020-03-01,7,9,0,1,7,10,17
TRIGAL,consulta externa,menores de 6 meses,2020-03-01,0,4,0,0,0,4,4
TRINIDAD,consulta externa,menores de 6 meses,2020-03-01,420,307,44,35,464,342,806
TUPIZA,consulta externa,menores de 6 meses,2020-03-01,137,124,27,46,164,170,334
TURCO,consulta externa,menores de 6 meses,2020-03-01,9,8,1,0,10,8,18
UMALA,consulta externa,menores de 6 meses,2020-03-01,6,9,0,0,6,9,15
UNCIA,consulta externa,menores de 6 meses,2020-03-01,52,39,2,0,54,39,93
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2020-03-01,32,36,3,4,35,40,75
URUBICHA,consulta externa,menores de 6 meses,2020-03-01,10,10,0,0,10,10,20
UYUNI,consulta externa,menores de 6 meses,2020-03-01,66,42,19,25,85,67,152
VACAS,consulta externa,menores de 6 meses,2020-03-01,16,17,2,1,18,18,36
VALLEGRANDE,consulta externa,menores de 6 meses,2020-03-01,36,23,3,2,39,25,64
VIACHA,consulta externa,menores de 6 meses,2020-03-01,186,228,48,34,234,262,496
VILA VILA,consulta externa,menores de 6 meses,2020-03-01,7,6,0,0,7,6,13
VILLA CHARCAS,consulta externa,menores de 6 meses,2020-03-01,18,21,0,1,18,22,40
VILLA MONTES,consulta externa,menores de 6 meses,2020-03-01,97,121,3,7,100,128,228
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2020-03-01,5,6,6,0,11,6,17
VILLA RIVERO,consulta externa,menores de 6 meses,2020-03-01,24,21,5,6,29,27,56
VILLA SERRANO,consulta externa,menores de 6 meses,2020-03-01,25,54,0,0,25,54,79
VILLA TUNARI,consulta externa,menores de 6 meses,2020-03-01,356,301,28,14,384,315,699
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2020-03-01,7,13,0,0,7,13,20
VILLAZON,consulta externa,menores de 6 meses,2020-03-01,60,77,8,12,68,89,157
VINTO,consulta externa,menores de 6 meses,2020-03-01,131,141,13,19,144,160,304
VITICHI,consulta externa,menores de 6 meses,2020-03-01,18,15,0,0,18,15,33
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2020-03-01,3,7,1,0,4,7,11
WARNES,consulta externa,menores de 6 meses,2020-03-01,283,251,20,25,303,276,579
YACO,consulta externa,menores de 6 meses,2020-03-01,14,23,2,1,16,24,40
YACUIBA,consulta externa,menores de 6 meses,2020-03-01,292,230,40,30,332,260,592
YAMPARAEZ,consulta externa,menores de 6 meses,2020-03-01,11,10,0,0,11,10,21
YANACACHI,consulta externa,menores de 6 meses,2020-03-01,9,10,0,0,9,10,19
YAPACANI,consulta externa,menores de 6 meses,2020-03-01,141,123,18,20,159,143,302
YOCALLA,consulta externa,menores de 6 meses,2020-03-01,8,13,0,0,8,13,21
YOTALA,consulta externa,menores de 6 meses,2020-03-01,15,17,7,15,22,32,54
YUNCHARA,consulta externa,menores de 6 meses,2020-03-01,20,24,0,3,20,27,47
ZUDAÑEZ,consulta externa,menores de 6 meses,2020-03-01,17,14,0,0,17,14,31
ACACIO,consulta externa,menores de 6 meses,2020-04-01,0,2,0,0,0,2,2
ACHACACHI,consulta externa,menores de 6 meses,2020-04-01,67,53,6,4,73,57,130
ACHOCALLA,consulta externa,menores de 6 meses,2020-04-01,17,18,4,2,21,20,41
AIQUILE,consulta externa,menores de 6 meses,2020-04-01,16,28,2,5,18,33,51
ALALAY,consulta externa,menores de 6 meses,2020-04-01,2,1,1,0,3,1,4
ALCALA,consulta externa,menores de 6 meses,2020-04-01,2,3,0,0,2,3,5
ALTO BENI,consulta externa,menores de 6 meses,2020-04-01,27,33,3,0,30,33,63
ANCORAIMES,consulta externa,menores de 6 meses,2020-04-01,6,6,0,0,6,6,12
ANDAMARCA,consulta externa,menores de 6 meses,2020-04-01,4,5,0,3,4,8,12
ANTEQUERA,consulta externa,menores de 6 meses,2020-04-01,2,1,0,0,2,1,3
ANZALDO,consulta externa,menores de 6 meses,2020-04-01,7,9,0,1,7,10,17
APOLO,consulta externa,menores de 6 meses,2020-04-01,26,41,20,14,46,55,101
ARAMPAMPA,consulta externa,menores de 6 meses,2020-04-01,1,5,0,0,1,5,6
ARANI,consulta externa,menores de 6 meses,2020-04-01,3,1,0,1,3,2,5
ARBIETO,consulta externa,menores de 6 meses,2020-04-01,22,24,3,1,25,25,50
ARQUE,consulta externa,menores de 6 meses,2020-04-01,14,12,0,0,14,12,26
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2020-04-01,11,10,0,0,11,10,21
ATOCHA,consulta externa,menores de 6 meses,2020-04-01,31,34,2,2,33,36,69
AUCAPATA,consulta externa,menores de 6 meses,2020-04-01,17,11,0,0,17,11,28
AYATA,consulta externa,menores de 6 meses,2020-04-01,10,4,3,0,13,4,17
AYO AYO,consulta externa,menores de 6 meses,2020-04-01,4,6,1,0,5,6,11
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2020-04-01,30,28,1,1,31,29,60
AZURDUY,consulta externa,menores de 6 meses,2020-04-01,27,23,0,1,27,24,51
BATALLAS,consulta externa,menores de 6 meses,2020-04-01,7,7,0,3,7,10,17
BAURES,consulta externa,menores de 6 meses,2020-04-01,5,3,0,1,5,4,9
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2020-04-01,6,0,0,0,6,0,6
BELEN DE URMIRI,consulta externa,menores de 6 meses,2020-04-01,1,3,0,0,1,3,4
BELLA FLOR,consulta externa,menores de 6 meses,2020-04-01,3,3,2,0,5,3,8
BERMEJO,consulta externa,menores de 6 meses,2020-04-01,104,58,10,9,114,67,181
BETANZOS,consulta externa,menores de 6 meses,2020-04-01,44,32,0,1,44,33,77
BOLIVAR,consulta externa,menores de 6 meses,2020-04-01,9,8,0,0,9,8,17
BOLPEBRA,consulta externa,menores de 6 meses,2020-04-01,1,3,0,0,1,3,4
BOYUIBE,consulta externa,menores de 6 meses,2020-04-01,7,3,0,0,7,3,10
BUENA VISTA,consulta externa,menores de 6 meses,2020-04-01,21,21,3,3,24,24,48
CABEZAS,consulta externa,menores de 6 meses,2020-04-01,43,33,5,4,48,37,85
CAIROMA,consulta externa,menores de 6 meses,2020-04-01,17,18,4,5,21,23,44
"CAIZA ""D""",consulta externa,menores de 6 meses,2020-04-01,19,15,0,0,19,15,34
CAJUATA,consulta externa,menores de 6 meses,2020-04-01,15,13,1,1,16,14,30
CALACOTO,consulta externa,menores de 6 meses,2020-04-01,9,5,0,0,9,5,14
CALAMARCA,consulta externa,menores de 6 meses,2020-04-01,9,16,0,1,9,17,26
CAMARGO,consulta externa,menores de 6 meses,2020-04-01,16,16,0,0,16,16,32
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2020-04-01,5,1,0,0,5,1,6
CAMIRI,consulta externa,menores de 6 meses,2020-04-01,33,31,2,1,35,32,67
CAPINOTA,consulta externa,menores de 6 meses,2020-04-01,33,56,17,45,50,101,151
CAQUIAVIRI,consulta externa,menores de 6 meses,2020-04-01,21,14,0,1,21,15,36
CARACOLLO,consulta externa,menores de 6 meses,2020-04-01,51,58,0,2,51,60,111
CARANAVI,consulta externa,menores de 6 meses,2020-04-01,156,146,8,15,164,161,325
CARAPARI,consulta externa,menores de 6 meses,2020-04-01,10,16,2,4,12,20,32
CARIPUYO,consulta externa,menores de 6 meses,2020-04-01,6,11,0,0,6,11,17
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2020-04-01,4,5,0,1,4,6,10
CATACORA,consulta externa,menores de 6 meses,2020-04-01,3,5,1,3,4,8,12
CHACARILLA,consulta externa,menores de 6 meses,2020-04-01,8,5,0,0,8,5,13
CHALLAPATA,consulta externa,menores de 6 meses,2020-04-01,35,35,0,1,35,36,71
CHAQUI,consulta externa,menores de 6 meses,2020-04-01,6,4,0,1,6,5,11
CHARAGUA,consulta externa,menores de 6 meses,2020-04-01,76,50,8,3,84,53,137
CHARAÑA,consulta externa,menores de 6 meses,2020-04-01,2,0,1,0,3,0,3
CHAYANTA,consulta externa,menores de 6 meses,2020-04-01,27,28,0,0,27,28,55
