,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
ALALAY,consulta externa,ninos  de 1 a 4 anos,2020-04-01,8,8,2,3,10,11,21
ALCALA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,17,22,1,0,18,22,40
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,125,118,14,11,139,129,268
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,31,42,2,3,33,45,78
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,28,38,3,0,31,38,69
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,10,10,0,1,10,11,21
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,57,61,3,13,60,74,134
APOLO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,150,126,17,29,167,155,322
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,39,0,0,36,39,75
ARANI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,33,17,23,8,56,25,81
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,91,75,3,5,94,80,174
ARQUE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,94,66,1,0,95,66,161
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,42,48,0,0,42,48,90
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,119,97,5,10,124,107,231
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,40,48,1,3,41,51,92
AYATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,61,54,1,2,62,56,118
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,57,36,10,6,67,42,109
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,149,152,9,2,158,154,312
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2020-04-01,115,112,1,0,116,112,228
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,25,30,7,9,32,39,71
BAURES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,69,2,3,38,72,110
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,9,13,0,0,9,13,22
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,14,9,0,0,14,9,23
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,32,10,4,51,36,87
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,280,234,16,16,296,250,546
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,165,167,1,6,166,173,339
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2020-04-01,27,21,0,1,27,22,49
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,12,18,0,0,12,18,30
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,29,28,4,0,33,28,61
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,82,68,5,5,87,73,160
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,148,141,19,12,167,153,320
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,74,95,8,7,82,102,184
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2020-04-01,77,77,0,0,77,77,154
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,57,57,8,6,65,63,128
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,39,38,3,0,42,38,80
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,37,0,10,41,47,88
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,113,85,0,1,113,86,199
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,13,13,0,0,13,13,26
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,220,161,23,10,243,171,414
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,110,98,7,8,117,106,223
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,57,57,4,7,61,64,125
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,181,174,2,6,183,180,363
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,444,393,29,36,473,429,902
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,0,2,0,0,0,2,2
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,88,76,6,7,94,83,177
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,51,32,1,0,52,32,84
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,34,34,8,1,42,35,77
CATACORA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,17,22,8,5,25,27,52
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,27,21,2,0,29,21,50
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,102,71,4,3,106,74,180
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,43,48,0,0,43,48,91
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,361,350,19,19,380,369,749
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,14,18,0,0,14,18,32
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,135,127,0,0,135,127,262
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,365,312,14,9,379,321,700
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,3,7,0,0,3,7,10
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,3,11,0,0,3,11,14
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,7,4,18,16,25,20,45
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2020-04-01,109,86,8,16,117,102,219
CHUMA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,62,55,2,1,64,56,120
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,39,39,0,0,39,39,78
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,129,111,2,3,131,114,245
CLIZA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,65,37,1,3,66,40,106
COBIJA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,99,92,34,28,133,120,253
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,205,143,3,2,208,145,353
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,1057,998,221,172,1278,1170,2448
COIPASA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,3,0,1,0,4,0,4
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,76,42,22,20,98,62,160
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2020-04-01,92,86,1,1,93,87,180
COLLANA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,19,10,0,1,19,11,30
COLOMI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,112,121,3,11,115,132,247
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,28,3,2,39,30,69
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,339,287,1,0,340,287,627
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,46,50,0,1,46,51,97
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,92,97,0,1,92,98,190
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,8,8,1,2,9,10,19
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,73,60,6,4,79,64,143
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,22,26,0,2,22,28,50
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2020-04-01,73,54,21,12,94,66,160
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,17,13,8,6,25,19,44
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,135,142,11,4,146,146,292
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,48,35,2,2,50,37,87
COROICO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,62,92,18,9,80,101,181
CORQUE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,40,52,0,4,40,56,96
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,201,158,2,7,203,165,368
COTOCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,241,237,14,15,255,252,507
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,77,101,5,2,82,103,185
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,14,3,2,18,16,34
CUEVO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,42,51,12,15,54,66,120
CULPINA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,72,64,0,0,72,64,136
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,13,19,0,1,13,20,33
CURVA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,24,16,0,0,24,16,40
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,14,15,0,0,14,15,29
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,2081,1934,634,598,2715,2532,5247
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,35,22,1,0,36,22,58
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2020-04-01,84,69,2,3,86,72,158
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,80,43,2,8,82,51,133
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,441,356,23,26,464,382,846
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2020-04-01,39,26,1,0,40,26,66
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,120,147,3,1,123,148,271
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,216,175,20,12,236,187,423
ESCARA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,0,2,0,0,0,2,2
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,32,18,2,2,34,20,54
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,10,3,2,3,12,6,18
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,18,17,0,0,18,17,35
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2020-04-01,23,13,0,0,23,13,36
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2020-04-01,14,14,4,0,18,14,32
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,86,57,15,12,101,69,170
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,74,65,3,0,77,65,142
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,92,107,3,5,95,112,207
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2020-04-01,55,60,8,6,63,66,129
GUANAY,consulta externa,ninos  de 1 a 4 anos,2020-04-01,105,84,7,15,112,99,211
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,22,17,1,0,23,17,40
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2020-04-01,257,243,11,6,268,249,517
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,188,198,28,25,216,223,439
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,90,82,5,8,95,90,185
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,21,20,8,6,29,26,55
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,5,2,0,0,5,2,7
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,63,78,0,7,63,85,148
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,17,12,0,0,17,12,29
HUARINA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,23,9,10,45,33,78
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,6,9,8,4,14,13,27
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,30,26,0,1,30,27,57
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,4,10,10,20,14,30,44
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,44,55,0,0,44,55,99
ICLA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,68,40,5,4,73,44,117
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,93,99,0,1,93,100,193
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,35,37,0,1,35,38,73
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,87,92,5,0,92,92,184
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,115,104,23,23,138,127,265
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,134,123,4,0,138,123,261
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,70,52,35,36,105,88,193
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,244,232,9,6,253,238,491
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,400,357,122,83,522,440,962
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,994,963,204,212,1198,1175,2373
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,2,3,0,0,2,3,5
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,94,131,15,9,109,140,249
LAJA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,44,48,2,1,46,49,95
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,29,21,0,0,29,21,50
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,16,12,1,0,17,12,29
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,221,176,5,3,226,179,405
LLICA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,25,20,0,0,25,20,45
LORETO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,24,2,3,17,27,44
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2020-04-01,68,80,3,0,71,80,151
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,14,1,1,16,15,31
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,55,60,2,0,57,60,117
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,82,78,4,4,86,82,168
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,23,0,4,41,27,68
MALLA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,23,22,0,1,23,23,46
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,105,133,9,10,114,143,257
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,45,52,7,7,52,59,111
MINEROS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,87,92,1,2,88,94,182
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,94,105,13,14,107,119,226
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,46,51,1,1,47,52,99
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,9,6,0,1,9,7,16
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,26,5,3,46,29,75
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,131,134,57,61,188,195,383
MONTERO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,375,301,45,34,420,335,755
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,13,11,0,1,13,12,25
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,39,32,1,0,40,32,72
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,35,26,1,1,36,27,63
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,4,3,3,3,7,6,13
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,21,15,0,0,21,15,36
OCURI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,134,137,0,1,134,138,272
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,59,51,5,4,64,55,119
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,68,55,3,2,71,57,128
ORURO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,483,537,83,69,566,606,1172
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,154,127,3,4,157,131,288
PADILLA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,77,61,3,4,80,65,145
PAILON,consulta externa,ninos  de 1 a 4 anos,2020-04-01,147,175,14,11,161,186,347
PALCA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,126,96,0,1,126,97,223
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,230,267,31,27,261,294,555
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,23,20,1,0,24,20,44
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,21,33,2,4,23,37,60
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,43,57,4,2,47,59,106
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,11,0,0,15,11,26
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,63,60,0,1,63,61,124
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,28,24,0,1,28,25,53
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,82,78,17,16,99,94,193
POCOATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,116,111,2,1,118,112,230
POCONA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,95,67,2,0,97,67,164
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,63,62,3,9,66,71,137
POOPO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,35,27,5,1,40,28,68
PORCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,47,37,4,0,51,37,88
POROMA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,174,179,7,1,181,180,361
PORONGO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,77,84,10,11,87,95,182
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,28,19,2,3,30,22,52
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2020-04-01,39,27,10,6,49,33,82
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,9,6,0,1,9,7,16
POTOSI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,316,313,14,20,330,333,663
PRESTO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,71,73,0,2,71,75,146
PUCARA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,11,18,3,3,14,21,35
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,133,101,24,14,157,115,272
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,46,11,9,52,55,107
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,52,65,4,5,56,70,126
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,87,105,37,28,124,133,257
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,20,16,0,0,20,16,36
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,17,20,18,21,35,41,76
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,81,15,3,0,84,15,99
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,8,6,0,0,8,6,14
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,73,58,17,12,90,70,160
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2020-04-01,584,495,39,27,623,522,1145
PUNA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,113,91,3,0,116,91,207
PUNATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,68,33,14,3,82,36,118
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,25,27,2,1,27,28,55
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,350,378,97,93,447,471,918
QUIME,consulta externa,ninos  de 1 a 4 anos,2020-04-01,44,37,1,1,45,38,83
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,12,4,0,3,12,7,19
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,37,42,1,0,38,42,80
RAVELO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,192,162,0,0,192,162,354
REYES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,91,85,2,6,93,91,184
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,557,503,68,58,625,561,1186
ROBORE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,52,63,0,1,52,64,116
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2020-04-01,204,180,11,3,215,183,398
SABAYA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,38,26,7,4,45,30,75
SACABA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,393,325,72,53,465,378,843
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,33,23,5,4,38,27,65
SACACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,192,143,0,0,192,143,335
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,56,51,16,5,72,56,128
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,80,92,4,1,84,93,177
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,41,42,15,17,56,59,115
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2020-04-01,18,14,0,0,18,14,32
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,100,91,5,1,105,92,197
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,22,30,3,3,25,33,58
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,25,11,0,0,25,11,36
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,53,52,4,2,57,54,111
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,23,18,6,0,29,18,47
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,299,294,32,23,331,317,648
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,99,103,7,15,106,118,224
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,66,68,13,7,79,75,154
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,240,203,18,22,258,225,483
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,330,360,7,3,337,363,700
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2020-04-01,29,23,3,0,32,23,55
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,18,1,3,16,21,37
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2020-04-01,32,27,4,6,36,33,69
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,89,70,2,2,91,72,163
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,50,59,8,3,58,62,120
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2020-04-01,289,287,6,3,295,290,585
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2020-04-01,80,76,1,0,81,76,157
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,107,72,2,2,109,74,183
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,172,138,19,14,191,152,343
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,73,49,0,1,73,50,123
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,48,57,0,2,48,59,107
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,30,19,0,0,30,19,49
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2020-04-01,105,98,10,8,115,106,221
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,148,130,1,0,149,130,279
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,73,57,1,1,74,58,132
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,5,6,1,0,6,6,12
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,22,25,0,2,22,27,49
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,41,0,3,36,44,80
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2020-04-01,36,43,2,8,38,51,89
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,24,29,1,3,25,32,57
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2020-04-01,15,10,6,4,21,14,35
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,90,84,124,87,214,171,385
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,1823,1738,379,305,2202,2043,4245
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,82,78,0,1,82,79,161
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,173,160,4,3,177,163,340
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,30,18,3,0,33,18,51
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,56,55,9,7,65,62,127
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,14,13,3,1,17,14,31
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,9,12,2,0,11,12,23
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2020-04-01,28,28,2,10,30,38,68
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2020-04-01,20,15,1,2,21,17,38
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2020-04-01,58,36,3,7,61,43,104
SENA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,62,51,0,0,62,51,113
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2020-04-01,180,159,6,5,186,164,350
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2020-04-01,104,109,10,7,114,116,230
