,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
CHUA COCANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,5,0,1,0,0,0,0,0,7
CHUMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,1,1,0,1,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,3,0,0,0,0,0,10
CKOCHAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CLIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,0,13,2,2,0,0,0,0,0,21
COBIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,8,0,63,3,16,0,0,0,0,0,90
COCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,1,5,0,1,0,0,0,0,0,10
COCHABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,26,0,414,1,116,0,5,0,0,0,563
COLCAPIRHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,6,0,30,3,6,0,0,0,0,0,45
"COLCHA ""K""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,1,0,0,0,0,0,0,6
COLOMI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,2,1,6,0,5,0,0,0,0,0,15
COLPA BELGICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,5,0,2,0,0,0,0,0,9
COLQUECHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,9,0,10,1,4,0,0,0,0,0,24
COLQUENCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,1,0,0,0,0,0,8
COLQUIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,1,12,3,1,1,0,0,0,0,18
COMARAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,19,0,5,0,0,0,0,0,25
CONCEPCION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,2,0,6,0,12,1,1,1,0,0,0,0,23
CORIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,1,0,0,0,0,0,8
CORO CORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,13,1,2,0,0,0,0,0,16
CORQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,9,0,1,0,0,0,0,0,12
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,16,0,50,0,7,0,0,0,0,0,73
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,17,0,0,0,0,0,0,0,17
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CUEVO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,2,5,2,3,2,0,0,0,0,15
CURVA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,2,0,51,37,458,177,146,33,0,0,0,0,904
EL CHORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,4,0,0,0,0,0,0,0,6
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,7,0,48,1,9,0,0,0,0,0,65
EL VILLAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,8,0,44,1,7,0,0,0,0,0,60
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,0,0,0,0,0,0,5
ESMERALDA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,1,0,0,0,0,0,4
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,7,0,1,0,0,0,0,0,10
GIA-TIM,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,1,0,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,4,1,0,0,0,0,0,0,5
GUANAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,6,0,4,0,0,0,0,0,13
GUAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,8,0,18,1,17,0,2,0,0,0,46
GUTIERREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,4,0,0,0,0,0,0,0,6
HUACARAJE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
HUACARETA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,1,0,0,0,0,0,0,8
HUANUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,13,0,4,0,0,0,0,0,18
HUARINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
HUATAJATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
ICLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
INCAHUASI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,2,2,1,0,0,0,0,0,8
INGAVI (HUMAITA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,2,0,0,0,0,0,4
INQUISIVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,0,0,2,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,7,2,1,0,0,0,0,0,11
IXIAMAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,5,0,0,0,0,0,0,0,5
JESUS DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,6,0,1,0,0,0,0,0,7
LA ASUNTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,6,0,17,0,18,1,0,0,0,0,42
LA GUARDIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,7,0,78,0,14,0,0,0,0,0,99
LA PAZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,33,0,439,5,143,0,0,0,0,0,620
LAGUNILLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,1,3,1,4,0,1,0,0,0,11
LAJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,6,1,4,0,0,0,0,0,11
LAS CARRERAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LICOMA PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,6,0,36,0,1,0,0,0,0,0,43
LLICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,5,0,1,0,0,0,0,0,6
LORETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
MACHACAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
MAGDALENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,7,0,0,0,0,0,0,0,10
MAIRANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,1,2,0,0,0,0,0,0,0,7
MALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MAPIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,23,0,5,0,0,0,0,0,28
MECAPACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,0,1,3,0,2,0,0,0,0,0,7
MINEROS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,13,0,1,0,0,0,0,0,15
MIZQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,9,0,1,0,0,0,0,0,10
MOCOMOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,1,0,0,0,0,0,4
MOJOCOYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
MONTEAGUDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,14,1,2,0,0,0,0,0,17
MONTERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,4,0,39,1,30,1,5,0,1,0,82
MORO MORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
MOROCHATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,3,0,0,0,0,0,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,1,3,1,1,0,0,0,0,0,10
OKINAWA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,3,0,8,0,4,0,0,0,0,0,16
OMEREQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,1,22,2,266,11,59,1,0,0,0,0,362
PADCAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,6,0,1,0,0,0,0,0,10
PADILLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,7,0,0,0,0,0,0,0,9
PAILON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,6,0,4,0,0,0,0,0,15
PALCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,11,0,0,2,0,0,0,0,16
PALOS BLANCOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,26,1,2,0,0,0,0,0,34
PAMPA AULLAGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,5,0,2,0,0,0,0,0,10
PAPEL PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
PATACAMAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,0,12,0,4,0,0,0,0,0,20
PAZÑA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,1,0,0,0,0,0,4
PELECHUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,10,0,0,0,0,0,0,0,13
POCOATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,1,8,1,0,0,0,0,0,0,13
POCONA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,4,0,1,0,0,0,0,0,8
POJO (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,2,0,0,0,0,0,9
POOPO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,2,0,0,0,0,0,4
PORCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,2,0,5,1,12,1,1,0,0,0,0,0,22
POROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,6,0,2,0,0,0,0,0,11
PORONGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,3,0,1,0,0,0,0,0,6
PORTACHUELO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,6,0,0,0,0,0,0,0,8
PORVENIR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,6,0,1,0,0,0,0,0,9
POTOSI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,29,1,213,2,58,1,20,0,0,0,324
PUCARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,7,1,16,0,2,0,0,0,0,0,26
PUERTO ACOSTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,2,1,1,0,0,0,0,0,6
PUERTO CARABUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
PUERTO GONZALO MORENO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,0,0,0,0,0,0,5
PUERTO PEREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,1,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,12,0,19,1,1,1,0,0,0,0,34
PUERTO RICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,7,0,0,0,0,0,0,0,8
PUERTO SILES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,0,0,3,0,0,0,0,0,0,0,4
PUERTO SUAREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,5,0,0,0,0,0,0,0,6
PUERTO VILLARROEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,8,0,31,0,7,0,0,0,0,0,46
PUNA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,5,0,0,0,0,0,0,0,6
PUNATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,43,8,14,1,0,0,0,0,68
QUIABAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,16,1,102,21,29,5,0,0,0,0,174
QUIME,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,8,0,2,0,0,0,0,0,10
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,1,2,0,0,0,0,0,5
RAVELO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,2,0,1,0,0,0,0,0,5
REYES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,4,5,1,0,0,0,0,0,10
RIBERALTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,6,1,38,2,29,1,0,0,0,0,77
ROBORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,17,0,2,0,0,0,0,0,21
RURRENABAQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,7,0,5,0,0,0,0,0,15
SABAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,1,0,0,0,0,0,4
SACABA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,16,0,105,11,17,2,0,0,0,0,151
SACABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SACACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,1,1,4,1,2,1,0,0,0,0,11
SAIPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,2,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAMAIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,13,0,2,0,0,0,0,0,16
SAN AGUSTIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,0,10,0,1,0,0,0,0,0,15
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN BENITO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,2,0,0,0,0,0,9
SAN BORJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,10,7,20,2,4,2,0,0,0,0,46
SAN BUENA VENTURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,5,0,1,0,0,0,0,0,7
SAN CARLOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,3,0,7,0,14,0,2,0,0,0,27
SAN IGNACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,12,0,5,0,3,0,0,0,20
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,11,0,33,1,6,1,0,1,0,0,53
SAN JAVIER(BNI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,7,0,0,0,0,0,0,0,8
SAN JOAQUIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,7,0,3,0,0,0,0,0,12
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,8,0,35,0,2,0,0,0,0,0,46
SAN LORENZO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,4,0,1,0,0,0,0,0,8
SAN LORENZO(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,17,1,1,0,0,0,0,0,24
SAN LUCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,3,5,3,1,0,0,0,0,0,15
SAN MATIAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,9,0,14,0,0,0,0,0,0,0,23
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,6,0,2,0,0,0,0,0,8
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,3,6,0,0,0,0,0,11
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,2,0,2,0,13,1,1,0,0,0,0,0,19
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,6,0,6,0,0,0,0,0,0,0,13
SAN PEDRO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,3
SAN RAFAEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAN RAMON SCZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,11,0,0,0,0,0,0,0,0,0,0,0,11
SANTA ANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,6,0,21,0,2,0,0,0,0,0,29
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,13,0,159,25,905,31,232,39,42,0,0,0,1446
SANTA ROSA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,6,0,1,0,0,0,0,0,12
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,1,4,1,0,0,0,0,0,0,6
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,3,0,0,0,0,0,0,0,5
SANTIVAÑES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,5,0,1,0,0,0,0,0,6
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,1,0,0,0,0,0,0,4
SENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,8,0,0,0,0,0,0,0,8
SHINAOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,7,0,39,0,2,0,0,0,0,0,48
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,13,0,5,0,0,0,0,0,21
SICAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,5,0,0,0,0,0,0,0,7
SIPE SIPE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,39,1,7,1,0,0,0,0,53
SOPACHUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,2,0,0,0,0,0,4
SORACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SORATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,10,0,0,1,0,0,0,0,12
SUCRE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,31,0,249,0,47,0,0,0,0,0,327
