,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
BOYUIBE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,2,0,8,0,2,0,0,0,0,0,13
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CALACOTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,4,0,1,0,0,0,0,0,7
CAQUIAVIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,1,0,1,0,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CARAPARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,0,0,2,0,1,0,0,0,0,0,4
CHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,2,0,1,0,0,0,5
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,1,0,0,2,0,0,0,0,0,4
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,1,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,2,0,0,0,0,0,0,0,4
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,0,0,0,0,2,0,0,0,0,0,3
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,2
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,16,0,5,0,0,0,0,0,23
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,2,1,0,0,0,0,0,0,4
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,10,1,337,3,181,2,1,0,0,0,535
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,3,0,2,1,2,0,0,0,0,0,9
COLPA BELGICA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CORO CORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,1,0,1,0,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,8,0,20,0,3,0,0,0,0,0,31
CUATRO CAÑADAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CULPINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,35,2,281,16,55,4,0,0,0,0,393
EL PUENTE(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
FILADELFIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GIA-TIM,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GUANAY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,3,1,6,4,0,1,0,0,0,17
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,3,0,0,0,0,0,0,0,5
INCAHUASI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,2,0,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
IXIAMAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,1
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,3,0,0,0,0,0,4
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,7,0,20,0,2,0,0,0,0,0,30
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,1,4,0,59,0,74,0,0,0,0,0,138
LAGUNILLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,12,0,6,0,0,0,0,0,20
LORETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,3,0,2,0,0,0,0,0,0,0,5
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,3
MINEROS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,2,0,3,0,0,0,0,0,0,0,6
MIZQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MOCOMOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,71,0,39,1,0,0,0,0,113
MORO MORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,2,0,0,0,0,0,0,3
OCURI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,2
OKINAWA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,12,1,170,5,103,0,0,0,0,0,291
PADCAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,2,6,0,2,0,0,0,0,0,10
PALCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,3,1,4,0,0,1,0,0,0,0,9
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,0,0,2,0,0,0,0,0,0,0,3
PASORAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,7,0,0,0,0,0,0,0,8
PAZÑA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,1,1,1,1,0,0,0,0,0,5
POJO (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
POOPO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PORCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
POROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,2
PORONGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,2,0,6,1,124,0,20,0,0,0,0,0,153
PRESTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,3,0,3,0,2,0,0,0,0,0,8
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,7,0,15,0,5,0,0,0,0,0,27
PUERTO RICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,10,0,6,0,0,0,0,0,18
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,2,0,0,0,0,0,5
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,5,0,11,7,6,2,0,0,0,0,31
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,1,0,0,0,0,0,2
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,10,0,55,0,164,0,0,0,0,0,229
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,0,0,5,0,1,0,0,0,0,0,7
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,15,1,92,4,21,2,0,0,0,0,135
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,1,0,0,1,0,0,0,0,0,4
SAIPINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,3,1,6,1,3,0,0,0,0,0,14
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,11,0,0,0,0,0,11
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,1,0,0,0,2
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,2,0,9,0,0,0,0,0,0,0,12
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN JOAQUIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,0,1,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN JULIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,9,0,0,0,0,0,0,0,9
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,1,0,0,1,1,0,0,0,0,4
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,2
SAN RAMON BENI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SANTA ANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,1,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,89,20,527,15,232,27,37,5,0,0,953
SANTA ROSA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,5,0,8,0,0,0,0,0,0,0,13
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,2,0,0,0,0,0,5
SENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,2
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,0,0,2,1,2,0,0,0,0,0,6
SICAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,3,0,6,0,2,0,0,0,0,0,11
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,7,0,21,0,14,0,0,0,0,0,42
TACOPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
TARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TARATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,2
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,64,0,30,0,0,0,0,0,96
TARVITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,1,0,1,1,0,0,0,0,0,3
TIAHUANACU,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,2
TIQUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,9,1,1,0,0,0,0,0,11
TOLATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,4,0,4,0,0,0,0,0,0,0,8
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,10,1,40,0,7,0,1,0,0,0,60
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,4,0,0,0,0,0,5
UMALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,29,0,27,0,0,0,0,0,56
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,7,0,4,0,0,0,0,0,11
VACAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,33,1,7,0,0,0,0,0,41
VILLA CHARCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,3
VILLA RIVERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,3,0,3,0,0,0,0,0,8
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,2,0,3,0,0,0,0,0,0,0,5
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,4,0,9,3,1,1,0,0,0,0,19
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,1,0,17,0,90,0,27,0,0,0,0,0,135
YACO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,1,0,0,0,0,0,2
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,1,1,10,0,1,0,0,0,0,0,13
YANACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,2,1,8,1,36,0,5,2,0,0,0,0,55
YOTALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,4,0,1,0,0,0,0,0,6
AIQUILE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ALCALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,1,0,0,0,0,0,0,2
APOLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,1,0,0,0,0,0,0,0,3
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,7,0,20,0,1,0,0,0,0,0,28
ATOCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AUCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AYO AYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,5,0,1,0,0,0,0,8
BATALLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BAURES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,2,0,0,0,0,0,6
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOLIVAR,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,3,0,3,0,0,0,0,0,0,0,6
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,4,0,7,0,1,0,0,0,0,0,12
CAIROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAQUIAVIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,2,0,0,0,0,0,3
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,2,0,0,0,0,0,5
CARIPUYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,1,0,0,0,0,0,4
CHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,1,0,0,1,0,0,0,0,0,3
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,4,0,0,0,0,0,5
CHARAÑA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
