municipality,group,variable,month,RN con apego precoz,TOTAL
PORONGO,atencion de partos en servicios,rn con apego precoz,2016-03-01,9,9
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2016-03-01,35,35
PORVENIR,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
POTOSI,atencion de partos en servicios,rn con apego precoz,2016-03-01,76,76
PRESTO,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
PUCARANI,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
PUERTO PEREZ,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2016-03-01,24,24
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2016-03-01,9,9
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2016-03-01,116,116
PUNA,atencion de partos en servicios,rn con apego precoz,2016-03-01,11,11
PUNATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,34,34
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2016-03-01,195,195
QUIME,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
RAVELO,atencion de partos en servicios,rn con apego precoz,2016-03-01,9,9
REYES,atencion de partos en servicios,rn con apego precoz,2016-03-01,21,21
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2016-03-01,180,180
ROBORE,atencion de partos en servicios,rn con apego precoz,2016-03-01,17,17
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2016-03-01,40,40
SABAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
SACABA,atencion de partos en servicios,rn con apego precoz,2016-03-01,173,173
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
SACACA,atencion de partos en servicios,rn con apego precoz,2016-03-01,14,14
SAIPINA,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2016-03-01,35,35
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2016-03-01,25,25
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2016-03-01,32,32
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2016-03-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,78,78
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2016-03-01,28,28
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2016-03-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2016-03-01,16,16
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2016-03-01,92,92
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2016-03-01,15,15
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2016-03-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,12,12
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2016-03-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2016-03-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2016-03-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2016-03-01,20,20
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2016-03-01,53,53
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2016-03-01,1064,1064
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2016-03-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
SENA,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2016-03-01,41,41
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2016-03-01,10,10
SICAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2016-03-01,48,48
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
SORACACHI,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
SORATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,11,11
SUCRE,atencion de partos en servicios,rn con apego precoz,2016-03-01,316,316
TACACOMA,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
TAPACARI,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
TARABUCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,9,9
TARACO,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
TARATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
TARIJA,atencion de partos en servicios,rn con apego precoz,2016-03-01,490,490
TARVITA,atencion de partos en servicios,rn con apego precoz,2016-03-01,11,11
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2016-03-01,14,14
TIAWANACU,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
TIPUANI,atencion de partos en servicios,rn con apego precoz,2016-03-01,7,7
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2016-03-01,110,110
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2016-03-01,20,20
TOCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,7,7
TOLATA,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
TOLEDO,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
TOMAVE,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
TOMINA,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
TORO TORO,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2016-03-01,18,18
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
TRIGAL,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
TUPIZA,atencion de partos en servicios,rn con apego precoz,2016-03-01,56,56
TURCO,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
UMALA,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
UNCIA,atencion de partos en servicios,rn con apego precoz,2016-03-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
URUBICHA,atencion de partos en servicios,rn con apego precoz,2016-03-01,7,7
UYUNI,atencion de partos en servicios,rn con apego precoz,2016-03-01,32,32
VACAS,atencion de partos en servicios,rn con apego precoz,2016-03-01,4,4
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2016-03-01,15,15
VIACHA,atencion de partos en servicios,rn con apego precoz,2016-03-01,51,51
VILA VILA,atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2016-03-01,15,15
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2016-03-01,57,57
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con apego precoz,2016-03-01,1,1
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2016-03-01,127,127
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2016-03-01,10,10
VILLAZON,atencion de partos en servicios,rn con apego precoz,2016-03-01,59,59
VINTO,atencion de partos en servicios,rn con apego precoz,2016-03-01,55,55
VITICHI,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
WARNES,atencion de partos en servicios,rn con apego precoz,2016-03-01,100,100
YACO,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
YACUIBA,atencion de partos en servicios,rn con apego precoz,2016-03-01,18,18
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2016-03-01,6,6
YANACACHI,atencion de partos en servicios,rn con apego precoz,2016-03-01,2,2
YAPACANI,atencion de partos en servicios,rn con apego precoz,2016-03-01,135,135
YOCALLA,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
YOTALA,atencion de partos en servicios,rn con apego precoz,2016-03-01,3,3
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2016-03-01,5,5
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2016-03-01,8,8
ACACIO,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2016-04-01,19,19
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
AIQUILE,atencion de partos en servicios,rn con apego precoz,2016-04-01,27,27
ALALAY,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
ALCALA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
ANCORAIMES,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
ANTEQUERA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
ANZALDO,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
APOLO,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
ARAMPAMPA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
ARANI,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
ARBIETO,atencion de partos en servicios,rn con apego precoz,2016-04-01,12,12
ARQUE,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2016-04-01,43,43
ATOCHA,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
AYATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
AYO AYO,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2016-04-01,14,14
AZURDUY,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
BATALLAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
BAURES,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
BERMEJO,atencion de partos en servicios,rn con apego precoz,2016-04-01,28,28
BETANZOS,atencion de partos en servicios,rn con apego precoz,2016-04-01,32,32
BOLIVAR,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
CABEZAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,23,23
CAIROMA,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
CAJUATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
CAMARGO,atencion de partos en servicios,rn con apego precoz,2016-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con apego precoz,2016-04-01,47,47
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,19,19
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2016-04-01,14,14
CARANAVI,atencion de partos en servicios,rn con apego precoz,2016-04-01,76,76
CARAPARI,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,43,43
CHAQUI,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2016-04-01,40,40
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
CHIMORE,atencion de partos en servicios,rn con apego precoz,2016-04-01,32,32
CHIPAYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2016-04-01,20,20
CHUMA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
CLIZA,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
COBIJA,atencion de partos en servicios,rn con apego precoz,2016-04-01,85,85
COCAPATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,13,13
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2016-04-01,907,907
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2016-04-01,49,49
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
COLLANA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2016-04-01,17,17
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2016-04-01,13,13
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
COMANCHE,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
COMARAPA,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2016-04-01,27,27
COPACABANA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
CORIPATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,12,12
CORO CORO,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
COROICO,atencion de partos en servicios,rn con apego precoz,2016-04-01,18,18
CORQUE,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2016-04-01,14,14
COTOCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,91,91
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
CULPINA,atencion de partos en servicios,rn con apego precoz,2016-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
EL ALTO,atencion de partos en servicios,rn con apego precoz,2016-04-01,1152,1152
EL CHORO,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
EL TORNO,atencion de partos en servicios,rn con apego precoz,2016-04-01,49,49
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2016-04-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2016-04-01,33,33
ESCOMA,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
EXALTACION,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2016-04-01,16,16
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
GUANAY,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
GUAQUI,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2016-04-01,74,74
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
HUACARETA,atencion de partos en servicios,rn con apego precoz,2016-04-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
HUACHACALLA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
HUANUNI,atencion de partos en servicios,rn con apego precoz,2016-04-01,26,26
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
HUARINA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
HUMANATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
ICHOCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
ICLA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,57,57
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2016-04-01,61,61
LA PAZ,atencion de partos en servicios,rn con apego precoz,2016-04-01,349,349
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
LAJA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2016-04-01,52,52
LLICA,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
LURIBAY,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
MACHARETI,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2016-04-01,19,19
MAIRANA,atencion de partos en servicios,rn con apego precoz,2016-04-01,18,18
MAPIRI,atencion de partos en servicios,rn con apego precoz,2016-04-01,23,23
MIZQUE,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2016-04-01,31,31
MONTERO,atencion de partos en servicios,rn con apego precoz,2016-04-01,55,55
MORO MORO,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
OCURI,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
OKINAWA,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
ORURO,atencion de partos en servicios,rn con apego precoz,2016-04-01,444,444
PADCAYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
PADILLA,atencion de partos en servicios,rn con apego precoz,2016-04-01,13,13
PAILON,atencion de partos en servicios,rn con apego precoz,2016-04-01,39,39
PALCA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2016-04-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
PAZÑA,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
POCOATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
POCONA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
POOPO,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
PORCO,atencion de partos en servicios,rn con apego precoz,2016-04-01,14,14
POROMA,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
PORONGO,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2016-04-01,53,53
PORVENIR,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
POTOSI,atencion de partos en servicios,rn con apego precoz,2016-04-01,44,44
PUCARA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
PUCARANI,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2016-04-01,22,22
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2016-04-01,52,52
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2016-04-01,119,119
PUNA,atencion de partos en servicios,rn con apego precoz,2016-04-01,12,12
PUNATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,47,47
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2016-04-01,172,172
QUIME,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
QUIRUSILLAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
RAVELO,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
REYES,atencion de partos en servicios,rn con apego precoz,2016-04-01,15,15
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,176,176
ROBORE,atencion de partos en servicios,rn con apego precoz,2016-04-01,17,17
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2016-04-01,34,34
SABAYA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
SACABA,atencion de partos en servicios,rn con apego precoz,2016-04-01,208,208
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
SACACA,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
SAIPINA,atencion de partos en servicios,rn con apego precoz,2016-04-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2016-04-01,5,5
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2016-04-01,7,7
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2016-04-01,49,49
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2016-04-01,24,24
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2016-04-01,25,25
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2016-04-01,41,41
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-04-01,92,92
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2016-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2016-04-01,26,26
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2016-04-01,14,14
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2016-04-01,46,46
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2016-04-01,50,50
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2016-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,26,26
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2016-04-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2016-04-01,10,10
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2016-04-01,17,17
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2016-04-01,3,3
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2016-04-01,6,6
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2016-04-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2016-04-01,20,20
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2016-04-01,43,43
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2016-04-01,1197,1197
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2016-04-01,27,27
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2016-04-01,9,9
