municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,7,7
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
CARMEN RIVERO TORREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,6,6
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,104,104
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,20,20
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,29,29
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,9,9
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,18,18
CURAHUARA DE CARANGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,19,19
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,4,4
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,4,4
HUAYLLAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,341,341
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,12,12
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,162,162
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,59,59
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,38,38
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,6,6
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,93,93
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
PUERTO ACOSTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,7,7
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,11,11
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,4,4
RAVELO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,11,11
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,16,16
SABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,24,24
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,30,30
SANTA ROSA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,305,305
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,4,4
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,82,82
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,12,12
TIRAQUE (CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,4,4
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,11,11
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,20,20
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,46,46
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,5,5
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,50,50
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,30,30
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,3,3
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-04-01,2,2
ALALAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,9,9
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,8,8
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CAIROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,103,103
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,13,13
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,16,16
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
CORIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,41,41
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,12,12
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,8,8
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
HUATAJATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
LA ASUNTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,273,273
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
LAS CARRERAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,8,8
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,939,939
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,42,42
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,62,62
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,18,18
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,7,7
QUIME,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,442,442
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,10,10
SACABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,19,19
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,33,33
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,318,318
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,4,4
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,41,41
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,7,7
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,11,11
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,73,73
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,6,6
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,31,31
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,18,18
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,5,5
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-05-01,3,3
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,14,14
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,105,105
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,13,13
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,20,20
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,42,42
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,11,11
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,17,17
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
EUREKA (SANTOS MERCADO),referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
HUATAJATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
LA ASUNTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,271,271
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,8,8
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,10,10
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,143,143
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,87,87
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,43,43
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,40,40
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,17,17
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,9,9
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,12,12
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,10,10
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,37,37
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,7,7
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,5,5
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,23,23
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,320,320
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,3,3
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,7,7
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,51,51
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,4,4
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,35,35
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,90,90
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
