municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
CUCHUMUELA (V. G. VILLARROEL),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
CURAHUARA DE CARANGAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,6,6
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,4,4
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,3,3
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,15,15
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,14,14
PAILON,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,3,3
PASORAPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,18,18
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
SAIPINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,17,17
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,31,31
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,6,6
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,9,9
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,8,8
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,2,2
SAPAHAQUI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
SOPACHUY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,5,5
TACACOMA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
TIPUANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,5,5
URIONDO (A. CONCEPCION),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,6,6
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,2,2
YAPACANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,78,78
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,3,3
CAMARGO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,2,2
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,4,4
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,7,7
COLQUIRI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,3,3
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,25,25
HUATAJATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,11,11
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,12,12
PAILON,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,3,3
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,17,17
QUILLACOLLO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
SAIPINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,8,8
SAN IGNACIO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,2,2
SAN JAVIER(BNI),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,31,31
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,6,6
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,12,12
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,3,3
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,3,3
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,4,4
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,1,1
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-11-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,8,8
CAMARGO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,4,4
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
COLQUIRI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,2,2
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,2,2
HUACARETA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,9,9
LAS CARRERAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,3,3
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
SAIPINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,6,6
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,5,5
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,2,2
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-12-01,2,2
