,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
MONTERO,rabia,no de personas con esquema reducido completo,2020-05-01,3,0,3,0,3
MORO MORO,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2020-05-01,10,8,10,8,18
PAILON,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-05-01,4,1,4,1,5
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2020-05-01,3,1,3,1,4
SACACA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-05-01,30,40,30,40,70
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
SANTIAGO DE CALLAPA,rabia,no de personas con esquema reducido completo,2020-05-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-05-01,2,6,2,6,8
SORATA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2020-05-01,46,12,46,12,58
TARIJA,rabia,no de personas con esquema reducido completo,2020-05-01,9,6,9,6,15
TIPUANI,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-05-01,1,2,1,2,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2020-05-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-05-01,0,2,0,2,2
VIACHA,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2020-05-01,4,4,4,4,8
YANACACHI,rabia,no de personas con esquema reducido completo,2020-05-01,1,2,1,2,3
YAPACANI,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
APOLO,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
BERMEJO,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
CARAPARI,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2020-06-01,1,1,1,1,2
CLIZA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-06-01,26,22,26,22,48
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
COLOMI,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2020-06-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema reducido completo,2020-06-01,1,1,1,1,2
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
EL ALTO,rabia,no de personas con esquema reducido completo,2020-06-01,32,32,32,32,64
EL TORNO,rabia,no de personas con esquema reducido completo,2020-06-01,4,2,4,2,6
HUANUNI,rabia,no de personas con esquema reducido completo,2020-06-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
JESUS DE MACHACA,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2020-06-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-06-01,13,3,13,3,16
LA PAZ,rabia,no de personas con esquema reducido completo,2020-06-01,74,54,74,54,128
LAJA,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
MECAPACA,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-06-01,1,2,1,2,3
OKINAWA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2020-06-01,17,11,17,11,28
PADILLA,rabia,no de personas con esquema reducido completo,2020-06-01,3,2,3,2,5
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2020-06-01,2,0,2,0,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-06-01,5,1,5,1,6
SACABA,rabia,no de personas con esquema reducido completo,2020-06-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-06-01,1,3,1,3,4
SAN BORJA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-06-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-06-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-06-01,0,2,0,2,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-06-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-06-01,34,39,34,39,73
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-06-01,0,4,0,4,4
SUCRE,rabia,no de personas con esquema reducido completo,2020-06-01,49,16,49,16,65
TARATA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2020-06-01,0,6,0,6,6
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-06-01,3,0,3,0,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-06-01,3,2,3,2,5
TUPIZA,rabia,no de personas con esquema reducido completo,2020-06-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2020-06-01,2,1,2,1,3
VACAS,rabia,no de personas con esquema reducido completo,2020-06-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-06-01,2,3,2,3,5
VIACHA,rabia,no de personas con esquema reducido completo,2020-06-01,2,1,2,1,3
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2020-06-01,1,2,1,2,3
VILLAZON,rabia,no de personas con esquema reducido completo,2020-06-01,0,2,0,2,2
VINTO,rabia,no de personas con esquema reducido completo,2020-06-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema reducido completo,2020-06-01,4,8,4,8,12
YANACACHI,rabia,no de personas con esquema reducido completo,2020-06-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2020-07-01,0,1,0,1,1
BOYUIBE,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-07-01,4,4,4,4,8
CHIMORE,rabia,no de personas con esquema reducido completo,2020-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-07-01,15,15,15,15,30
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2020-07-01,0,1,0,1,1
COLOMI,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-07-01,0,3,0,3,3
EL ALTO,rabia,no de personas con esquema reducido completo,2020-07-01,17,19,17,19,36
EL TORNO,rabia,no de personas con esquema reducido completo,2020-07-01,5,1,5,1,6
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2020-07-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-07-01,7,6,7,6,13
LA PAZ,rabia,no de personas con esquema reducido completo,2020-07-01,43,40,43,40,83
MONTERO,rabia,no de personas con esquema reducido completo,2020-07-01,5,1,5,1,6
OKINAWA,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2020-07-01,7,11,7,11,18
PADILLA,rabia,no de personas con esquema reducido completo,2020-07-01,1,1,1,1,2
PORCO,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-07-01,4,2,4,2,6
PUCARANI,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-07-01,4,1,4,1,5
SACABA,rabia,no de personas con esquema reducido completo,2020-07-01,1,1,1,1,2
SAIPINA,rabia,no de personas con esquema reducido completo,2020-07-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2020-07-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-07-01,55,31,55,31,86
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-07-01,0,2,0,2,2
SHINAOTA,rabia,no de personas con esquema reducido completo,2020-07-01,2,1,2,1,3
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2020-07-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-07-01,4,3,4,3,7
SUCRE,rabia,no de personas con esquema reducido completo,2020-07-01,28,23,28,23,51
TARIJA,rabia,no de personas con esquema reducido completo,2020-07-01,2,0,2,0,2
TIPUANI,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-07-01,3,0,3,0,3
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-07-01,3,3,3,3,6
UYUNI,rabia,no de personas con esquema reducido completo,2020-07-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema reducido completo,2020-07-01,4,5,4,5,9
VINTO,rabia,no de personas con esquema reducido completo,2020-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2020-07-01,7,5,7,5,12
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
ANZALDO,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
CHARAGUA,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-08-01,7,21,7,21,28
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
COLOMI,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-08-01,4,4,4,4,8
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2020-08-01,11,16,11,16,27
EL TORNO,rabia,no de personas con esquema reducido completo,2020-08-01,7,5,7,5,12
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-08-01,18,9,18,9,27
LA PAZ,rabia,no de personas con esquema reducido completo,2020-08-01,56,31,56,31,87
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-08-01,8,6,8,6,14
MORO MORO,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
MOROCHATA,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2020-08-01,0,2,0,2,2
ORURO,rabia,no de personas con esquema reducido completo,2020-08-01,8,6,8,6,14
PAILON,rabia,no de personas con esquema reducido completo,2020-08-01,0,3,0,3,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-08-01,5,0,5,0,5
SACABA,rabia,no de personas con esquema reducido completo,2020-08-01,2,4,2,4,6
SAIPINA,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-08-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-08-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-08-01,65,58,65,58,123
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2020-08-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
SORATA,rabia,no de personas con esquema reducido completo,2020-08-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2020-08-01,7,6,7,6,13
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-08-01,1,2,1,2,3
TOCO,rabia,no de personas con esquema reducido completo,2020-08-01,3,2,3,2,5
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-08-01,3,5,3,5,8
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-08-01,1,3,1,3,4
VILLAZON,rabia,no de personas con esquema reducido completo,2020-08-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2020-08-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema reducido completo,2020-08-01,5,8,5,8,13
YAPACANI,rabia,no de personas con esquema reducido completo,2020-08-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-09-01,16,18,16,18,34
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
COLLANA,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2020-09-01,2,1,2,1,3
COTOCA,rabia,no de personas con esquema reducido completo,2020-09-01,3,4,3,4,7
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-09-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema reducido completo,2020-09-01,23,24,23,24,47
EL TORNO,rabia,no de personas con esquema reducido completo,2020-09-01,1,2,1,2,3
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2020-09-01,1,5,1,5,6
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2020-09-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-09-01,19,10,19,10,29
LA PAZ,rabia,no de personas con esquema reducido completo,2020-09-01,36,20,36,20,56
MAIRANA,rabia,no de personas con esquema reducido completo,2020-09-01,3,1,3,1,4
MINEROS,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-09-01,7,8,7,8,15
OKINAWA,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2020-09-01,13,13,13,13,26
PAILON,rabia,no de personas con esquema reducido completo,2020-09-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2020-09-01,1,2,1,2,3
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-09-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-09-01,57,66,57,66,123
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-09-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-09-01,0,2,0,2,2
SUCRE,rabia,no de personas con esquema reducido completo,2020-09-01,44,36,44,36,80
TAPACARI,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2020-09-01,3,5,3,5,8
TEOPONTE,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-09-01,1,3,1,3,4
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-09-01,6,8,6,8,14
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2020-09-01,3,1,3,1,4
VILLAZON,rabia,no de personas con esquema reducido completo,2020-09-01,1,1,1,1,2
VINTO,rabia,no de personas con esquema reducido completo,2020-09-01,5,7,5,7,12
WALDO BALLIVIAN,rabia,no de personas con esquema reducido completo,2020-09-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema reducido completo,2020-09-01,0,4,0,4,4
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2020-10-01,4,3,4,3,7
ATOCHA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
AZURDUY,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-10-01,1,2,1,2,3
CHIMORE,rabia,no de personas con esquema reducido completo,2020-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-10-01,28,20,28,20,48
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-10-01,0,2,0,2,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
COLOMI,rabia,no de personas con esquema reducido completo,2020-10-01,1,1,1,1,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-10-01,2,1,2,1,3
COROICO,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-10-01,4,6,4,6,10
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2020-10-01,19,18,19,18,37
EL TORNO,rabia,no de personas con esquema reducido completo,2020-10-01,6,2,6,2,8
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2020-10-01,2,1,2,1,3
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2020-10-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-10-01,18,17,18,17,35
LA PAZ,rabia,no de personas con esquema reducido completo,2020-10-01,83,77,83,77,160
MINEROS,rabia,no de personas con esquema reducido completo,2020-10-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2020-10-01,10,9,10,9,19
ORURO,rabia,no de personas con esquema reducido completo,2020-10-01,30,28,30,28,58
PADILLA,rabia,no de personas con esquema reducido completo,2020-10-01,5,2,5,2,7
PAILON,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-10-01,4,3,4,3,7
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-10-01,0,3,0,3,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-10-01,3,3,3,3,6
SACABA,rabia,no de personas con esquema reducido completo,2020-10-01,19,9,19,9,28
SAIPINA,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-10-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con esquema reducido completo,2020-10-01,0,2,0,2,2
SAN BENITO,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-10-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2020-10-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-10-01,1,3,1,3,4
SAN PEDRO,rabia,no de personas con esquema reducido completo,2020-10-01,2,1,2,1,3
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2020-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-10-01,87,93,87,93,180
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-10-01,3,1,3,1,4
SORACACHI,rabia,no de personas con esquema reducido completo,2020-10-01,2,1,2,1,3
SUCRE,rabia,no de personas con esquema reducido completo,2020-10-01,34,31,34,31,65
TAPACARI,rabia,no de personas con esquema reducido completo,2020-10-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2020-10-01,2,2,2,2,4
TIAHUANACU,rabia,no de personas con esquema reducido completo,2020-10-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-10-01,3,0,3,0,3
TOCO,rabia,no de personas con esquema reducido completo,2020-10-01,0,2,0,2,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-10-01,10,7,10,7,17
UNCIA,rabia,no de personas con esquema reducido completo,2020-10-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2020-10-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-10-01,1,2,1,2,3
