,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
AYO AYO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2020-04-01,1,2,1,2,3
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-04-01,5,3,5,3,8
CARAPARI,rabia,no de personas con vacuna antirrabica,2020-04-01,1,3,1,3,4
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
CHOQUE COTA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
CKOCHAS,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-04-01,46,33,46,33,79
COLQUIRI,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2020-04-01,3,0,3,0,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2020-04-01,3,0,3,0,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,1,2,1,3
CORIPATA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,3,2,3,5
COTOCA,rabia,no de personas con vacuna antirrabica,2020-04-01,6,3,6,3,9
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2020-04-01,7,1,7,1,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-04-01,49,27,49,27,76
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-04-01,6,5,6,5,11
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
HUARINA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2020-04-01,2,1,2,1,3
IXIAMAS,rabia,no de personas con vacuna antirrabica,2020-04-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-04-01,12,8,12,8,20
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-04-01,61,63,61,63,124
LICOMA PAMPA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
LORETO,rabia,no de personas con vacuna antirrabica,2020-04-01,0,2,0,2,2
MACHARETI,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
MINEROS,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2020-04-01,5,2,5,2,7
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
OKINAWA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-04-01,34,42,34,42,76
PADILLA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
PORONGO,rabia,no de personas con vacuna antirrabica,2020-04-01,4,2,4,2,6
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,3,1,3,4
POTOSI,rabia,no de personas con vacuna antirrabica,2020-04-01,62,44,62,44,106
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-04-01,1,1,1,1,2
PUNATA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,3,1,3,4
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-04-01,2,2,2,2,4
SACABA,rabia,no de personas con vacuna antirrabica,2020-04-01,7,2,7,2,9
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2020-04-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-04-01,135,130,135,130,265
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-04-01,6,0,6,0,6
SHINAOTA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-04-01,0,5,0,5,5
SORATA,rabia,no de personas con vacuna antirrabica,2020-04-01,0,2,0,2,2
SUCRE,rabia,no de personas con vacuna antirrabica,2020-04-01,42,23,42,23,65
TAPACARI,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
TARABUCO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2020-04-01,9,3,9,3,12
TEOPONTE,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,2,1,2,3
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-04-01,14,11,14,11,25
TUPIZA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
UYUNI,rabia,no de personas con vacuna antirrabica,2020-04-01,3,0,3,0,3
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-04-01,0,3,0,3,3
VIACHA,rabia,no de personas con vacuna antirrabica,2020-04-01,2,2,2,2,4
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2020-04-01,1,2,1,2,3
VILLAZON,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
VINTO,rabia,no de personas con vacuna antirrabica,2020-04-01,2,0,2,0,2
VITICHI,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
WARNES,rabia,no de personas con vacuna antirrabica,2020-04-01,7,7,7,7,14
YACUIBA,rabia,no de personas con vacuna antirrabica,2020-04-01,1,0,1,0,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2020-04-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-04-01,2,2,2,2,4
YOTALA,rabia,no de personas con vacuna antirrabica,2020-04-01,7,7,7,7,14
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-05-01,0,2,0,2,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
AIQUILE,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2020-05-01,2,2,2,2,4
CAMARGO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-05-01,5,1,5,1,6
CARAPARI,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
CATACORA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,2,2,2,4
CHIMORE,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
CKOCHAS,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-05-01,21,28,21,28,49
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
COROICO,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
CORQUE,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2020-05-01,3,5,3,5,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-05-01,63,38,63,38,101
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-05-01,8,6,8,6,14
GUANAY,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2020-05-01,4,1,4,1,5
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-05-01,18,6,18,6,24
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-05-01,66,79,66,79,145
LAJA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
MECAPACA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2020-05-01,4,1,4,1,5
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2020-05-01,27,20,27,20,47
PAILON,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
PALCA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,3,1,3,4
POOPO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
POTOSI,rabia,no de personas con vacuna antirrabica,2020-05-01,81,105,81,105,186
PUCARANI,rabia,no de personas con vacuna antirrabica,2020-05-01,3,2,3,2,5
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-05-01,5,3,5,3,8
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2020-05-01,3,2,3,2,5
SACACA,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-05-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-05-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2020-05-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-05-01,128,127,128,127,255
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-05-01,10,0,10,0,10
SHINAOTA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,1,2,1,3
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-05-01,0,6,0,6,6
SORATA,rabia,no de personas con vacuna antirrabica,2020-05-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2020-05-01,65,16,65,16,81
TARIJA,rabia,no de personas con vacuna antirrabica,2020-05-01,13,9,13,9,22
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-05-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-05-01,5,0,5,0,5
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-05-01,3,4,3,4,7
UYUNI,rabia,no de personas con vacuna antirrabica,2020-05-01,3,1,3,1,4
VACAS,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-05-01,2,4,2,4,6
VIACHA,rabia,no de personas con vacuna antirrabica,2020-05-01,8,4,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2020-05-01,1,4,1,4,5
VILLAZON,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
VINTO,rabia,no de personas con vacuna antirrabica,2020-05-01,2,1,2,1,3
WALDO BALLIVIAN,rabia,no de personas con vacuna antirrabica,2020-05-01,1,0,1,0,1
WARNES,rabia,no de personas con vacuna antirrabica,2020-05-01,7,8,7,8,15
YANACACHI,rabia,no de personas con vacuna antirrabica,2020-05-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-05-01,1,3,1,3,4
YOTALA,rabia,no de personas con vacuna antirrabica,2020-05-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,2,1,2,3
BATALLAS,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
BOYUIBE,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-06-01,5,3,5,3,8
CARAPARI,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
CHAQUI,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2020-06-01,3,0,3,0,3
CHUMA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-06-01,24,25,24,25,49
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2020-06-01,1,2,1,2,3
COLOMI,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
COTOCA,rabia,no de personas con vacuna antirrabica,2020-06-01,4,1,4,1,5
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
CURAHUARA DE CARANGAS,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-06-01,60,66,60,66,126
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-06-01,7,1,7,1,8
HUARINA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-06-01,12,5,12,5,17
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-06-01,139,130,139,130,269
LAJA,rabia,no de personas con vacuna antirrabica,2020-06-01,2,1,2,1,3
MECAPACA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2020-06-01,3,0,3,0,3
MONTERO,rabia,no de personas con vacuna antirrabica,2020-06-01,2,3,2,3,5
OKINAWA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-06-01,32,30,32,30,62
PADILLA,rabia,no de personas con vacuna antirrabica,2020-06-01,3,2,3,2,5
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,2,1,2,3
PORONGO,rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-06-01,0,2,0,2,2
POTOSI,rabia,no de personas con vacuna antirrabica,2020-06-01,88,136,88,136,224
PUCARANI,rabia,no de personas con vacuna antirrabica,2020-06-01,2,1,2,1,3
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
PUNATA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-06-01,7,1,7,1,8
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-06-01,1,2,1,2,3
SACABA,rabia,no de personas con vacuna antirrabica,2020-06-01,3,6,3,6,9
SAIPINA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-06-01,3,3,3,3,6
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2020-06-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-06-01,127,87,127,87,214
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-06-01,0,2,0,2,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-06-01,4,8,4,8,12
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-06-01,5,1,5,1,6
SUCRE,rabia,no de personas con vacuna antirrabica,2020-06-01,64,23,64,23,87
TARIJA,rabia,no de personas con vacuna antirrabica,2020-06-01,5,9,5,9,14
TEOPONTE,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-06-01,2,1,2,1,3
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-06-01,10,11,10,11,21
TUPIZA,rabia,no de personas con vacuna antirrabica,2020-06-01,2,1,2,1,3
UYUNI,rabia,no de personas con vacuna antirrabica,2020-06-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-06-01,2,0,2,0,2
VIACHA,rabia,no de personas con vacuna antirrabica,2020-06-01,5,7,5,7,12
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2020-06-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2020-06-01,0,1,0,1,1
VINTO,rabia,no de personas con vacuna antirrabica,2020-06-01,5,0,5,0,5
WARNES,rabia,no de personas con vacuna antirrabica,2020-06-01,10,11,10,11,21
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-06-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-07-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2020-07-01,1,2,1,2,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-07-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-07-01,1,3,1,3,4
CHARAGUA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2020-07-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-07-01,21,19,21,19,40
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
COLOMI,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2020-07-01,4,8,4,8,12
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2020-07-01,5,3,5,3,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-07-01,24,32,24,32,56
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-07-01,8,9,8,9,17
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-07-01,15,8,15,8,23
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-07-01,67,69,67,69,136
MAIRANA,rabia,no de personas con vacuna antirrabica,2020-07-01,1,1,1,1,2
MONTERO,rabia,no de personas con vacuna antirrabica,2020-07-01,6,4,6,4,10
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
MOROCHATA,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-07-01,20,29,20,29,49
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2020-07-01,0,3,0,3,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-07-01,3,1,3,1,4
PORONGO,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-07-01,5,2,5,2,7
POTOSI,rabia,no de personas con vacuna antirrabica,2020-07-01,66,85,66,85,151
PUCARANI,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-07-01,2,1,2,1,3
PUNATA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-07-01,5,0,5,0,5
SACABA,rabia,no de personas con vacuna antirrabica,2020-07-01,3,3,3,3,6
SAN BORJA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,6,0,6,6
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-07-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2020-07-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2020-07-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-07-01,216,190,216,190,406
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-07-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-07-01,1,1,1,1,2
SORATA,rabia,no de personas con vacuna antirrabica,2020-07-01,1,4,1,4,5
SUCRE,rabia,no de personas con vacuna antirrabica,2020-07-01,40,29,40,29,69
TARIJA,rabia,no de personas con vacuna antirrabica,2020-07-01,3,2,3,2,5
