,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
SAN AGUSTIN,atencion odontologica,aplicacion de fluor,2016-03-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN ANDRES,atencion odontologica,aplicacion de fluor,2016-03-01,16,12,67,50,5,7,2,2,0,0,0,0,0,0,90,71,161
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2016-03-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2016-03-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN BENITO,atencion odontologica,aplicacion de fluor,2016-03-01,1,5,0,0,0,0,0,0,1,1,0,0,0,0,2,6,8
SAN BORJA,atencion odontologica,aplicacion de fluor,2016-03-01,14,8,4,7,0,0,0,1,0,0,0,0,0,0,18,16,34
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2016-03-01,2,3,2,2,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN CARLOS,atencion odontologica,aplicacion de fluor,2016-03-01,5,4,0,0,0,1,0,3,0,0,0,0,0,0,5,8,13
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2016-03-01,24,41,16,12,9,5,3,23,0,0,0,0,0,0,52,81,133
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2016-03-01,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2016-03-01,64,95,198,194,0,0,2,7,1,0,0,0,0,0,265,296,561
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2016-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN JULIAN,atencion odontologica,aplicacion de fluor,2016-03-01,143,98,65,58,0,4,1,4,1,0,0,0,0,0,210,164,374
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2016-03-01,22,14,9,3,0,1,0,0,0,0,0,0,0,0,31,18,49
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2016-03-01,2,1,33,7,0,0,0,0,0,0,0,0,0,0,35,8,43
SAN LUCAS,atencion odontologica,aplicacion de fluor,2016-03-01,99,108,0,0,0,1,0,3,0,0,0,0,0,0,99,112,211
SAN MATIAS,atencion odontologica,aplicacion de fluor,2016-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2016-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-03-01,7,7,1,0,0,0,0,5,7,4,0,0,0,0,15,16,31
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2016-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2016-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2016-03-01,16,9,1,2,0,1,0,6,0,0,0,0,0,0,17,18,35
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2016-03-01,1,7,42,39,0,0,0,0,0,0,0,0,0,0,43,46,89
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2016-03-01,80,90,0,0,0,0,0,0,0,0,0,0,0,0,80,90,170
SANTA ANA,atencion odontologica,aplicacion de fluor,2016-03-01,4,7,8,9,0,5,0,3,0,0,0,0,0,0,12,24,36
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2016-03-01,2095,2139,160,158,82,358,456,1359,131,148,0,0,0,0,2924,4162,7086
SANTA ROSA,atencion odontologica,aplicacion de fluor,2016-03-01,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,4,5
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2016-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2016-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2016-03-01,9,10,15,8,0,1,2,3,0,0,0,0,0,0,26,22,48
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2016-03-01,5,10,1,0,0,0,0,1,0,0,0,0,0,0,6,11,17
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2016-03-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2016-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,atencion odontologica,aplicacion de fluor,2016-03-01,46,32,23,25,0,2,0,8,0,0,0,0,0,0,69,67,136
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2016-03-01,4,2,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7
SICAYA,atencion odontologica,aplicacion de fluor,2016-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SIPE SIPE,atencion odontologica,aplicacion de fluor,2016-03-01,5,7,0,0,0,0,0,1,1,0,0,0,0,0,6,8,14
SOPACHUY,atencion odontologica,aplicacion de fluor,2016-03-01,2,5,0,4,0,1,0,0,0,0,0,0,0,0,2,10,12
SORACACHI,atencion odontologica,aplicacion de fluor,2016-03-01,4,1,2,3,0,0,0,1,0,0,0,0,0,0,6,5,11
SORATA,atencion odontologica,aplicacion de fluor,2016-03-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SUCRE,atencion odontologica,aplicacion de fluor,2016-03-01,255,241,60,42,12,28,55,129,7,1,0,0,0,0,389,441,830
TACACHI,atencion odontologica,aplicacion de fluor,2016-03-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TACACOMA,atencion odontologica,aplicacion de fluor,2016-03-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
TAPACARI,atencion odontologica,aplicacion de fluor,2016-03-01,3,3,0,0,0,0,0,3,1,0,0,0,0,0,4,6,10
TARABUCO,atencion odontologica,aplicacion de fluor,2016-03-01,22,26,0,0,1,3,0,15,0,0,0,0,0,0,23,44,67
TARACO,atencion odontologica,aplicacion de fluor,2016-03-01,17,10,2,1,0,0,0,0,0,0,0,0,0,0,19,11,30
TARATA,atencion odontologica,aplicacion de fluor,2016-03-01,6,6,0,0,0,0,0,2,0,0,0,0,0,0,6,8,14
TARIJA,atencion odontologica,aplicacion de fluor,2016-03-01,23,13,28,39,14,32,11,15,3,3,0,0,0,0,79,102,181
TARVITA,atencion odontologica,aplicacion de fluor,2016-03-01,21,12,0,0,0,1,0,0,0,0,0,0,0,0,21,13,34
TEOPONTE,atencion odontologica,aplicacion de fluor,2016-03-01,16,12,3,5,3,5,2,30,1,0,0,0,0,0,25,52,77
TIAWANACU,atencion odontologica,aplicacion de fluor,2016-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2016-03-01,11,9,1,1,0,1,0,5,0,0,0,0,0,0,12,16,28
TIPUANI,atencion odontologica,aplicacion de fluor,2016-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2016-03-01,33,43,6,13,0,0,0,11,1,0,0,0,0,0,40,67,107
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2016-03-01,2,3,3,3,0,0,0,0,0,0,0,0,0,0,5,6,11
TOCO,atencion odontologica,aplicacion de fluor,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,aplicacion de fluor,2016-03-01,18,19,1,0,0,0,0,4,0,2,0,0,0,0,19,25,44
TOLEDO,atencion odontologica,aplicacion de fluor,2016-03-01,0,0,122,55,0,0,0,0,0,0,0,0,0,0,122,55,177
TOMAVE,atencion odontologica,aplicacion de fluor,2016-03-01,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
TOMINA,atencion odontologica,aplicacion de fluor,2016-03-01,13,13,0,1,0,0,0,1,0,0,0,0,0,0,13,15,28
TORO TORO,atencion odontologica,aplicacion de fluor,2016-03-01,3,1,0,1,0,1,0,2,0,0,0,0,0,0,3,5,8
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2016-03-01,3,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,5
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2016-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TRIGAL,atencion odontologica,aplicacion de fluor,2016-03-01,9,12,13,22,0,0,0,0,0,0,0,0,0,0,22,34,56
TRINIDAD,atencion odontologica,aplicacion de fluor,2016-03-01,32,37,94,134,0,4,15,23,1,1,0,0,0,0,142,199,341
TUPIZA,atencion odontologica,aplicacion de fluor,2016-03-01,6,8,4,6,1,5,14,13,4,8,0,0,0,0,29,40,69
TURCO,atencion odontologica,aplicacion de fluor,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UMALA,atencion odontologica,aplicacion de fluor,2016-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
UNCIA,atencion odontologica,aplicacion de fluor,2016-03-01,3,9,20,18,12,35,7,44,10,19,0,0,0,0,52,125,177
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2016-03-01,1,3,0,1,1,3,3,1,0,0,0,0,0,0,5,8,13
UYUNI,atencion odontologica,aplicacion de fluor,2016-03-01,0,1,0,1,0,2,0,4,1,3,0,0,0,0,1,11,12
VACAS,atencion odontologica,aplicacion de fluor,2016-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2016-03-01,59,60,2,5,2,2,5,4,0,0,0,0,0,0,68,71,139
VIACHA,atencion odontologica,aplicacion de fluor,2016-03-01,49,35,1,3,6,1,1,19,0,1,0,0,0,0,57,59,116
VILA VILA,atencion odontologica,aplicacion de fluor,2016-03-01,2,7,0,0,0,0,0,1,0,0,0,0,0,0,2,8,10
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2016-03-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
VILLA MONTES,atencion odontologica,aplicacion de fluor,2016-03-01,0,2,5,4,0,0,5,0,0,0,0,0,0,0,10,6,16
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2016-03-01,20,21,16,19,5,7,1,2,0,0,0,0,0,0,42,49,91
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2016-03-01,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2016-03-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2016-03-01,26,35,237,192,5,4,0,13,0,0,0,0,0,0,268,244,512
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2016-03-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
VILLAZON,atencion odontologica,aplicacion de fluor,2016-03-01,9,18,1,0,3,4,3,2,3,3,0,0,0,0,19,27,46
VINTO,atencion odontologica,aplicacion de fluor,2016-03-01,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
VITICHI,atencion odontologica,aplicacion de fluor,2016-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
WARNES,atencion odontologica,aplicacion de fluor,2016-03-01,35,27,4,4,0,6,0,15,1,1,0,0,0,0,40,53,93
YACO,atencion odontologica,aplicacion de fluor,2016-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YACUIBA,atencion odontologica,aplicacion de fluor,2016-03-01,8,4,9,8,0,3,3,6,1,0,0,0,0,0,21,21,42
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2016-03-01,11,6,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
YANACACHI,atencion odontologica,aplicacion de fluor,2016-03-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
YAPACANI,atencion odontologica,aplicacion de fluor,2016-03-01,66,57,0,0,1,1,0,4,10,10,0,0,0,0,77,72,149
YOTALA,atencion odontologica,aplicacion de fluor,2016-03-01,8,4,1,0,0,0,0,0,0,1,0,0,0,0,9,5,14
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2016-03-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ACACIO,atencion odontologica,aplicacion de fluor,2016-04-01,6,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,12
ACHACACHI,atencion odontologica,aplicacion de fluor,2016-04-01,12,13,1,0,0,0,0,0,0,0,0,0,0,0,13,13,26
ACHOCALLA,atencion odontologica,aplicacion de fluor,2016-04-01,4,6,2,0,0,0,0,0,0,0,0,0,0,0,6,6,12
AIQUILE,atencion odontologica,aplicacion de fluor,2016-04-01,5,8,9,9,0,1,0,1,3,0,0,0,0,0,17,19,36
ALALAY,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,0,1,0,1,3,0,0,0,0,0,0,3,3,6
ALTO BENI,atencion odontologica,aplicacion de fluor,2016-04-01,9,10,0,1,0,0,0,1,0,0,0,0,0,0,9,12,21
ANCORAIMES,atencion odontologica,aplicacion de fluor,2016-04-01,10,12,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
ANZALDO,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2016-04-01,6,9,0,0,0,0,1,1,0,0,0,0,0,0,7,10,17
ARANI,atencion odontologica,aplicacion de fluor,2016-04-01,2,4,0,1,0,1,0,1,0,0,0,0,0,0,2,7,9
ARBIETO,atencion odontologica,aplicacion de fluor,2016-04-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ARQUE,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ATOCHA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,5,6,0,0,0,2,0,1,0,0,0,0,6,9,15
AUCAPATA,atencion odontologica,aplicacion de fluor,2016-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
AYATA,atencion odontologica,aplicacion de fluor,2016-04-01,3,2,11,6,0,0,0,0,0,0,0,0,0,0,14,8,22
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2016-04-01,7,7,1,0,0,0,0,1,0,0,0,0,0,0,8,8,16
BATALLAS,atencion odontologica,aplicacion de fluor,2016-04-01,12,10,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2016-04-01,3,0,15,13,2,1,0,0,0,0,0,0,0,0,20,14,34
BERMEJO,atencion odontologica,aplicacion de fluor,2016-04-01,0,6,0,1,0,5,0,2,0,0,0,0,0,0,0,14,14
BETANZOS,atencion odontologica,aplicacion de fluor,2016-04-01,14,21,0,0,0,0,0,1,0,0,0,0,0,0,14,22,36
BOLIVAR,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,8,12,0,1,0,0,0,0,0,0,0,0,8,13,21
BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-04-01,54,64,0,2,0,0,0,0,0,0,0,0,0,0,54,66,120
CABEZAS,atencion odontologica,aplicacion de fluor,2016-04-01,78,78,0,0,0,0,0,4,0,0,0,0,0,0,78,82,160
CAIROMA,atencion odontologica,aplicacion de fluor,2016-04-01,7,7,0,0,0,1,0,1,0,0,0,0,0,0,7,9,16
CAJUATA,atencion odontologica,aplicacion de fluor,2016-04-01,4,2,6,23,4,2,35,17,0,4,0,0,0,0,49,48,97
CALACOTO,atencion odontologica,aplicacion de fluor,2016-04-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
CALAMARCA,atencion odontologica,aplicacion de fluor,2016-04-01,7,11,0,1,0,0,0,0,0,0,0,0,0,0,7,12,19
CAMARGO,atencion odontologica,aplicacion de fluor,2016-04-01,4,3,0,1,0,0,0,1,0,0,0,0,0,0,4,5,9
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2016-04-01,0,0,6,4,0,0,0,2,0,0,0,0,0,0,6,6,12
CAMIRI,atencion odontologica,aplicacion de fluor,2016-04-01,62,62,249,236,9,9,10,42,2,5,0,0,0,0,332,354,686
CAPINOTA,atencion odontologica,aplicacion de fluor,2016-04-01,5,6,0,0,0,0,1,2,1,1,0,0,0,0,7,9,16
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2016-04-01,4,1,5,6,0,2,0,0,0,0,0,0,0,0,9,9,18
CARACOLLO,atencion odontologica,aplicacion de fluor,2016-04-01,2,5,5,4,0,3,0,4,0,0,0,0,0,0,7,16,23
CARANAVI,atencion odontologica,aplicacion de fluor,2016-04-01,43,49,17,18,10,13,4,12,1,4,0,0,0,0,75,96,171
CARAPARI,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
CARIPUYO,atencion odontologica,aplicacion de fluor,2016-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2016-04-01,9,12,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
CHALLAPATA,atencion odontologica,aplicacion de fluor,2016-04-01,6,9,20,28,0,0,1,6,1,4,0,0,0,0,28,47,75
CHAQUI,atencion odontologica,aplicacion de fluor,2016-04-01,7,16,1,4,0,0,1,0,4,5,0,0,0,0,13,25,38
CHARAGUA,atencion odontologica,aplicacion de fluor,2016-04-01,34,19,2,1,0,1,0,0,0,0,0,0,0,0,36,21,57
CHARAÑA,atencion odontologica,aplicacion de fluor,2016-04-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CHAYANTA,atencion odontologica,aplicacion de fluor,2016-04-01,3,11,0,0,0,3,0,7,0,0,0,0,0,0,3,21,24
CHIMORE,atencion odontologica,aplicacion de fluor,2016-04-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
CHUA COCANI,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2016-04-01,14,14,0,7,0,0,0,5,0,0,0,0,0,0,14,26,40
CHUMA,atencion odontologica,aplicacion de fluor,2016-04-01,5,7,0,2,0,1,2,4,0,0,0,0,0,0,7,14,21
CKOCHAS,atencion odontologica,aplicacion de fluor,2016-04-01,0,6,0,0,0,2,0,5,1,0,0,0,0,0,1,13,14
CLIZA,atencion odontologica,aplicacion de fluor,2016-04-01,2,1,0,0,1,1,0,4,0,1,0,0,0,0,3,7,10
COBIJA,atencion odontologica,aplicacion de fluor,2016-04-01,119,117,26,32,1,6,0,1,0,0,0,0,0,0,146,156,302
COCAPATA,atencion odontologica,aplicacion de fluor,2016-04-01,26,34,0,0,0,1,0,2,0,0,0,0,0,0,26,37,63
COCHABAMBA,atencion odontologica,aplicacion de fluor,2016-04-01,275,216,126,135,43,55,75,136,17,29,0,0,0,0,536,571,1107
COIPASA,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2016-04-01,11,11,0,0,0,1,0,11,1,3,0,0,0,0,12,26,38
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2016-04-01,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,10,10
COLLANA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,atencion odontologica,aplicacion de fluor,2016-04-01,44,37,0,1,0,0,0,0,0,0,0,0,0,0,44,38,82
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2016-04-01,12,22,132,160,0,2,0,3,0,0,0,0,0,0,144,187,331
COLQUECHACA,atencion odontologica,aplicacion de fluor,2016-04-01,28,18,0,0,0,2,0,8,0,3,0,0,0,0,28,31,59
COLQUENCHA,atencion odontologica,aplicacion de fluor,2016-04-01,4,2,1,2,0,2,0,0,0,0,0,0,0,0,5,6,11
COLQUIRI,atencion odontologica,aplicacion de fluor,2016-04-01,5,2,2,0,0,1,0,2,0,0,0,0,0,0,7,5,12
COMARAPA,atencion odontologica,aplicacion de fluor,2016-04-01,21,13,0,0,0,0,0,5,0,0,0,0,0,0,21,18,39
COPACABANA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORIPATA,atencion odontologica,aplicacion de fluor,2016-04-01,23,21,1,1,0,0,0,0,0,0,0,0,0,0,24,22,46
CORO CORO,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
COROICO,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CORQUE,atencion odontologica,aplicacion de fluor,2016-04-01,12,10,10,7,0,0,0,0,0,0,0,0,0,0,22,17,39
COTAGAITA,atencion odontologica,aplicacion de fluor,2016-04-01,8,4,6,4,0,0,7,8,1,1,0,0,0,0,22,17,39
COTOCA,atencion odontologica,aplicacion de fluor,2016-04-01,50,40,0,0,0,0,0,0,0,0,0,0,0,0,50,40,90
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2016-04-01,19,25,1,0,0,0,0,0,0,0,0,0,0,0,20,25,45
CUEVO,atencion odontologica,aplicacion de fluor,2016-04-01,29,42,0,2,0,2,0,2,0,0,0,0,0,0,29,48,77
CULPINA,atencion odontologica,aplicacion de fluor,2016-04-01,7,10,2,0,0,0,0,1,0,1,0,0,0,0,9,12,21
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CURVA,atencion odontologica,aplicacion de fluor,2016-04-01,8,7,1,0,0,0,0,1,0,0,0,0,0,0,9,8,17
EL ALTO,atencion odontologica,aplicacion de fluor,2016-04-01,585,586,383,404,98,96,79,110,29,27,0,0,0,0,1174,1223,2397
EL CHORO,atencion odontologica,aplicacion de fluor,2016-04-01,16,13,6,5,0,4,0,3,11,17,0,0,0,0,33,42,75
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2016-04-01,20,26,90,94,0,1,0,15,0,0,0,0,0,0,110,136,246
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2016-04-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,4
EL TORNO,atencion odontologica,aplicacion de fluor,2016-04-01,78,70,1119,1027,2,6,3,4,0,2,0,0,0,0,1202,1109,2311
EL VILLAR,atencion odontologica,aplicacion de fluor,2016-04-01,2,0,3,1,1,0,1,1,0,0,0,0,0,0,7,2,9
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2016-04-01,4,4,72,58,1,2,0,0,3,8,0,0,0,0,80,72,152
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2016-04-01,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1,6,7
ESCOMA,atencion odontologica,aplicacion de fluor,2016-04-01,6,1,13,6,0,0,0,0,0,0,0,0,0,0,19,7,26
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,1,0,5,0,0,0,0,0,0,1,6,7
FILADELFIA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,13,38,0,0,0,0,0,0,0,0,13,38,51
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2016-04-01,24,19,1,2,0,0,0,3,0,0,0,0,0,0,25,24,49
GUANAY,atencion odontologica,aplicacion de fluor,2016-04-01,18,17,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35
GUAQUI,atencion odontologica,aplicacion de fluor,2016-04-01,8,13,1,4,0,0,0,1,0,0,0,0,0,0,9,18,27
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2016-04-01,11,13,4,11,2,5,1,1,0,0,0,0,0,0,18,30,48
GUTIERREZ,atencion odontologica,aplicacion de fluor,2016-04-01,7,9,0,1,0,0,0,0,0,0,0,0,0,0,7,10,17
HUACARETA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2016-04-01,3,4,6,5,0,1,0,0,0,0,0,0,0,0,9,10,19
HUACHACALLA,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUANUNI,atencion odontologica,aplicacion de fluor,2016-04-01,4,5,5,2,0,0,1,7,0,1,0,0,0,0,10,15,25
HUARINA,atencion odontologica,aplicacion de fluor,2016-04-01,26,17,1,0,0,0,0,0,0,0,0,0,0,0,27,17,44
HUATAJATA,atencion odontologica,aplicacion de fluor,2016-04-01,6,1,0,0,0,0,0,2,0,1,0,0,0,0,6,4,10
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2016-04-01,2,1,1,2,0,1,0,1,0,1,0,0,0,0,3,6,9
HUMANATA,atencion odontologica,aplicacion de fluor,2016-04-01,7,11,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
ICHOCA,atencion odontologica,aplicacion de fluor,2016-04-01,3,11,0,0,0,1,1,1,0,0,0,0,0,0,4,13,17
ICLA,atencion odontologica,aplicacion de fluor,2016-04-01,45,41,0,0,0,4,0,6,0,0,0,0,0,0,45,51,96
INCAHUASI,atencion odontologica,aplicacion de fluor,2016-04-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
