,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
COLPA BELGICA,atencion odontologica,periodoncia,2016-03-01,0,0,1,1,1,3,0,1,2,1,0,0,0,0,4,6,10
COLQUECHACA,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,1,2,3,16,10,10,0,0,0,0,15,28,43
COLQUENCHA,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,2,6,0,5,0,0,0,0,0,0,3,11,14
COLQUIRI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,4,4,0,0,0,0,4,6,10
COMARAPA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CONCEPCION,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,3,1,1,0,0,0,0,0,4,4,8
COPACABANA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CORIPATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,6,8
CORO CORO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CORQUE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,5,2,0,0,0,0,0,3,5,8
COTAGAITA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,2,7,2,0,0,0,0,0,5,7,12
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-03-01,0,0,2,0,0,2,0,16,0,1,0,0,0,0,2,19,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CULPINA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,atencion odontologica,periodoncia,2016-03-01,0,0,58,67,92,101,167,372,22,18,0,0,0,0,339,558,897
EL CHORO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,5,6
EL PUENTE(STC),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL TORNO,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,12,27,13,50,13,2,0,0,0,0,38,80,118
EL VILLAR,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,4,0,2,3,0,1,0,0,0,0,6,4,10
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,1,6,7
ESCARA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
ESCOMA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
EUCALIPTUS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
FILADELFIA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
GUANAY,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,8,8
GUAQUI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
GUAYARAMERIN,atencion odontologica,periodoncia,2016-03-01,0,0,4,5,8,14,3,19,0,0,0,0,0,0,15,38,53
GUTIERREZ,atencion odontologica,periodoncia,2016-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
HUACHACALLA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
HUANUNI,atencion odontologica,periodoncia,2016-03-01,0,0,2,1,3,3,8,12,0,0,0,0,0,0,13,16,29
HUARINA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
HUATAJATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7
HUMANATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,24,14,0,0,0,0,24,14,38
ICHOCA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
ICLA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,1,0,1,3,2,0,0,0,0,6,4,10
INCAHUASI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
INQUISIVI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,2,4,3,1,2,0,0,0,0,6,7,13
IXIAMAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
JESUS DE MACHACA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,2,1,0,4,0,1,0,0,0,0,2,6,8
LA ASUNTA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,5,18,0,0,0,0,0,0,5,20,25
LA GUARDIA,atencion odontologica,periodoncia,2016-03-01,0,0,0,2,0,2,9,9,24,7,0,0,0,0,33,20,53
LA PAZ,atencion odontologica,periodoncia,2016-03-01,0,0,41,45,56,90,367,678,113,101,0,0,0,0,577,914,1491
LAJA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,4,3,10,1,1,0,0,0,0,4,15,19
LLALLAGUA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,2,0,5,21,2,2,0,0,0,0,9,23,32
LLICA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
LURIBAY,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
MACHACAMARCA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,3,6,0,0,0,0,3,9,12
MACHARETI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,8,2,1,0,0,0,0,2,10,12
MAGDALENA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,3,1,1,0,0,0,0,3,4,7
MAIRANA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
MAPIRI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,4,5
MECAPACA,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MINEROS,atencion odontologica,periodoncia,2016-03-01,0,0,2,0,0,5,1,18,2,0,0,0,0,0,5,23,28
MIZQUE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,3,2,4,0,0,0,0,0,7,2,9
MOCOMOCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,6,8
MONTEAGUDO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,18,18
MONTERO,atencion odontologica,periodoncia,2016-03-01,0,0,3,7,2,10,11,59,4,1,0,0,0,0,20,77,97
MORO MORO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MOROCHATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,12,9,9,0,0,0,0,10,23,33
NAZACARA DE PACAJES,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
OCURI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,3,2,2,0,0,0,0,3,6,9
ORURO,atencion odontologica,periodoncia,2016-03-01,0,0,1,2,8,49,219,262,117,25,0,0,0,0,345,338,683
PADCAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
PADILLA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,3,5,7,0,0,0,0,0,0,8,10,18
PALCA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PALOS BLANCOS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,4,3,12,2,0,0,0,0,0,5,16,21
PAMPA AULLAGAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAPEL PAMPA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PASORAPA,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,1,1,5,0,0,0,0,0,0,1,7,8
PATACAMAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,4,12,1,1,0,0,0,0,5,16,21
PAZÑA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,7,8
PELECHUCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,1,3,3,0,0,0,0,3,5,8
POCONA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,2,1,0,4,0,0,0,0,0,0,2,5,7
POJO (CBBA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,2,10,0,0,0,0,0,0,2,11,13
POOPO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,15,3,0,14,0,0,0,0,16,17,33
PORCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
POROMA,atencion odontologica,periodoncia,2016-03-01,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,4,5
PORTACHUELO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,2,1,2,0,1,0,0,0,0,2,5,7
PORVENIR,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POSTRER VALLE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
POTOSI,atencion odontologica,periodoncia,2016-03-01,0,0,10,15,16,48,55,61,4,6,0,0,0,0,85,130,215
PRESTO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PUERTO ACOSTA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,1,6,7
PUERTO CARABUCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,5,3,0,0,0,0,0,0,5,5,10
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
PUERTO QUIJARRO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUERTO RICO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,4,5,1,6,0,1,0,0,0,0,5,12,17
PUERTO SUAREZ,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,4,2,1,0,0,0,0,2,5,7
PUERTO VILLARROEL,atencion odontologica,periodoncia,2016-03-01,0,0,2,0,0,0,5,15,0,3,0,0,0,0,7,18,25
PUNA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,1,2,2,14,5,3,0,0,0,0,8,20,28
QUILLACOLLO,atencion odontologica,periodoncia,2016-03-01,0,0,8,13,12,35,40,115,27,18,0,0,0,0,87,181,268
QUIRUSILLAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,9,0,5,1,1,0,0,0,0,1,15,16
REYES,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,3,2,0,0,0,0,0,0,0,5,3,8
RIBERALTA,atencion odontologica,periodoncia,2016-03-01,0,0,6,10,13,29,14,38,0,0,0,0,0,0,33,77,110
ROBORE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,19,19
RURRENABAQUE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,3,2,7,9,7,0,0,0,0,14,17,31
SABAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SACABA,atencion odontologica,periodoncia,2016-03-01,0,0,4,2,6,10,29,53,14,15,0,0,0,0,53,80,133
SACABAMBA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,2,0,1,3,0,0,0,0,4,3,7
SACACA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAIPINA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2016-03-01,0,0,0,2,2,0,0,1,5,4,0,0,0,0,7,7,14
SAMAIPATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN AGUSTIN,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,1,3,0,0,0,0,0,0,0,6,1,7
SAN ANDRES,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,0,3,1,8,2,0,0,0,0,0,4,11,15
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,2,3,0,0,0,0,0,5,2,7
SAN BENITO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
SAN BORJA,atencion odontologica,periodoncia,2016-03-01,0,0,3,0,1,2,13,26,1,3,0,0,0,0,18,31,49
SAN BUENA VENTURA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN CARLOS,atencion odontologica,periodoncia,2016-03-01,0,0,0,4,1,3,4,2,1,1,0,0,0,0,6,10,16
SAN IGNACIO,atencion odontologica,periodoncia,2016-03-01,0,0,3,0,7,1,2,15,4,0,0,0,0,0,16,16,32
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,7,2,0,0,0,0,0,3,7,10
SAN JAVIER(STC),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,2,1,1,9,5,7,0,0,0,0,8,17,25
SAN JOAQUIN,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SAN JULIAN,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,4,0,8,13,7,0,0,0,0,13,19,32
SAN LORENZO(TJA),atencion odontologica,periodoncia,2016-03-01,0,0,6,5,2,2,2,8,0,0,0,0,0,0,10,15,25
SAN LUCAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,4,6
SAN MATIAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,0,0,2,2,5,0,0,0,0,2,8,10
SAN PEDRO,atencion odontologica,periodoncia,2016-03-01,0,0,2,5,3,2,1,7,1,1,0,0,0,0,7,15,22
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,2,1,3,2,0,0,0,0,0,3,6,9
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,4,4,1,1,0,0,0,0,5,5,10
SAN RAMON BENI,atencion odontologica,periodoncia,2016-03-01,0,0,1,2,0,0,1,2,0,0,0,0,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2016-03-01,0,0,102,99,36,192,784,1690,162,131,0,0,0,0,1084,2112,3196
SANTA ROSA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,8,7,0,1,0,0,0,0,8,11,19
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,8,6,6,0,0,0,0,7,15,22
SANTIVAÑES,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,3,0,2,0,0,0,0,1,7,8
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
SHINAOTA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,0,11,1,3,0,0,0,0,1,16,17
SICAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SIPE SIPE,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,6,3,26,6,12,0,0,0,0,9,45,54
SOPACHUY,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,3,7,0,1,0,0,0,0,3,8,11
SORACACHI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
SORATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
SUCRE,atencion odontologica,periodoncia,2016-03-01,0,0,8,6,22,60,220,288,31,16,0,0,0,0,281,370,651
TACACHI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
TACOPAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,2,5,0,1,0,0,0,0,2,7,9
TAHUA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,1,0,9,3,3,0,0,0,0,4,13,17
TARABUCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,2,3,1,19,15,22,0,0,0,0,18,44,62
TARACO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,6,7,0,2,0,0,0,0,7,9,16
TARIJA,atencion odontologica,periodoncia,2016-03-01,0,0,4,9,14,23,93,206,18,8,0,0,0,0,129,246,375
TARVITA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,7
TEOPONTE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,1,0,9,4,2,0,0,0,0,5,12,17
TIAWANACU,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
TIQUIPAYA,atencion odontologica,periodoncia,2016-03-01,0,0,0,3,1,14,2,33,10,7,0,0,0,0,13,57,70
TIRAQUE (CBBA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,4,6
TOCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,11,0,2,0,0,0,0,1,15,16
TODOS SANTOS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,2,10,0,12,0,0,0,0,2,23,25
TOLEDO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,0,3,3,0,0,0,0,0,4,3,7
TOMINA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,1,6,0,0,0,0,0,0,1,8,9
TORO TORO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,2,1,1,2,0,0,0,0,3,5,8
TOTORA(CBBA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,4,0,3,0,1,0,0,0,0,1,8,9
TRIGAL,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
TRINIDAD,atencion odontologica,periodoncia,2016-03-01,0,0,2,7,8,26,17,28,4,2,0,0,0,0,31,63,94
TUPIZA,atencion odontologica,periodoncia,2016-03-01,0,0,3,2,2,4,8,25,1,7,0,0,0,0,14,38,52
TURCO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
UMALA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
UNCIA,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,0,6,1,3,0,1,0,0,0,0,2,10,12
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2016-03-01,0,0,1,1,1,4,5,9,0,0,0,0,0,0,7,14,21
URUBICHA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
UYUNI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
VACAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
VALLEGRANDE,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,2,8,0,1,0,0,0,0,2,10,12
VIACHA,atencion odontologica,periodoncia,2016-03-01,0,0,1,2,0,1,2,8,0,2,0,0,0,0,3,13,16
VILA VILA,atencion odontologica,periodoncia,2016-03-01,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,4,5
VILLA CHARCAS,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,11,12,10,14,0,0,0,0,0,0,21,26,47
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,0,9,1,0,0,0,0,0,1,11,12
VILLA RIVERO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,9,9
VILLA SERRANO,atencion odontologica,periodoncia,2016-03-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
VILLA TUNARI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,15,38,7,0,0,0,0,0,22,41,63
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2016-03-01,0,0,1,0,0,1,2,3,1,1,0,0,0,0,4,5,9
VILLAZON,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,6,7,10,2,1,0,0,0,0,10,17,27
VINTO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,2,4,31,9,32,0,0,0,0,13,65,78
VITICHI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,4,5
WARNES,atencion odontologica,periodoncia,2016-03-01,0,0,0,1,0,2,1,17,0,0,0,0,0,0,1,20,21
YACO,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
YACUIBA,atencion odontologica,periodoncia,2016-03-01,0,0,0,3,8,4,33,38,2,2,0,0,0,0,43,47,90
YAMPARAEZ,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,1,3,4,0,0,0,0,0,0,3,5,8
YANACACHI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
YAPACANI,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,3,4,1,16,15,9,0,0,0,0,19,29,48
YOCALLA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,1,4
YOTALA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,1,2,2,4,0,1,0,0,0,0,3,7,10
YUNCHARA,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,atencion odontologica,periodoncia,2016-03-01,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,9
ACACIO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ACHACACHI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,4,7,8,6,0,0,0,0,12,14,26
ACHOCALLA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
AIQUILE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,19,6,9,0,0,0,0,8,28,36
ALCALA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,5,11,0,0,0,0,0,0,5,12,17
ANDAMARCA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,2,3,2,0,0,0,0,4,4,8
ANTEQUERA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ANZALDO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,4,5
ARAMPAMPA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,4,6
