municipality,group,variable,month,Exodoncias,TOTAL
ARBIETO,atenciones odontologicas,exodoncias,2009-04-01,5,5
ARQUE,atenciones odontologicas,exodoncias,2009-04-01,33,33
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-04-01,98,98
AYATA,atenciones odontologicas,exodoncias,2009-04-01,80,80
AYO AYO,atenciones odontologicas,exodoncias,2009-04-01,46,46
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-04-01,78,78
AZURDUY,atenciones odontologicas,exodoncias,2009-04-01,59,59
BATALLAS,atenciones odontologicas,exodoncias,2009-04-01,73,73
BAURES,atenciones odontologicas,exodoncias,2009-04-01,67,67
BERMEJO,atenciones odontologicas,exodoncias,2009-04-01,176,176
BETANZOS,atenciones odontologicas,exodoncias,2009-04-01,96,96
BOLIVAR,atenciones odontologicas,exodoncias,2009-04-01,46,46
BOLPEBRA,atenciones odontologicas,exodoncias,2009-04-01,28,28
BOYUIBE,atenciones odontologicas,exodoncias,2009-04-01,27,27
BUENA VISTA,atenciones odontologicas,exodoncias,2009-04-01,45,45
CABEZAS,atenciones odontologicas,exodoncias,2009-04-01,56,56
CAIROMA,atenciones odontologicas,exodoncias,2009-04-01,57,57
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-04-01,26,26
CAJUATA,atenciones odontologicas,exodoncias,2009-04-01,16,16
CALACOTO,atenciones odontologicas,exodoncias,2009-04-01,90,90
CALAMARCA,atenciones odontologicas,exodoncias,2009-04-01,60,60
CAMARGO,atenciones odontologicas,exodoncias,2009-04-01,117,117
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-04-01,13,13
CAMIRI,atenciones odontologicas,exodoncias,2009-04-01,220,220
CAPINOTA,atenciones odontologicas,exodoncias,2009-04-01,43,43
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-04-01,21,21
CARACOLLO,atenciones odontologicas,exodoncias,2009-04-01,132,132
CARANAVI,atenciones odontologicas,exodoncias,2009-04-01,169,169
CARAPARI,atenciones odontologicas,exodoncias,2009-04-01,132,132
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-04-01,32,32
CATACORA,atenciones odontologicas,exodoncias,2009-04-01,107,107
CHALLAPATA,atenciones odontologicas,exodoncias,2009-04-01,150,150
CHAQUI,atenciones odontologicas,exodoncias,2009-04-01,6,6
CHARAGUA,atenciones odontologicas,exodoncias,2009-04-01,173,173
CHARAÑA,atenciones odontologicas,exodoncias,2009-04-01,82,82
CHAYANTA,atenciones odontologicas,exodoncias,2009-04-01,36,36
CHIMORE,atenciones odontologicas,exodoncias,2009-04-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-04-01,72,72
CHUMA,atenciones odontologicas,exodoncias,2009-04-01,104,104
CLIZA,atenciones odontologicas,exodoncias,2009-04-01,31,31
COBIJA,atenciones odontologicas,exodoncias,2009-04-01,157,157
COCHABAMBA,atenciones odontologicas,exodoncias,2009-04-01,2419,2419
COIPASA,atenciones odontologicas,exodoncias,2009-04-01,9,9
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-04-01,37,37
COLLANA,atenciones odontologicas,exodoncias,2009-04-01,11,11
COLOMI,atenciones odontologicas,exodoncias,2009-04-01,17,17
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-04-01,36,36
COLQUECHACA,atenciones odontologicas,exodoncias,2009-04-01,38,38
COLQUENCHA,atenciones odontologicas,exodoncias,2009-04-01,28,28
COLQUIRI,atenciones odontologicas,exodoncias,2009-04-01,28,28
COMANCHE,atenciones odontologicas,exodoncias,2009-04-01,58,58
COMARAPA,atenciones odontologicas,exodoncias,2009-04-01,183,183
COMBAYA,atenciones odontologicas,exodoncias,2009-04-01,12,12
CONCEPCION,atenciones odontologicas,exodoncias,2009-04-01,37,37
COPACABANA,atenciones odontologicas,exodoncias,2009-04-01,63,63
CORIPATA,atenciones odontologicas,exodoncias,2009-04-01,69,69
CORO CORO,atenciones odontologicas,exodoncias,2009-04-01,56,56
COROICO,atenciones odontologicas,exodoncias,2009-04-01,119,119
CORQUE,atenciones odontologicas,exodoncias,2009-04-01,25,25
COTAGAITA,atenciones odontologicas,exodoncias,2009-04-01,109,109
COTOCA,atenciones odontologicas,exodoncias,2009-04-01,55,55
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-04-01,38,38
CUEVO,atenciones odontologicas,exodoncias,2009-04-01,17,17
CULPINA,atenciones odontologicas,exodoncias,2009-04-01,59,59
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-04-01,46,46
CURVA,atenciones odontologicas,exodoncias,2009-04-01,26,26
DESAGUADERO,atenciones odontologicas,exodoncias,2009-04-01,66,66
EL ALTO,atenciones odontologicas,exodoncias,2009-04-01,2504,2504
EL CHORO,atenciones odontologicas,exodoncias,2009-04-01,8,8
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-04-01,38,38
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-04-01,174,174
EL TORNO,atenciones odontologicas,exodoncias,2009-04-01,66,66
EL VILLAR,atenciones odontologicas,exodoncias,2009-04-01,3,3
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-04-01,30,30
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-04-01,237,237
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-04-01,36,36
EXALTACION,atenciones odontologicas,exodoncias,2009-04-01,22,22
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-04-01,37,37
FILADELFIA,atenciones odontologicas,exodoncias,2009-04-01,37,37
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-04-01,93,93
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-04-01,48,48
GUANAY,atenciones odontologicas,exodoncias,2009-04-01,72,72
GUAQUI,atenciones odontologicas,exodoncias,2009-04-01,46,46
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-04-01,208,208
GUTIERREZ,atenciones odontologicas,exodoncias,2009-04-01,157,157
HUACARETA,atenciones odontologicas,exodoncias,2009-04-01,60,60
HUACHACALLA,atenciones odontologicas,exodoncias,2009-04-01,10,10
HUANUNI,atenciones odontologicas,exodoncias,2009-04-01,42,42
HUARACAJE,atenciones odontologicas,exodoncias,2009-04-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-04-01,25,25
ICLA,atenciones odontologicas,exodoncias,2009-04-01,24,24
INCAHUASI,atenciones odontologicas,exodoncias,2009-04-01,79,79
INQUISIVI,atenciones odontologicas,exodoncias,2009-04-01,84,84
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-04-01,74,74
IXIAMAS,atenciones odontologicas,exodoncias,2009-04-01,456,456
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-04-01,73,73
LA ASUNTA,atenciones odontologicas,exodoncias,2009-04-01,91,91
LA GUARDIA,atenciones odontologicas,exodoncias,2009-04-01,122,122
LA PAZ,atenciones odontologicas,exodoncias,2009-04-01,2247,2247
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-04-01,42,42
LAJA,atenciones odontologicas,exodoncias,2009-04-01,93,93
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-04-01,16,16
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-04-01,40,40
LLALLAGUA,atenciones odontologicas,exodoncias,2009-04-01,87,87
LLICA,atenciones odontologicas,exodoncias,2009-04-01,25,25
LORETO,atenciones odontologicas,exodoncias,2009-04-01,2,2
LURIBAY,atenciones odontologicas,exodoncias,2009-04-01,26,26
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-04-01,34,34
MACHARETI,atenciones odontologicas,exodoncias,2009-04-01,19,19
MAGDALENA,atenciones odontologicas,exodoncias,2009-04-01,32,32
MAIRANA,atenciones odontologicas,exodoncias,2009-04-01,24,24
MALLA,atenciones odontologicas,exodoncias,2009-04-01,10,10
MAPIRI,atenciones odontologicas,exodoncias,2009-04-01,61,61
MECAPACA,atenciones odontologicas,exodoncias,2009-04-01,43,43
MINEROS,atenciones odontologicas,exodoncias,2009-04-01,31,31
MIZQUE,atenciones odontologicas,exodoncias,2009-04-01,33,33
MOCOMOCO,atenciones odontologicas,exodoncias,2009-04-01,145,145
MOJOCOYA,atenciones odontologicas,exodoncias,2009-04-01,36,36
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-04-01,52,52
MONTERO,atenciones odontologicas,exodoncias,2009-04-01,196,196
MORO MORO,atenciones odontologicas,exodoncias,2009-04-01,12,12
MOROCHATA,atenciones odontologicas,exodoncias,2009-04-01,69,69
OCURI,atenciones odontologicas,exodoncias,2009-04-01,51,51
OKINAWA,atenciones odontologicas,exodoncias,2009-04-01,24,24
OMEREQUE,atenciones odontologicas,exodoncias,2009-04-01,26,26
ORURO,atenciones odontologicas,exodoncias,2009-04-01,850,850
PADCAYA,atenciones odontologicas,exodoncias,2009-04-01,115,115
PADILLA,atenciones odontologicas,exodoncias,2009-04-01,46,46
PAILON,atenciones odontologicas,exodoncias,2009-04-01,34,34
PALCA,atenciones odontologicas,exodoncias,2009-04-01,46,46
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-04-01,101,101
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-04-01,7,7
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-04-01,13,13
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-04-01,11,11
PASORAPA,atenciones odontologicas,exodoncias,2009-04-01,34,34
PATACAMAYA,atenciones odontologicas,exodoncias,2009-04-01,70,70
PAZÑA,atenciones odontologicas,exodoncias,2009-04-01,37,37
PELECHUCO,atenciones odontologicas,exodoncias,2009-04-01,30,30
POCOATA,atenciones odontologicas,exodoncias,2009-04-01,42,42
POCONA,atenciones odontologicas,exodoncias,2009-04-01,21,21
POJO (CBBA),atenciones odontologicas,exodoncias,2009-04-01,17,17
POOPO,atenciones odontologicas,exodoncias,2009-04-01,33,33
PORCO,atenciones odontologicas,exodoncias,2009-04-01,30,30
PORONGO,atenciones odontologicas,exodoncias,2009-04-01,45,45
PORTACHUELO,atenciones odontologicas,exodoncias,2009-04-01,65,65
PORVENIR,atenciones odontologicas,exodoncias,2009-04-01,31,31
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-04-01,17,17
POTOSI,atenciones odontologicas,exodoncias,2009-04-01,583,583
PRESTO,atenciones odontologicas,exodoncias,2009-04-01,4,4
PUCARANI,atenciones odontologicas,exodoncias,2009-04-01,110,110
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-04-01,132,132
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-04-01,77,77
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-04-01,4,4
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-04-01,8,8
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-04-01,63,63
PUERTO RICO,atenciones odontologicas,exodoncias,2009-04-01,49,49
PUERTO SILES,atenciones odontologicas,exodoncias,2009-04-01,24,24
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-04-01,63,63
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-04-01,55,55
PUNA,atenciones odontologicas,exodoncias,2009-04-01,135,135
PUNATA,atenciones odontologicas,exodoncias,2009-04-01,82,82
QUIABAYA,atenciones odontologicas,exodoncias,2009-04-01,17,17
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-04-01,175,175
QUIME,atenciones odontologicas,exodoncias,2009-04-01,178,178
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-04-01,2,2
RAVELO,atenciones odontologicas,exodoncias,2009-04-01,30,30
REYES,atenciones odontologicas,exodoncias,2009-04-01,77,77
RIBERALTA,atenciones odontologicas,exodoncias,2009-04-01,338,338
ROBORE,atenciones odontologicas,exodoncias,2009-04-01,100,100
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-04-01,68,68
SABAYA,atenciones odontologicas,exodoncias,2009-04-01,6,6
SACABA,atenciones odontologicas,exodoncias,2009-04-01,229,229
SACABAMBA,atenciones odontologicas,exodoncias,2009-04-01,3,3
SACACA,atenciones odontologicas,exodoncias,2009-04-01,145,145
SAIPINA,atenciones odontologicas,exodoncias,2009-04-01,20,20
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-04-01,47,47
SAMAIPATA,atenciones odontologicas,exodoncias,2009-04-01,28,28
SAN ANDRES,atenciones odontologicas,exodoncias,2009-04-01,158,158
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-04-01,79,79
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-04-01,28,28
SAN BENITO,atenciones odontologicas,exodoncias,2009-04-01,30,30
SAN BORJA,atenciones odontologicas,exodoncias,2009-04-01,172,172
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-04-01,64,64
SAN CARLOS,atenciones odontologicas,exodoncias,2009-04-01,20,20
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-04-01,156,156
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-04-01,98,98
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2009-04-01,44,44
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-04-01,19,19
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-04-01,32,32
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-04-01,30,30
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-04-01,28,28
SAN JULIAN,atenciones odontologicas,exodoncias,2009-04-01,27,27
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-04-01,16,16
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-04-01,248,248
SAN LUCAS,atenciones odontologicas,exodoncias,2009-04-01,46,46
SAN MATIAS,atenciones odontologicas,exodoncias,2009-04-01,54,54
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-04-01,49,49
SAN PEDRO,atenciones odontologicas,exodoncias,2009-04-01,13,13
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-04-01,73,73
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-04-01,21,21
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-04-01,47,47
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-04-01,22,22
SAN RAMON,atenciones odontologicas,exodoncias,2009-04-01,13,13
SAN RAMON,atenciones odontologicas,exodoncias,2009-04-01,19,19
SANTA ANA,atenciones odontologicas,exodoncias,2009-04-01,73,73
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-04-01,1915,1915
SANTA ROSA,atenciones odontologicas,exodoncias,2009-04-01,61,61
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-04-01,60,60
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2009-04-01,6,6
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-04-01,43,43
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-04-01,13,13
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-04-01,16,16
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-04-01,19,19
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-04-01,30,30
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-04-01,99,99
SICAYA,atenciones odontologicas,exodoncias,2009-04-01,8,8
SIPE SIPE,atenciones odontologicas,exodoncias,2009-04-01,70,70
SOPACHUY,atenciones odontologicas,exodoncias,2009-04-01,37,37
SORACACHI,atenciones odontologicas,exodoncias,2009-04-01,16,16
SORATA,atenciones odontologicas,exodoncias,2009-04-01,51,51
SUCRE,atenciones odontologicas,exodoncias,2009-04-01,974,974
TACACOMA,atenciones odontologicas,exodoncias,2009-04-01,102,102
TACOPAYA,atenciones odontologicas,exodoncias,2009-04-01,12,12
TAPACARI,atenciones odontologicas,exodoncias,2009-04-01,49,49
TARABUCO,atenciones odontologicas,exodoncias,2009-04-01,33,33
TARACO,atenciones odontologicas,exodoncias,2009-04-01,24,24
TARATA,atenciones odontologicas,exodoncias,2009-04-01,3,3
TARIJA,atenciones odontologicas,exodoncias,2009-04-01,799,799
TARVITA,atenciones odontologicas,exodoncias,2009-04-01,45,45
TEOPONTE,atenciones odontologicas,exodoncias,2009-04-01,25,25
TIAWANACU,atenciones odontologicas,exodoncias,2009-04-01,83,83
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-04-01,37,37
TIPUANI,atenciones odontologicas,exodoncias,2009-04-01,6,6
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-04-01,121,121
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-04-01,118,118
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-04-01,5,5
TOCO,atenciones odontologicas,exodoncias,2009-04-01,14,14
TOLATA,atenciones odontologicas,exodoncias,2009-04-01,6,6
TOLEDO,atenciones odontologicas,exodoncias,2009-04-01,47,47
TOMAVE,atenciones odontologicas,exodoncias,2009-04-01,60,60
TOMINA,atenciones odontologicas,exodoncias,2009-04-01,41,41
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-04-01,37,37
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-04-01,11,11
TRIGAL,atenciones odontologicas,exodoncias,2009-04-01,20,20
TRINIDAD,atenciones odontologicas,exodoncias,2009-04-01,404,404
TUPIZA,atenciones odontologicas,exodoncias,2009-04-01,112,112
TURCO,atenciones odontologicas,exodoncias,2009-04-01,43,43
UMALA,atenciones odontologicas,exodoncias,2009-04-01,15,15
UNCIA,atenciones odontologicas,exodoncias,2009-04-01,145,145
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-04-01,103,103
URUBICHA,atenciones odontologicas,exodoncias,2009-04-01,47,47
UYUNI,atenciones odontologicas,exodoncias,2009-04-01,34,34
VACAS,atenciones odontologicas,exodoncias,2009-04-01,17,17
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-04-01,89,89
VIACHA,atenciones odontologicas,exodoncias,2009-04-01,202,202
VILA VILA,atenciones odontologicas,exodoncias,2009-04-01,10,10
VILLA MONTES,atenciones odontologicas,exodoncias,2009-04-01,288,288
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-04-01,60,60
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-04-01,12,12
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-04-01,23,23
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-04-01,179,179
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-04-01,43,43
VILLAZON,atenciones odontologicas,exodoncias,2009-04-01,272,272
VINTO,atenciones odontologicas,exodoncias,2009-04-01,13,13
VITICHI,atenciones odontologicas,exodoncias,2009-04-01,11,11
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-04-01,11,11
WARNES,atenciones odontologicas,exodoncias,2009-04-01,118,118
YACO,atenciones odontologicas,exodoncias,2009-04-01,24,24
YACUIBA,atenciones odontologicas,exodoncias,2009-04-01,288,288
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-04-01,42,42
YANACACHI,atenciones odontologicas,exodoncias,2009-04-01,13,13
YAPACANI,atenciones odontologicas,exodoncias,2009-04-01,79,79
YOCALLA,atenciones odontologicas,exodoncias,2009-04-01,20,20
YOTALA,atenciones odontologicas,exodoncias,2009-04-01,37,37
YUNCHARA,atenciones odontologicas,exodoncias,2009-04-01,31,31
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-04-01,23,23
ACACIO,atenciones odontologicas,exodoncias,2009-05-01,39,39
ACHACACHI,atenciones odontologicas,exodoncias,2009-05-01,1891,1891
ACHOCALLA,atenciones odontologicas,exodoncias,2009-05-01,45,45
AIQUILE,atenciones odontologicas,exodoncias,2009-05-01,20,20
ALCALA,atenciones odontologicas,exodoncias,2009-05-01,22,22
ANCORAIMES,atenciones odontologicas,exodoncias,2009-05-01,60,60
ANDAMARCA,atenciones odontologicas,exodoncias,2009-05-01,21,21
ANTEQUERA,atenciones odontologicas,exodoncias,2009-05-01,14,14
ANZALDO,atenciones odontologicas,exodoncias,2009-05-01,14,14
APOLO,atenciones odontologicas,exodoncias,2009-05-01,60,60
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-05-01,13,13
ARANI,atenciones odontologicas,exodoncias,2009-05-01,25,25
ARBIETO,atenciones odontologicas,exodoncias,2009-05-01,5,5
ARQUE,atenciones odontologicas,exodoncias,2009-05-01,29,29
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-05-01,65,65
AUCAPATA,atenciones odontologicas,exodoncias,2009-05-01,14,14
AYATA,atenciones odontologicas,exodoncias,2009-05-01,84,84
AYO AYO,atenciones odontologicas,exodoncias,2009-05-01,44,44
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-05-01,55,55
AZURDUY,atenciones odontologicas,exodoncias,2009-05-01,43,43
BATALLAS,atenciones odontologicas,exodoncias,2009-05-01,76,76
BAURES,atenciones odontologicas,exodoncias,2009-05-01,92,92
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-05-01,7,7
BERMEJO,atenciones odontologicas,exodoncias,2009-05-01,201,201
BETANZOS,atenciones odontologicas,exodoncias,2009-05-01,81,81
BOLIVAR,atenciones odontologicas,exodoncias,2009-05-01,39,39
BOLPEBRA,atenciones odontologicas,exodoncias,2009-05-01,31,31
BOYUIBE,atenciones odontologicas,exodoncias,2009-05-01,25,25
BUENA VISTA,atenciones odontologicas,exodoncias,2009-05-01,35,35
CABEZAS,atenciones odontologicas,exodoncias,2009-05-01,73,73
CAIROMA,atenciones odontologicas,exodoncias,2009-05-01,126,126
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-05-01,17,17
CAJUATA,atenciones odontologicas,exodoncias,2009-05-01,37,37
CALACOTO,atenciones odontologicas,exodoncias,2009-05-01,139,139
CALAMARCA,atenciones odontologicas,exodoncias,2009-05-01,50,50
CAMARGO,atenciones odontologicas,exodoncias,2009-05-01,79,79
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-05-01,4,4
CAMIRI,atenciones odontologicas,exodoncias,2009-05-01,199,199
CAPINOTA,atenciones odontologicas,exodoncias,2009-05-01,26,26
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-05-01,57,57
CARACOLLO,atenciones odontologicas,exodoncias,2009-05-01,106,106
CARANAVI,atenciones odontologicas,exodoncias,2009-05-01,241,241
CARAPARI,atenciones odontologicas,exodoncias,2009-05-01,149,149
CARIPUYO,atenciones odontologicas,exodoncias,2009-05-01,11,11
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-05-01,39,39
CATACORA,atenciones odontologicas,exodoncias,2009-05-01,77,77
CHALLAPATA,atenciones odontologicas,exodoncias,2009-05-01,117,117
CHAQUI,atenciones odontologicas,exodoncias,2009-05-01,4,4
CHARAGUA,atenciones odontologicas,exodoncias,2009-05-01,221,221
CHARAÑA,atenciones odontologicas,exodoncias,2009-05-01,2,2
CHAYANTA,atenciones odontologicas,exodoncias,2009-05-01,39,39
CHIMORE,atenciones odontologicas,exodoncias,2009-05-01,14,14
CHOQUE COTA,atenciones odontologicas,exodoncias,2009-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-05-01,80,80
CHUMA,atenciones odontologicas,exodoncias,2009-05-01,123,123
CLIZA,atenciones odontologicas,exodoncias,2009-05-01,38,38
COBIJA,atenciones odontologicas,exodoncias,2009-05-01,109,109
COCHABAMBA,atenciones odontologicas,exodoncias,2009-05-01,2536,2536
COIPASA,atenciones odontologicas,exodoncias,2009-05-01,9,9
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-05-01,59,59
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-05-01,48,48
COLLANA,atenciones odontologicas,exodoncias,2009-05-01,3,3
COLOMI,atenciones odontologicas,exodoncias,2009-05-01,17,17
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-05-01,42,42
COLQUECHACA,atenciones odontologicas,exodoncias,2009-05-01,27,27
COLQUENCHA,atenciones odontologicas,exodoncias,2009-05-01,15,15
COLQUIRI,atenciones odontologicas,exodoncias,2009-05-01,28,28
COMANCHE,atenciones odontologicas,exodoncias,2009-05-01,155,155
COMARAPA,atenciones odontologicas,exodoncias,2009-05-01,129,129
COMBAYA,atenciones odontologicas,exodoncias,2009-05-01,24,24
CONCEPCION,atenciones odontologicas,exodoncias,2009-05-01,33,33
COPACABANA,atenciones odontologicas,exodoncias,2009-05-01,68,68
CORIPATA,atenciones odontologicas,exodoncias,2009-05-01,73,73
CORO CORO,atenciones odontologicas,exodoncias,2009-05-01,43,43
COROICO,atenciones odontologicas,exodoncias,2009-05-01,121,121
CORQUE,atenciones odontologicas,exodoncias,2009-05-01,30,30
COTAGAITA,atenciones odontologicas,exodoncias,2009-05-01,86,86
COTOCA,atenciones odontologicas,exodoncias,2009-05-01,23,23
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-05-01,41,41
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2009-05-01,2,2
CUEVO,atenciones odontologicas,exodoncias,2009-05-01,15,15
CULPINA,atenciones odontologicas,exodoncias,2009-05-01,83,83
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-05-01,33,33
CURVA,atenciones odontologicas,exodoncias,2009-05-01,3,3
DESAGUADERO,atenciones odontologicas,exodoncias,2009-05-01,83,83
EL ALTO,atenciones odontologicas,exodoncias,2009-05-01,2213,2213
EL CHORO,atenciones odontologicas,exodoncias,2009-05-01,14,14
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-05-01,46,46
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-05-01,127,127
EL TORNO,atenciones odontologicas,exodoncias,2009-05-01,56,56
EL VILLAR,atenciones odontologicas,exodoncias,2009-05-01,2,2
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-05-01,22,22
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-05-01,280,280
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-05-01,17,17
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-05-01,26,26
FILADELFIA,atenciones odontologicas,exodoncias,2009-05-01,29,29
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-05-01,65,65
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-05-01,35,35
GUANAY,atenciones odontologicas,exodoncias,2009-05-01,23,23
GUAQUI,atenciones odontologicas,exodoncias,2009-05-01,82,82
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-05-01,114,114
GUTIERREZ,atenciones odontologicas,exodoncias,2009-05-01,189,189
HUACARETA,atenciones odontologicas,exodoncias,2009-05-01,7,7
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2009-05-01,20,20
HUACHACALLA,atenciones odontologicas,exodoncias,2009-05-01,12,12
HUANUNI,atenciones odontologicas,exodoncias,2009-05-01,47,47
HUARACAJE,atenciones odontologicas,exodoncias,2009-05-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-05-01,21,21
ICLA,atenciones odontologicas,exodoncias,2009-05-01,35,35
INCAHUASI,atenciones odontologicas,exodoncias,2009-05-01,42,42
INQUISIVI,atenciones odontologicas,exodoncias,2009-05-01,70,70
