municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
SORATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,117,117
SUCRE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,3774,3774
TACACOMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,185,185
TACOPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,42,42
TAHUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,23,23
TAPACARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,81,81
TARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,177,177
TARACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,68,68
TARATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,8,8
TARIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,3680,3680
TARVITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,57,57
TEOPONTE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,84,84
TIAWANACU,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,170,170
TINGUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,22,22
TIQUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,365,365
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,907,907
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,9,9
TOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,148,148
TOLATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,102,102
TOLEDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,98,98
TOMAVE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,112,112
TOMINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,221,221
TORO TORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,73,73
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,148,148
TOTORA(ORR),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,19,19
TRIGAL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,91,91
TRINIDAD,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,916,916
TUPIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,196,196
TURCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,51,51
UMALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,92,92
UNCIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,127,127
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,771,771
URUBICHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,34,34
UYUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,125,125
VACAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,235,235
VALLEGRANDE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,397,397
VIACHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,204,204
VILA VILA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,18,18
VILLA MONTES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,603,603
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,82,82
VILLA RIVERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,145,145
VILLA SERRANO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,98,98
VILLA TUNARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,608,608
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,2132,2132
VILLAZON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,198,198
VINTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,25,25
VITICHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,21,21
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,7,7
WARNES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,340,340
YACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,8,8
YACUIBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,948,948
YAMPARAEZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,26,26
YANACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,84,84
YAPACANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,165,165
YOCALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,86,86
YOTALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,45,45
YUNCHARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,110,110
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-02-01,48,48
ACACIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,76,76
ACHACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,871,871
ACHOCALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,205,205
AIQUILE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,106,106
ALALAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,8,8
ALCALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,155,155
ANCORAIMES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,98,98
ANDAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,261,261
ANTEQUERA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,195,195
ANZALDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,173,173
APOLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,127,127
ARAMPAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,48,48
ARANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,88,88
ARBIETO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,62,62
ARQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,314,314
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,205,205
AYATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,144,144
AYO AYO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,76,76
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,440,440
AZURDUY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,369,369
BATALLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,144,144
BAURES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,143,143
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,34,34
BELLA FLOR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,143,143
BERMEJO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,497,497
BETANZOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,145,145
BOLIVAR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,3,3
BOLPEBRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,60,60
BOYUIBE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,91,91
BUENA VISTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,63,63
CABEZAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,243,243
CAIROMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,75,75
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,120,120
CALACOTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,123,123
CALAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,69,69
CAMARGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,756,756
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,63,63
CAMIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,924,924
CAPINOTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,726,726
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,141,141
CARACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,202,202
CARANAVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,203,203
CARAPARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,460,460
CARIPUYO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,22,22
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,113,113
CATACORA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,184,184
CHALLAPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,443,443
CHAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,18,18
CHARAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,318,318
CHARAÑA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,79,79
CHAYANTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,162,162
CHIMORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,86,86
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,206,206
CHUMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,148,148
CLIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,255,255
COBIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1691,1691
COCHABAMBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,7286,7286
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,242,242
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,73,73
COLLANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,75,75
COLOMI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,332,332
COLPA BELGICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,173,173
COLQUECHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,203,203
COLQUENCHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,82,82
COLQUIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,535,535
COMANCHE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,73,73
COMARAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,418,418
COMBAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,15,15
CONCEPCION,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,17,17
COPACABANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,118,118
CORIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,94,94
CORO CORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,41,41
COROICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,285,285
CORQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,9,9
COTAGAITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,257,257
COTOCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,84,84
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,178,178
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,13,13
CUEVO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,46,46
CULPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,107,107
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,136,136
CURVA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,131,131
DESAGUADERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,204,204
EL ALTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,8762,8762
EL CHORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,10,10
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,84,84
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,579,579
EL TORNO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,218,218
EL VILLAR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,30,30
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,37,37
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,624,624
EUCALIPTUS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,122,122
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,158,158
FILADELFIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,151,151
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1101,1101
GUANAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,101,101
GUAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,111,111
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,449,449
GUTIERREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,161,161
HUACARETA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,100,100
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,11,11
HUACHACALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,104,104
HUANUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,333,333
HUARACAJE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,12,12
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,81,81
ICLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,173,173
INCAHUASI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,238,238
INQUISIVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,86,86
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,107,107
IXIAMAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,127,127
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,200,200
LA ASUNTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,87,87
LA GUARDIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,222,222
LA PAZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,12248,12248
LAGUNILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,81,81
LAJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,204,204
LAS CARRERAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,135,135
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,148,148
LLALLAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,592,592
LLICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,160,160
LORETO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1,1
LURIBAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,25,25
MACHACAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,81,81
MACHARETI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,164,164
MAGDALENA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,201,201
MAIRANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,259,259
MAPIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,138,138
MECAPACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,31,31
MINEROS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,244,244
MIZQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,90,90
MOCOMOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,103,103
MOJOCOYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,83,83
MONTEAGUDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,268,268
MONTERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1209,1209
MORO MORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,28,28
MOROCHATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,208,208
OCURI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,147,147
OKINAWA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,101,101
OMEREQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,95,95
ORURO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,4228,4228
PADCAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,312,312
PADILLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,115,115
PAILON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,236,236
PALCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,349,349
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,136,136
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,10,10
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,44,44
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,108,108
PASORAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,512,512
PATACAMAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,91,91
PAZÑA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,71,71
PELECHUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,17,17
POCOATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,149,149
POCONA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,36,36
POJO (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,166,166
POOPO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,146,146
PORCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,114,114
POROMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,51,51
PORONGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,91,91
PORTACHUELO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,242,242
PORVENIR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,442,442
POSTRER VALLE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,50,50
POTOSI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1998,1998
PRESTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,97,97
PUCARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,55,55
PUCARANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,249,249
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,377,377
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,174,174
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,40,40
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,127,127
PUERTO RICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,118,118
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,397,397
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,177,177
PUNA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,380,380
PUNATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,590,590
QUILLACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,833,833
QUIME,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,179,179
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,40,40
RAVELO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,82,82
REYES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,196,196
RIBERALTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1458,1458
ROBORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,102,102
RURRENABAQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,134,134
SABAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,185,185
SACABA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,743,743
SACABAMBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,60,60
SACACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,79,79
SAIPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,35,35
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,63,63
SAMAIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,142,142
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,31,31
SAN ANDRES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,396,396
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,149,149
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,53,53
SAN BENITO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,103,103
SAN BORJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,637,637
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,148,148
SAN CARLOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,186,186
SAN IGNACIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,501,501
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,269,269
SAN JAVIER(BNI),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,127,127
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1168,1168
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,68,68
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,5,5
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,100,100
SAN JULIAN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,136,136
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,13,13
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,2173,2173
SAN LUCAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,1071,1071
SAN MATIAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,106,106
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,210,210
SAN PEDRO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,50,50
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,205,205
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,50,50
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,62,62
SAN PEDRO(PND),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,125,125
SAN RAFAEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,77,77
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,404,404
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,62,62
SANTA ANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,140,140
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-03-01,9715,9715
